prompt,references_past
"An Alec Soth portrait photo of the moon, a cloud of Orson Welles as Falstaff floats in the sky, the moon is wearing several horse-hair wigs, Falstaff's face is also on the moon",no
"a beautiful artwork of scientists throwing a party in a messy laboratory, comic, chaotic, funny drawing",no
"evil deity, a man in black mask and black rugged long trench coat. in style of yoji shinkawa and hyung - tae kim, trending on artstation, dark fantasy, great composition, concept art, highly detailed, dynamic pose.",no
"large fantasy town filled with people, game concept art, illustration, unreal,",no
"beautiful oil clean painting of the biomechanical thinker sculpture connected to machine by auguste rodin, by wayne barlowe, rembrandt, complex, stunning, realistic skin color, 4 k, high res, awardwinning, masterpiece",no
1 0 0 kg sexy fat chonky thick chubby curvy kristen bell with a very big fat round hanging chubby belly in a bikini,no
"closeup portrait of emmanuel macron dressed as napoleon, natural light, sharp, detailed face, magazine, press, photo, steve mccurry, david lazar, canon, nikon, focus",no
"close up half face portrait photograph of a live action anime princess with stars in her irises, deep red lipstick and freckles. Wavy long hair. she looks directly at the camera. Slightly open mouth, face covers half of the frame, with a building visible in the background. 135mm nikon. Intricate. Very detailed 8k. Sharp. Cinematic post-processing. Award winning portrait photography",no
photo of kirby making peanut butter,no
woman in a tight KFC themed morph suit,no
"a gamer girl wearing a cat ear headphone, looking at the camera, beautiful and aesthetic, close up, dramatic pose, intricate, highly detailed, detailed face, smooth, sharp focus, specular light, occlusion shadow, artgerm, artstation, art by mika pikazo and ilya kuvshinov and rembrandt and greg rutkowski, fantasy illustration",no
"shoes store advertisment, polished and fully lit environments",no
"portrait of a dark tabby cat with green eyes, intricate, elegant, highly detailed, smooth, sharp focus, illustration, art by gustav klimt",no
"a cute young woman smiling, long shiny bronze brown hair, full round face, green eyes, medium skin tone, light cute freckles, smiling softly, wearing casual clothing, relaxing on a modern couch, interior lighting, cozy living room background, medium shot, mid-shot, soft focus",no
"a cute shiba inu steering a boat, endless sea, digital painting, 4 k, realistic",no
Winnie the Pooh embracing Gordon Freeman,no
an artwork by francis picabia,no
"( hyperrealist dnd male nordic drow class portrait on a windy storm planet ) by daniel f. gerhartz and matt stewart, fantasy, photorealistic, dynamic lighting, bet face, handsome drow, beautiful, perfect factions, perfect drow, trending on artstation, poster, volumetric lighting, 4 k, award winning",no
