prompt,references_past
"anime manga skull profile young woman skeleton, minnie mouse, marge simpson, unreal engine, intricate, elegant, highly detailed, digital art, art by JC Leyendecker and sachin teng",no
"still life of a bouquet of flowers made of gummy bears and jelly beans, Northern Renaissance,",no
film still of Willy Wonka's and the Chocolate Factory 1971 artwork made by Sergey Kolesov,yes
nan,no
The Riddler,no
"toph beifong in fortnite, blind eyes, character render, full body shot, highly detailed, in game render",no
"studio shot of green apple shaped like < any shape >, isometric perspective, green background",no
"photo darth vader snowboarding, cinestill, 800t, 35mm, full-HD",no
"higly photorealistic painting of - do what we can, then leave it to god, highly details - in the style of art by robin eley, paul lung, roberto benardi, samuel silva, keng lye, lynch - smith, sharp fokus, intricate details",no
"playstation 5 screenshot of silent hill, overhead view, realistic, artstation, devianart",no
"epic mask helmet robot ninja portrait stylized as fornite style game design fanart by concept artist gervasio canda, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination radiating a glowing aura global illumination ray tracing hdr render in unreal engine 5",no
"hipster swag alien wizard rasta smokes dank weed from robot bong afrofuturism synthwave matte painting concept art, beautifully backlit, swirly vibrant color lines, vivid tones, cinematic aesthetic octane render, 8 k hd resolution, by rhads, james jean, ross tran and artgerm",no
"an image of an armored vehicle in the night desert with blue headlights on by Paul Chadeisson, atmospherical, concept art, high detail, intimidating , cinematic, purple lightning , heavy storm , Artstation trending, octane render, wet metal",no
"a black modern mansion on an island by itself, award winning, 8k, ultra realistic,",no
"large metallic skull attached to an infinitely long, coiled power cable, stoic and calm, inside of an unlit 1970s convenience store, ektachrome photograph, volumetric lighting, f8 aperture, cinematic Eastman 5384 film",no
"realistic photoshoot for a new kenzo lookbook, color film photography, portrait of a beautiful person, in style of Campbell Addy, 35mm",no
"my precious! - the hobbit - j. r. r. tolkien - a medieval village in switzerland, ornate, beautiful, atmosphere, vibe, flowers, concept art illustration, greg rutowski, volumetric lighting, sunbeams, particles",no
"gasholder, steel pipes, kerberos realm, service ticket close up, wizard reading a directory, nordic pastel colors, extensive roadworks 3 d art, digital illustration, perfect lighting",no
"kawaii, guy, fan art, chibi characters, nendoroid, pixar",no
"a painting of an israeli solidier with sunglasses, a field cap, and a red ascot holding a hand grenade in the desert high details",no
"portrait of a 6 0 - year - old giant man with long tangles of bushy black hair and beard hiding most of his face, wearing in black cloak, hyper realistic face, beautiful eyes, character art, art by mark brooks, hyperdetailed, cryengine, trending on artstation, digital art",no
a highly detailed metahuman 8 k close up render of bella hadid with a veil all over her face renaissance in iris van herpen dress schiaparelli in diamonds crystals swarovski and jewelry iridescent in style of alphonse mucha trending on artstation made in unreal engine 4 ,no
digital painting of LittleFoot by Leonid Afremov,no
"peter dinklage in braveheart, intricate elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by ( ( ( artgerm ) ) ) and greg rutkowski! and ( ( alphonse mucha ) ), heavily influenced by frank frazetta and boris vallejo, sword and sorcery",no
margot robbie as dejah thoris,no
jerma985,no
Genshin Impact,no
"full body photo of steve, mature male, mysterious face. he is a doctor. he is sitting gracefully on a sofa, elegant slim beige shirt. he has significant belly",no
Thor being played by Tom Hanks,no
"snake man, up portrait with her body wrapped in gold scales, hyper photo realistic 8K HD HDRI, photo by Annie Leibovitz",no
nonbinary toilet sign,no
"eminem rapping in front of an empty stadium and sad, hyper detailed, smooth, unreal engine, sharp focus, ray tracing",no
"ultra realistic illustration studio of a beautiful elegant girl in an artistic pose covered in silk, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha by klimt",no
"A beautiful painting of feminine cosmic being with a nebula as its body by Jim Burns, Trending on artstation.",no
"portrait of jennifer connelly standing in a mysterious pond, the supernatural entities may come, twin peaks poster art, from scene from twin peaks, by michael whelan, artgerm, retro, nostalgic, old fashioned",no
"incredibly handsome potato, studio photoshoot. contest winner",no
"tintype, ink drawing of a man-sized anthropomorphic donkey wearing elegant clothing, brown color scheme, detailed, realistic, sketch, cartoon, funny, elegant, woods background, fairytale",no
"a matte painting of a prairie, cottage close up, river, overgrown, patchy flowers, oil painting, pale colors, high detail, 8 k, wide angle, trending on artstation,",no
"full body artwork of tracer overwatch wearing leather collar in style of zdzisław beksinski, angel wings, dramatic painting, symmetrical composition, wearing detailed leather collar, black shiny armor, chains, black harness, detailed face and eyes,",no
vladimir putin as a loser crying fat ugly baby hyperrealism,no
"the omnipotent assassin, vivid award winning digital artwork, intricate black sharp iridescent hooded semi - cybernetic armour, beautiful iridescent technology and weapon, long metal spikes, glowing skin face, detailed realistic colors, character art by greg rutkowski and artgerm",no
"portrait, The Nights Watch, battling the beasts beyond the wall, watercolor, dramatic lighting, cinematic, establishing shot, extremely high detail, foto realistic, cinematic lighting, pen and ink, intricate line drawings, by Yoshitaka Amano, Ruan Jia, Kentaro Miura, Artgerm, post processed, concept art, artstation, matte painting, style by eddie mendoza, raphael lacoste, alex ross",no
"hyperdetailed, photorealistic photograph of a dmc 1 2 delorean driving in the streets, rain, night, dense fog, hd, unreal engine 5",no
a ((((((((((tiny)))))))))) car next to a mailbox,no
"ben affleck in iron man suit, portrait hd, without helmets, clear face, 4 k",no
"look on my works ye mighty and despair, a highly detailed cinematic oil painting by roger dean and alena aenami, crashed spaceship!!, dynamic lighting",no
an intricate very dark dimly lit monochromatic flat shaded 3d universe hallucination on ketamine or dxm,no
"hyperrealism close - up mythological portrait of a medieval woman's shattered face partially made of ivory flowers in style of classicism, pale skin, wearing black dress, dark and dull palette",no
"portrait of ethel muggs, intricate, elegant, glowing lights, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars ravelo and greg rutkowski",no
“a realistic detailed photo of a American college wrestler called Daton Fix from Oklahoma State University”,no
