prompt,references_past
"girl's face behind a transparent glass of water, 4 k photo with sony alpha a 7 by unknown photographer.",no
Highly Detailed digital illustration about the beauty of nature in a desertpunk world where all animals have been replaced by mechanical beasts. Trending on Artstation,no
andy warhol pop art travis scott gold chain detailed cell shaded,no
a kangaroo and leopard hybrid,no
"photographic portrait of a techwear woman holding a shotgun, holding shotgun down, closeup, on the rooftop of a futuristic city at night, sigma 85mm f/1.4, 4k, depth of field, high resolution, full color, award winning photography, inspired by Kill Bill, inspired by John Wick, inspired by Die Hard, movies with guns, movie firearms",no
"very very very cute snow leopard, portrait, pixar style, winter forest background, cinematic lighting, award winning creature portrait photography",no
"A Dark Elf Dunmer wearing Daedric armor and a cowl with glowing red eyes walks in the rain through the Morrowind wetlands, Hyper realism, glow, runes, magic, morrowind, Skywind, Oblivion, Skyrim, dark, gloomy, House Telvanni, grass, trees, swamp, divayth fyr, pointy ears, high cheekbones, portrait, concept art, 4k, macro detail, stride, stance, pose, shadow, mushroom trees, cosplay, 4k morrowind concept art",no
"mix of beautiful young maria shriver, mariel hemmingway, brooke shields, nicole kidman and elle macpherson as a vampire showing vampire teeth, ready to bite, thin lips, hair tied up in a pony tail, dark blonde hair, colorful, deviantart, artstation, cgsociety",no
holographic panini trading card of rei ayanami,no
"full body portrait of the dictator of the los angeles lakers, 1 9 5 5, in full military garb, oil on canvas by william sidney mount, trending on artstation",no
"futuristic robot babies with rgb ambient lighting eye implants. the robots wears spacesuits, and explores the cosmos on rocket space jet skis. science fiction blockbuster movie teen nebulous or my robot ate my homework, dramatic lighting, mandalorian, rougue one, shrek",no
"harry potter at a tardis console, highly detailed, artstation, concept art, smooth, sharp focus, illustration, perfect face, art by michael kutsche, jules bastien - lepage, jean - joseph benjamin - constant, greg rutkowski",no
"junji ito style portrait of zombie teenage jughead jones wearing a light grey crown, zombie, crown, rotting skin, blind eyes, white eyes, crown, black hair, intricate, highly detailed, illustration, art by junji ito",no
"an old castle on a seaside cliff coloring book, line art, simple, low detail, vector graphic,",no
"a 3 d render of the head of david marble statue, in the style of michelangelo",no
"a beautiful classy partying couple, dimly lit upscale 1920s speakeasy, relaxed pose, art deco, detailed painterly digital art style by Marianne North, retro vibe, 🍸, 8k octane beautifully detailed render, post-processing, extremely hyperdetailed, intricate, epic composition, grim yet sparkling atmosphere, cinematic lighting + masterpiece, trending on artstation, very detailed, vibrant colors, Art Nouveau, masterpiece, romanticism",no
"A colored colorized real photograph of old elderly John Lennon as an old man in his eighties with short gray hair in the 2010s, Old elderly John Lennon with short gray hair, taken in the early 2020s, taken on a 2010s Camera, realistic, hyperrealistic, very realistic, very very realistic, highly detailed, very detailed, extremely detailed, detailed, digital art, trending on artstation, headshot and bodyshot, detailed face, very detailed face, very detailed face, real, real world, in real life, realism, HD Quality, 8k resolution, intricate details, colorized photograph, colorized photo, John Lennon as an old man with short gray hair, old, old man",yes
"a portrait of a lernaean hydra with human heads and psychedelic arms on an acid trip in a multicoloured rainbow in the cosmos, flat design, screen print by Kawase Hasui and alex grey, 8k unreal engine",no
"back view of a dog watching the sun sitting on the hill, hyperdetailed, artstation, cgsociety, 8 k",no
"a car JZX100 twin turbo drift at illegal car meet, Shibuya prefecture, city midnight mist lights, cinematic lighting, photorealistic, highly detailed wheels, high detail",no
"“ portrait of master chief by zhaoming wu, nick alm, bernie fuchs, hollis dunlap, gregory manchess ”",no
porsche 911 entering a stargate. photorealistic 4k,no
"hyperrealism close - up mythological portrait of a medieval woman's shattered face partially made of coral color flowers in style of classicism, pale skin, wearing silver dress, dark and dull palette",no
"Wanda maximoff in hell, sexy look at the camera, cinematic, 8k resolution, hyper detailed",no
"spiderman, kneeling, praying, head lowered, portrait, oil, painting",no
"futuristic floating markets of singapore river along boat quay turquoise and pink river during sakura tree season on thermal waters flowing down white travertine terraces during interstellar aurora borealis, gold waterfalls, vendors, festivals, fun, by peter mohrbacher, james jean, james gilleard, greg rutkowski, vincent di fate, rule of thirds, octane render, beautiful landscape",no
"Film still of Bilbo Baggins, from Red Dead Redemption 2 (2018 video game)",no
"epic alien jungle by zdzisław beksinski, greg rutkowski inside a giant futuristic factory by zaha hadid",no
"An extremely psychedelic portrait, surreal, LSD, face, detailed, intricate, elegant, lithe, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by Krenz Cushart and Artem Demura and alphonse mucha",no
"lizardman, gray scales, anime, hd,",no
Joe Biden breaking down door with axe in the movie the Shining,no
"an origami a palm tree by akira yoshizawa, realistic, very detailed, complex, intricate, studio lighting, bokeh, sigma 5 0 mm f 1. 4",no
harry potter as harry potter in game of thrones,no
"highly detailed ornate filigreed convoluted ornamented elaborate plastic medical equipment, blinking lights",no
