prompt,references_past
"beautiful colorful hyperrealist highly detailed psychedelic music poster'ladies and gentleman the electric owls live at the fillmore ', psychedelic art nouveau, beautiful high contrast colored wood engraving, moebius comic style, shocking detail trending on artstation 8 k",no
"highly detailed portrait of a sewer punk african american lady, tartan hoody, white afro hair by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, gradient cyan, brown, blonde cream and white color scheme, grunge aesthetic!!! ( ( graffiti tag wall background ) )",no
"a closeup portrait of a woman wrapped in chains, dragging a pile of chains, in a forest, by Omar Z. Robles, CANON Eos C300, ƒ1.8, 35mm, 8K, medium-format print",no
"sci-fi 3d car and wall structure car, in the coronation of napoleon painting, and digital billboard in the middle. octane render pinterest, keyshot product render, water reflections gloss shiny in luquid",no
"The grinch , sticking his middle fingers up",no
"a still from howl's moving castle of hobbiton, studio ghibli",no
"low angle shot of a space port at night, film noir set design by Kabuki, in the style of Ed Wood, shot on film, grainy, hyperrealistic",no
tommy wiseau making a movie underwater,no
"Chris Farley eating massive hamburgers, extra onions and ketchup, luscious patty with sesame seeds, feminine ethereal, delicate fingers, subsurface scattering skin, handsome, D&D, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Thomas-Montacellinio",no
"a little girl is doing a science experiment. clean cel shaded vector art. minimalist illustration art by lois van baarle, artgerm, helen huang by makoto shinkai and ilya kuvshinov, rossdraws",no
"a beautiful hyperdetailed portrait render of a little girl princess in a rose flower covered lolita dress with delicate features, finely detailed eyes in her beautiful bedroom with a rocking horse with atmospheric lighing, artgerm, makoto shinkai, raphael lacoste",no
"a beautiful barmaid, dimly lit cozy tavern, relaxed pose, fantasy, intricate, elegant, dramatic lighting, emotionally evoking symbolic metaphor, highly detailed, lifelike, photorealistic, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by John Collier and Albert Aublet and Krenz Cushart and Artem Demura and Alphonse Mucha, epic composition, grim yet sparkling atmosphere, dim volumetric lighting, 8k octane beautifully detailed render, post-processing, extremely hyperdetailed, cinematic lighting + masterpiece, trending on artstation",no
"motorcycle lego set, global illumination, photorealistic",no
"lucille ball watching i love lucy on television, black and white",no
A couch made out of bread,no
"a close - up of an nvidia gpu preserved in a jar of olive oil, foggy, sun rays, cinematic shot, photo still from movie by denis villeneuve, wayne barlowe",no
"4 k headshot portrait of a psychedelic demonic anthropomorphic bunny rabbit smoking a hand - rolled cigarette smoking heavily, magic mushroom village in background. award winning. superb resolution. in the art style of junji ito and greg rutkowski. detailed mushroom city in background. hyper realistic anime. perfect art. dalle 2",no
ginger haired man bathing in a large bowl of white rice,no
"classic oil painting, side view of a medieval wizard using a gaming computer, as a dnd character, inside a dusty lab, blue nighttime, cottagecore, long wavy beard, research supplies, extremely detailed, digital illustration, concept art, readability, smooth, sharp focus, art by brothers hildebrandt, and paul bonner ",no
"robot doctor, cyberpunk, neon, red cross, multiple arms, full body, detailed,dan mumford, artstation",no
"cute female smurf with blue skin, perfect face, red sundress, blonde hair, cinematic, stunning, elegant, highly detailed, psychedelic, digital painting, artstation, smooth, hard focus, illustration, art by jessica rossier and and brian froud",no
full body illustration of a from a barracuda,no
Kakyoin,no
Donald Fagen on the cover of Vogue,no
"Giant Italian modern castle living room, clean minimalist design, that is 2000 feet tall, with very tall giant walls filled with modern art paintings, doors that are cosmic portals, photo by Annie Leibovitz",no
realistic fluffy cute dreamy tardigrade,no
Painting of Emma Watson as Hermione Granger. Art by william adolphe bouguereau. During golden hour. Extremely detailed. Beautiful. 4K. Award winning.,no
"a photo of Bill Gates with insects running all over his face, Bill Gates is in love with them",no
"studio portrait of girl that looks excactly like lisa simpson, lookalike, spitting image, as if lisa simpson came to life, soft light, black background, fine details, close - up, award winning photo by morten krogvold",no
"japanese geisha android portrait in the style of ash thorp, beautiful, cinematic lighting, octane renderer, unreal engine 5",no
a bowl with jewellery in it,no
"elegant, cute girl portrait with open chest white ancient clothes by alphonse mucha, and octane render",no
Andy samberg as a funko pop,no
an ominous dark ancient mask. hyper - detailed. gothic baroque. symmetric. epic. unreal render.,no
"metabots medabots medarotto medarot robot minimalist comics helmet mask neon cybereye, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination ray tracing hdr radiating a glowing aura",no
"a color photograph, closeup portrait of a woman wrapped in plastic, holding a unicorn skull, in a foggy redwood forest, color photograph, by vincent desiderio, canon eos c 3 0 0, ƒ 1. 8, 3 5 mm, 8 k, medium - format print",no
Liminal space in outer space (((Googie Kitsch aesthetic colorful isometric with neon lights))) Pop-up book!!!!,no
"early color photo of a little monster hiding under the bed in an old soviet room by Ayami Kojima, Amano, Karol Bak, Greg Hildebrandt, and Mark Brooks, Neo-Gothic, gothic, rich deep colors. Beksinski painting, part by Adrian Ghenie and Gerhard Richter. art by Takato Yamamoto. masterpiece. ultra details, high quality, high resolution .",no
"spaghetti growing underwater like seaweed, canon 5 0 mm, in the style jacques cousteau, kodachrome",no
"previously unseen leaked ww1 photographs of kirby on the battlefield, soldier kirby photo restoration ww1 era photograph, soldier kirby in ww1 field",yes
"A lizard person shaking hands with a religious icon, concept art",no
"a close - up of tattooed beautiful female warrior wearing a magical emerald leotard in a magical forest, hyper realistic face, green eyes, fantasy art, in the style of greg rutkowski, illustration, epic, fantasy, intricate, hyper detailed, artstation, concept art, smooth, sharp focus, vibrant",no
"high priestess of the wind, beauty portrait, chocolate. ornate, intricate background, fantasy art by ilya kuvshinov, greg rutkowski, craig mullins, ruan jia, thomas kinkade, victo ngai. unreal engine, blender, octane, ray tracing. sharp focus, masterpiece, post processing, deviantart",no
"anime key visual of leonardo davinci consorting with demons, style of jamie wyeth james gilleard edward hopper greg rutkowski acrylic painting, preserved museum piece, historical",no
"Portrait of Aerith Gainsborough by Greg Rutkowski. She is hiding from a Shinra robot in the Reactor Core by Mark Arian. It is dark and stark and industrial by H.R. Giger. soft render, octane, highly detailed painting by Moebius. artstation Blank Canvas Scene by Tetsuya Nomura.",no
"halloween witch woman in a hat smiles, fantasy magic, undercut hairstyle, dark light night, intricate, elegant, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by wlop and artgerm and greg rutkowski and alphonse mucha, masterpiece",no
"a promo portrait of mikel arteta holding a plate of bratwursts with mustard and ketchup up to the camera, happy,",no
"Giant hyper-realistic floating eye in the clouds looking down over the pyramids in the style of Mark Riddick and Rob Gonsalves, award winning album cover artwork, psychedelic, UHD, 8K High Definition, grain, gradient, noise",no
"symmetry!! portrait of elle fanning in metal gear solid and death stranding, horror, fashion, dark!! intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and frank frazetta and peter paul rubens",no
"high quality 3 d render very cute fluffy cyborg!! cat plays trumpet, cyberpunk highly detailed, unreal engine cinematic smooth, in the style of blade runner & detective pikachu, hannah yata charlie immer, moody light, low angle, uhd 8 k, sharp focus",no
