prompt,references_past
"closeup portrait of an mage, cloth, blue hour, dungeons and dragons character, dramatic lighting, female warrior, brown hair, celtic braid, castle background, gorgeous view, realistic, high detail, digital art, painted by greg rutkowski, painted by jeremy mann, painted by alphonse mucha, trending on artstation",no
"giant daisy flower as face, girl walking in forest, surreal photography, dark night, stars, moon light, impressionist painting, clouds, digital painting, artstation, simon stalenhag",no
a intricately detailed cyberpunk painting of a young curly-haired persian guy cognitive Scientist wearing round glasses in a dreamy cityscape by Masamune Shirow and Moebius,no
"fantasy landscape, highly detailed, digital art, artstation, concept art, smooth, sharp focus, illustration, art by rossdraws and greg rutkowski, 8 k",no
"a party of four adventurers, consisting of a orc rogue, a goblin wizard, an elf bard, and a human cleric celebrating their successful mission at a small medieval tavern, joyous, celebration, oil painting, 4 k w 1 0 8 8",no
"a cabin on a hill, snowstorm, winter, by alex andreev, landscape, high contrast, digital, complementary colors",no
beautiful pencil drawing of little mermaid portrait from disney by alex ross,no
"epic mask helmet robot ninja portrait stylized as fornite style game design fanart by concept artist gervasio canda, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination radiating a glowing aura global illumination ray tracing hdr render in unreal engine 5",no
"jerma 9 8 5, professional photography, headshot, close up, realistic, studio lighting",no
"fashion editorial portrait by Salvador Dali, highly detailed, 8k",no
"mart deco illustration of a noble white cat, poster",no
"A gorgeous detailed oil of a dark red sea covered in big blue steep rocks, a school of piranhas underwater, the further away the mistier it gets, surreal, concept art, dark aesthetic, atmospheric, moody, hyperrealism, highly detailed, masterpiece, award winning, 4k",no
Buenos Aires in a GTA V style,no
michael stipe renaissance painting,no
"eerie atmospheric otherworldly planet by gerald brom and glenn barr, epic cinematic matte painting",no
"an extremely and intricately detailed borg cube, warping in from deep space",no
"movie scene of a man standing in front of a multiverse machine, movie still, cinematic composition, cinematic light, by David Lynch",no
"a rat with steampunk googles, with Unreal Engine",no
"hyper - realistic portrait of a vintage robot, gta v cover art, celshading, sharp focus, intricate, detailed, by rhads, andreas rocha, makoto shinkai, lois van baarle, ilya kuvshinov and greg rutkowski, by greg rutkowski, dynamic lighting, sharp focus, grunge aesthetic, 4 k",no
"elegant vampire on dark horse, flames, thunder, barovian, medieval",no
"epic mural of grizzly bear skeletons dancing, rainbow tubing, hieronymus bosch, victor moscoso, owsley, r crumb, clean outlines, shusei nagaoka, kaws, james jean, octane render",no
"anime style, modern warfare, panoramic view of 1 girl under artillery fire, trench and sandbags in background, soldier clothing, long hair, hair down, symmetrical facial features, from arknights, wallpaper, trending pixiv, safebooru, volumetric lighting, by alphonse mucha, greg rutkowski, sharp focus, backlit",no
"a portrait of henry kissinger, hyper realistic, octane render, masterpiece portrait painting. dark, moody, black oil drips from his mouth and eyes, abstract brush strokes, inner glow.",no
"portrait of a dark tabby cat with green eyes, intricate, elegant, highly detailed, smooth, sharp focus, illustration, art by gustav klimt",no
"a cute anime girl sitting on a cloud, digital painting, anime, portrait",no
"highly detailed surreal vfx portrait of a 3 d head made of stacks of recursive speakers forming a a giant speaker, polyphonic ecstacy, vibrant vibrations, pulse projections, sonic power, ornate, hyperrealistic, octane render, chiaroscuro, inspired by james jean, android jones, beeple, rhads, alphonse mucha, frostbite 3 engine",no
"tattoo design sketch of hot blonde super model as aphrodite greek goddess wearing a gold laurel wreath and triangle earrings, beautiful piercing gaze with sharp pupils, in the style of greg rutkowski, fantasy, amazing detail, epic, elegant, smooth, sharp focus, front view",no
"john cena wrestling with kamen rider, high resolution, vogue, intricate details, face features, body features, photorealistic, smooth, 4 k, aesthetic lighting, baroque object, sharp focus, hyperdetailed object, by : canon eos 5 d mark iv and sigma 7 0 - 2 0 0 mm f / 2. 8 dg os hsm sports",no
"a golden swordsman leans back as he dances elegantly in the wind, his robes and long hair flowing in the breeze, his enemies lying on the ground below, fantasy, Mucha, MTG, Game of Thrones, salsa dancing, Rossetti, Millais",no
hyper realistic trogdor the burnanator,no
"Symmetry!! portrait of a sith lord, warrior in sci-fi armour, tech wear, muscular!! sci-fi, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"A portrait of A female knight by greg rutkowski and alphonse mucha,In style of digital art illustration.Dark Fantasy.darksouls.hyper detailed,smooth, sharp focus,trending on artstation,4k",no
promotional screenshot of fallout videogame set on planet mars,no
"closeup portrait of a young vivian leigh as a cloaked medieval assassin, gritty, city background, dramatic light, gorgeous view, depth, high detail, digital art, painted by greg rutkowski, trending on artstation",no
"a highly detailed long shot photo of sensual female face portrait, futurism, rococo cyber neon lighting, detailed futuristic fibonacci jewelry, profile posing, hyper photorealistic, crispy quality, digital photography, trending in pinterest, cinematic, 4 k ultra hd, art by pascal blanche, art by greg rutkowski, art by artgerm,",no
"richard garriott, a nendoroid of richard garriott astronaut figurine, realistic face, detailed product photo",no
chick dressed as an inmate,no
"hyperdetailed cyber fun 70's poster painting in a color style of 70's black poster art of an a crazy pharmacist zombie holding a giant jar of pills, epic scale ultrawide angle, 3D rendered, Vray rendered, octane render, unreal engine",no
clouds in the style of House (1977),no
"“Sam, Clover and Alex from Totally Spies as real people, photograph”",no
"seamless high quality 4 k colourful texture of gemstones on yellow background, beautiful aged and rustic finish, blender design assets, 3 d, photo - realostic, high poly, 3 0 0 dpi, 8 k render, ue marketplace, unreal engine 5, volumetric lighting, realistic shadows,",no
"kvothe from name of the wind playing or restringing his lute, serenading the sunset, huntsman, medieval, green cape, fire red hair by Aleksi Briclot, illustrated in oil paints and charcol, award winning",no
"beautiful expressive oil painting portrait of ancient roman god emperor steve buscemi ascending wearing the civic crown, art by anders zorn, wonderful masterpiece by greg rutkowski, beautiful cinematic light, american romanticism by greg manchess, jessica rossier",no
"highly detailed portrait of a biker rabbit in gta v, stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment",no
"portrait of the personification of the moon, goddess of the tides. art by gaston bussiere.",no
"muscular sophie turner, cnn, afp",no
"close-up-photo BMW E36 turbo illegal night meet, work-wheels, Shibuya shibuya shibuya, roadside, cinematic color, photorealistic, deep dish wheels, highly detailed, custom headlights",no
Gadsden flag meme,no
"esoteric etching print of an alchemists laboratory, amphitheatrum sapientiae aeternae, 1 5 9 5",no
"fast viking ship sailing down a river, f / 2. 8, motion blur",no
