prompt,references_past
"a fullbody portrait of motoko kusanagi the major ghost in the shell : : stand alone complex, under repairs, maintenance : : by ilya kuvshinov, rossdraws, artgerm, sola digital arts, anti aliasing, raytracing : :",no
"giant evil cat destroys tokyo, poster",no
"detailed maximalist half-lenght portrait with unexpected elements. 8x HD mixed media 3D collage in the style of Caravaggio, hyperdetailed childbook illustration in vibrant pastel tones. colourful matte background no frame HD",no
"ancient technological plethora of fractal textures and fenigy iridescent metals, 8 k resolution digital art by johfra bosschart and michael whelan, trending on artstation futuristic summer pool",no
"colossal colorful MC Escher flower in the middle of post soviet constructivist cityscape, Stalinist architecture, ultradetailed, Intricate by Hayao Miyazaki and Josan Gonzalez and Giuseppe Arcimboldo and Wes Anderson and H.R. Giger",no
painting of chucky by jeremiah ketner and michal karcz | horror themed | creepy,no
"The skyline of Tokyo at sunset, photograph, high-resolution, hot on 500px",no
"Black Wolf, aviator sunglasses, synthwave style, portrait, artstation, detailed, award winning, furry, award winning,",no
"close - up portrait of a handsome sonic the hedgehog wearing sunglasses a scarf and a balaclava with intricate psychodelic patterns, by edgar maxence and caravaggio and michael whelan and delacroix style, artistic, intricate drawing, light brazen, realistic fantasy, extremely detailed and beautiful aesthetic face, establishing shot, 8 k resolution, dramatic lighting",no
"a detailed digital art of a bunny disguised as a shark in the style of junji ito and moebius and giger, rainbow color scheme, ornate, photosynthetic,8k,award winning art,",no
Prehistoric cave paintings made of berry paint on ancient cave walls at sunrise depicting deer hunting with minimalist characters.,no
Abraham Lincoln by Raphael.,no
"a baroque neoclassicist close - up painting of black people jumping out of picture frames. reflective detailed textures. glowing colorful fog, black background. highly detailed fantasy science fiction painting by moebius, norman rockwell, frank frazetta, and syd mead. rich colors, high contrast. artstation",no
"steve bannon, portrait, elegant, intricate, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by konstantin korovin and daniel f. gerhartz and john howe",no
jiofra paintings witches and monks telephoto lens blur,no
"“fire breathing dragon, made from matchsticks”",no
"portrait futuristic queen elizabeth ii steampunk half - cyborg, neon light rooftop, fantasy, intricate and very very beautiful and elegant, highly detailed, digital painting, artstation, concept art, smooth and sharp focus, illustration, art by tan zi and ayanamikodon and alphonse mucha and wlop",no
portrait of a beautiful Puerto Rican male model By Emmanuel Lubezki,no
"big game development team uncoordinated work in a chaos, top view rule of thirds golden ratio, fake detail, trending pixiv fanbox,, style of makoto shinkai studio ghibli genshin impact james gilleard greg rutkowski chiho aoshima",no
"two young edwardian women sit outside a cafe in paris at night, the moon is in the sky, the eiffel tower is visible in the background",no
"a man walking on clouds away from the camera above kyoto by takashi murakami, beeple and james jean, aya takano color style, 4 k, super detailed, modern, 4 k, symmetrical",no
film still of Megan Fox being held against a wall by a predator in the movie Alien.,no
"highly detailed painting of cute baby budgies cuddling up in a basket by william turner, thick brush strokes and visible paint layers, 4 k resolution, blue and white colour scheme",no
fat people visiting the eiffel tower,no
"horse running, high details, 8k, game character animation frames",no
"justin bieber as a robot, photograph",no
"Norman Rockwell painting of kangaroos wearing soccer uniforms, concept art, artstation, 4k",no
"a curved sword in the style of zdzisław beksinski, elegant, copper and emerald inlay, brilliant",no
a rabbit in the video game Far cry 5,no
minimalistic logo of brain on jar,no
"invisiblity, perfect hair",no
"a crossbreed between a dog and a human, by shaddy safadi, feng zhu, and john j. park, concept art!!!!!, concept!!!!! fantasy art, trending on artstation, zbrush, intricately defined, comprehensive art, complexly detailed, professional photography, 4 k, 8 k",no
A sphere made of sand levitating over a big puddle filled with glowing lava,no
"very cute angry greg and wirt, over the garden wall, disney pixar character concept artwork, 3 d concept, fortnite character, high detail iconic character for upcoming film, 8 k octane render",no
"natalie portman with indigo hair planting seeds in a winter wonderland, painting by leonardo da vinci",no
jack black riding a tiger,no
"IU Lee Ji-eun as a super villain, sexy, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by WLOP and Greg Rutkowski and James Jean, masterpiece, Refined, upscaled",no
"landscape image with various different alien animals, extremely detailed digital matte painting, clear skies, night, vibrant, stunning lighting.",no
"of an intricate murky clay swamp with strange cute friendly laughing creatures with huge eyes, long tongue, square teeth and funny face appearing from the mud, in the style of craola, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render",no
hypecube 3d-print,no
mazda miata drink choccy milk,no
"hyperrealistic and heavy detailed balenciaga runway show of bart simpson , Leica SL2 50mm, vivid color, high quality, high textured",no
"bill gates standing in front of a gigantic mountain of realistic syringes by junji ito and francis bacon, hunter s thompson feeling of grimdark, sharp focus, fiction, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5",no
"color head portrait of jessica alba crying as a zombie, 7 days to die zombie, gritty background, fine art, award winning, intricate, elegant, sharp focus, cinematic lighting, digital painting, 8 k concept art, art by michael hussar, art by brom, art by guweiz and z. w. gu, 8 k",no
"realistic a human hobo druid with an axe beak, fantasy book, high detail, 8 k, octane render painting, dark fantasy",no
"the golden age of American illustration archive gesture drawings color pen and ink and pencil sketch vehicle concept design game asset of sketches watercolor of a retro spaceship by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, and Sakimichan, tranding on artstation , assets, character design, tending on pinterest, trending on cgtalk, trending on concept art, trending on vehicle design",no
"a low poly isometric render of a moonlit kerala village in the style of monument valley, intricate, elegant, smooth shading, soft lighting, illustration, simple, solid shapes, by magali villeneuve, jeremy lipkin and michael garmash, rob rey and kentaro miura style, octane render, midsommar ",no
"tom hanks as a superhero, aesthetic hyperrealistic, futuristic, clean",no
"portrait shot of h. p. lovecraft, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, tomasz alen kopera, peter mohrbacher, donato giancola, joseph christian leyendecker, wlop, boris vallejo",no
"beautiful cyborg girl punching through a large reflective window, window reflections, reflective, mirror reflection, refractions on lens, full round face, biomechanical details, cyberpunk anime art, full body shot, lens flare, wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski",no
