prompt,references_past
"cyberpunk elite assault unit. portrait by stonehouse and mœbius and will eisner and gil elvgren and pixar. character design. realistic proportions. dystopian. cyberpunk 2 0 7 7 character art, blade runner 2 0 4 9 concept art. cel shading. attractive face. thick lines. hi def 4 k. the team. detailed interesting characters. realistic faces.",no
"concept art of scifi scientist by jama jurabaev, brush stroke, trending on artstation, upper half portrait, symmetry, headpiecehigh quality, extremely detailed ",no
"documents, papers and folders floating in the sky!!!! a nuclear blast on the horizon, beksinski, dariusz zawadzki, very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8 k",no
"surreal portrait of a man by Greg Rutkowski, symmetrical face, he is about 50 years old, short black hair with bangs, his features are a mix between French, Turkish and Russian, transformed into a kind of biomechanical transhuman god, blue glowing eyes, expression of epiphany and determination, cosmic void background, frightening, fascinating, highly detailed portrait, digital painting, book cover, artstation, concept art, smooth, sharp foccus ilustration, Artstation HQ",no
"a realistic human face by seb mckinnon, cgsociety, unreal engine",no
"George Lucas as Luke Skywalker, ambient lighting, 4k, anime key visual, lois van baarle, ilya kuvshinov, rossdraws, artstation",no
"willem dafoe as victor stone, full body concept, cyborg, borg, strogg, face of a man, terminator, flesh, quake strogg, doom demon, wolfenstein, monstrous, symmetry, symmetrical, concept art by ruan jia and greg rutkowski",no
"isometric jrpg snes video game, magical ancient misty forest map, in the style of chrono trigger and the legend of zelda, detailed hd screenshot",no
"an object render of an industrial sized 3 d printer futuristic, in a warehouse, by emmanuel shiu, trending on artstation, photorealistic, cryengine render 8 k uhd",no
"intense rave party in the woods behind a red barn, uhd, smoke, colorful, night, 8k, photo,",no
"hatsune miku v 4 in full growth, anime art, by ixima",no
"a girl reading book, hair flowing down, portrait photo, profile picture, hyperrealistic, concept art, orange sunglasses, day time, octane render, unreal engine 5, digital art, high quality, highly detailed, 8K, cute, defined face, elegant clothes, trending on DeviantArt",no
"european woman in a gown getting ready for a party, bloom flowers, modern, eclectic, illustration, by ramon casas",no
patron saint of museums by alfred stevens,no
"a massive musclebound dark male anthro horse wearing a leather kevlar outfit protecting a facility, equine, highly detailed, digital painting, artstation, sharp focus, game art, concept art, illustration, art by artgerm, greg rutkowski, wlop",no
"Jellyfish goddess painting by Dan Hillier, trending on artstation, artstationHD, artstationHQ, 4k, 8k",no
"42, fantasy artwork, award winning, very very very very very very very beautiful scenery, artstation",no
a model of a complex house made from old packaging,no
"a hyperdetailed strawberry and floating milk fluid poster, milk is floating in the sky fight with strawberries, top milk brands, 4 k hd wallpaper illustration, package cover, golden curve composition",no
spherical cat with wings attacks a parrot,no
"beautiful black blue yellow, complicated gold and blue flowers in baroque style headwears, dark fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, 3 d 8 k octane rendered, sharp focus, illustration, octane rendered, art by artgerm and alphonse mucha, leesha hannigan",no
"a photograph of rose quartz from steven universe, portrait photography, 8 5 mm, iso 4 0 0, focus mode, detailed portrait, gigantic tight pink ringlets, huge curly pink hair, bangs, plus size, extremely beautiful and ethereal, warm smile, magical, white dress, regal, gorgeous, kind features, beautiful woman, flattering photo, daylight",no
"Wide shot of a palace made out of diamonds, high quality, ultra-realism, realistic, 8k, hd,",no
"super cute water druid character concept, soft light, soft mood, realistic body features and face, illustration, painting oil on canvas by Elena Zhurikhina and Goro Fujita, octane render trending on artstation, 4k, 8k, HD",no
"an armored futuristic sci fi vehicle, overwatch skin",no
"dungeons and dragons, wizard on a motorcycle, concept art, players handbook, mechanic, schematic, illustration, stats",no
"a research conducts a laboratory study with mice, photograph, concept art, digital art",no
"two beds on a date in china, long shot, digital art, detailed, bokeh, depth of field, glows,",no
"a beautiful picture of a girl in lolita sleeps on the sea of flower, by greg rutkowski and thomas kinkade, trending on artstation",no
"Elle Fanning at the beach in the world of Edward Hopper, stormy weather, extremely detailed masterpiece, oil on canvas, low-key neon lighting, artstation, Blade Runner 2049, Roger Deakin’s cinematography, by J. C. Leyendecker and Peter Paul Rubens,",no
"portrait of sydney sweeney as a fantasy archer, greg rutkowski, artstation, 4 k, matte painting, concept art",no
"portrait victorian man with brown hair, by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, by ashley wood, dynamic lighting, gradient light blue, brown, blonde cream and white color scheme, grunge aesthetic",no
"a night rooftop scene, close up shot of a photorealistic gangster wearing a trench coat looking at the city below, unreal engine, hyper realism, realistic shading, realistic lighting",no
"joe biden is a terminator shooting a shotgun, cinematic, establishing shot, extremly high detail, photorealistic, cinematic lighting, artstation, style by James Gurney",no
"! a person walking up a set of stairs in the woods!, the journey of life, each stage is a step in a stairway, detailed, 4 k, octane, a detailed matte painting by huang ding, cgsociety, fantasy art, mystical, mist, warm tones",no
humans and ai robots interacting in the future,no
"hyper realistic mixed midea portrait of a beautiful mechanical steampunk gundam robot, stunning 3d render inspired art by P. Craig Russell and Barry Windsor-Smith, 8k octane beautifully detailed render, post-processing, fullbody, extremely hyperdetailed, intricate futuristic mechanic parts, ultra wide shot, epic composition, maya, blender, grim yet sparkling atmosphere, cinematic lighting + masterpiece, trending on artstation,",no
"a painting of a Japanese castle, with a garden as foreground, with mountains as background",no
"symmetry!! portrait of the nosferatu by sachin teng, organic, cables, matte painting, geometric shapes, hard edges! graffiti, street art",no
galadriel,no
"inside a very large room with many staircases, glass spheres, deep vibrant colors, insanely Intricate, exquisitely ornate, art by Maurits Cornelis Escher",no
"( ( ( ( ( hyperrealist distant portrait of liara t'soni on a blue planet where it rains colors. ) ) ) ) ) by donato giancola, science fiction, photorealistic, octane render, unreal engine, dynamic lighting, trending on artstation, poster, volumetric lighting, very detailed faces, 4 k, award winning",no
nan,no
"portrait of a monster, painting, wayne barlowe",no
a human face dissolving into a fractal geometry,no
"an artwork by. contemporary art. turner prize winner, venice biennale, hugo boss prize.",no
succubi demons guarding a fireman's pole that descends straight to hell,no
"ultra detailed female android deity, robot, cyborg, altar, futuristic gothic environment, ethereal flowerpunk, scifi, fantasy, cyberpunk, octane render, megalopolis, unreal engine, asymmetrical!!! intricate concept art, triadic color, art by artgerm and wlop and giger and greg rutkowski and alphonse mucha, 8 k",no
"cybernetic hop illustrated with twisting wires and dripping neon paint, dark fantasy grunge stylized illustration by dan mumford",no
"Portrait of a young muscular Russian olympic athlete man, orientalist, victor Nizovtsev, bouguereau",no
