prompt,references_past
walter white as an action figure,no
"17th century man of war in a storm, turbulent waves, lightning in the background, black tint, Carl Friedrich",no
“a manga medieval knight”,no
"Oil painting - She Eats of the Strangling Fruit and Her gossamer polyp blossoms bring iridescent fungal flowers whose spores black the foolish stars by Lucian Freud, and Mariusz Lewandowski, Abstract brush strokes, Masterpiece, Edward Hopper and James Gilleard, Zdzislaw Beksinski, Mark Ryden, Wolfgang Lettl highly detailed, hints of Yayoi Kasuma",no
"elegant chinese princess, purple eyes, anime style, award winning art",no
"azure viking warrior, regal, elegant, winter, snow, beautiful, stunning, hd, illustration, epic, d & d, fantasy, intricate, elegant, highly detailed, wide angle, digital painting, artstation, concept art, smooth, sharp focus, illustration, wallpaper, art by artgerm and greg rutkowski and alphonse mucha and jin xiaodi",no
"two kittens sleeping in a basket, happy, cute",no
"high above earth's atmosphere aliens on the control bridge inside their vessel in front of an impossibly large view port (very sleek sanitary) watch humans on earth eat donuts at quaint cafes. The aliens are very angry and like to dress in clothes in the style of 1980s miami vice, 8K, 4K, Octane, UE5, photorealistic, cinematic, highly detailed, highly stylized, concept art, matte painting",no
"a crazy goblin with a slingshot, wearing a grenade belt, by Greg Rutkowski",no
"transformer giga chad, acrilic paint, brush paint, heavenly atmosphere, paint, ultra detailed, beautiful image, resolution, artstation",no
"high quality high detail painting by lucian freud, hd, all of the knowledge of the world in kelsey grammer's brain, photorealistic lighting",no
old building in portugal,no
a giant skeleton walking swaggerly,no
"a drawing of a beautiful woman clothed in flowers and leaves standing in an enchanted forest, high fantasy, elegant, epic, detailed, intricate, pencil and watercolor, concept art, realistic detailed face, smooth, focus, rim light,",no
flume and former cover art future bassgirl unwrapped statue bust curls of hair petite lush body photography model water droplets on skin futuristic rock material style of Jonathan Zawada and Thisset colours,no
portrait of abbey lee by paul delaroche,no
"a anthro reptile warrior wearing cloak, dnd illustration by jeff easley and dan mumford, character concept trending on artstation",no
"spiderman holding baby wearing spiderman costumes, an film still",no
"guitar, magical area, classic guitar, blade runner, by greg rutkowski",no
"a beautiful artwork of a perfect set of waves!, lineart, rough charcoal sketch, blue colored highlights, golden sunset, dark waves",no
"subspace emissary, jungle groove!!!, future observatory, unreal engine, high contrast!!!, trending on artstation, ray - tracing, subsurface scattering, 4 k, high quality desktop wallpaper",no
"paint surrealist 🚗, ferdinand knab, high definition and detailed 4 k",no
"highly detailed portrait of elon musk, in no game no life, stephen bliss, 8 k, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment",no
"portrait of vin diesel and thomas the tank engine sharing spaghetti, an oil painting by ross tran and thomas kincade",no
easter island head smoking a blunt and wearing sunglasses,no
"portrait of entranced shaman with a spirit vision, in style of DMT, in style of Midjourney, insanely detailed and intricate, golden ratio, elegant, ornate, majestic, elite, ephemeral, haunting, matte painting, cinematic, cgsociety, James jean, Noah Bradley, Darius Zawadzki, vivid and vibrant",no
"high quality matte painting, grim fantasy witchy art, a woodland knight made of wood holding a giant club, in a dark forest, digital art, high quality render, artstation, 8 k, photograph quality, ultrahd, in the style of dungeons and dragons",no
"silvio santos, a still of an horror movie",no
"female demon by Felix englund, full body, detailed, 8k, dark, trending on artstation, felix englund style, high resolution, Rutkowski , Sung Choi , Mitchell Mohrhauser, Maciej Kuciara, Johnson Ting, Maxim Verehin, Peter Konig, Bloodborne, 8k photorealistic, cinematic lighting, HD, high details, dramatic, atmospheric, elegant, facing front, from front",no
"cyberpunk police robot fantasy, art gta 5 cover, official fanart behance hd artstation by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, ossdraws",no
"elderly woman screaming at a sausage, canon eos r 3, f / 1. 4, iso 2 0 0, 1 / 1 6 0 s, 8 k, raw, unedited, symmetrical balance, wide angle",no
"Cthlulu lovecraftian eldritch glamour shot, lace veil, high fashion modeling, glossy magazine photoshoot, tentacles, glow galaxy background,",no
"old wetplate daguerreotype portrait of lady justice, explosion of data fragments, fractal, intricate, elegant, highly detailed, parallax, leica, medium format, subsurface scattering, portrait, elegant, highly detailed, matte painting, by stanley spencer",no
"the last thing a hiker took a selfie with before she disappeared, horror, scary, creepy, uhd, 8 k, photo,",no
"Hellevoetsluis lighthouse and harbor, soft, light, bright, epic, awesome,digital art, by Simon baek and Greg rutkowski",no
"1 9 6 0 s movie still close - up of chrysippus of solis breaking his jaw in red drapery in a neoclassical marble room, cinestill 8 0 0 t 3 5 mm b & w, high quality, heavy grain, high detail, dramatic light, anamorphic, detailed beard, by josef sudek",no
"An astronaut, wearing an illuminated bikini, sci-fi movie art",no
"photograph of utra ambient atmospheric marble sculpture of joe biden face, octane render, volumetric lighting, award - winning, perfection, ambitious, featured on artstation, by greg rutkowski, ambient occlusion, hyper - realism, 4 k hd, qled,",no
"ultra realistic illustration, bella thorne as starfire wearing crop top anime, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and wlop",no
"terrible clay sculpture, professional lighting, 4 k, detailed",no
"an octopus transcending itself, dramatic lighting, underwater",no
"Greg Manchess portrait painting o Vincent Valentine from FFVII as Overwatch character, medium shot, asymmetrical, profile picture, Organic Painting, sunny day, Matte Painting, bold shapes, hard edges, street art, trending on artstation, by Huang Guangjian and Gil Elvgren and Sachin Teng",no
justin bieber vs conor mcgregor,no
nan,no
"exterior of scifi temple, machines, architecture, cult of artificial intelligence, ultra realistic, gaming computers, highly detailed, atmosphere, masterpiece, concept art, glowing wires, transparent objects, cyberpunk, highlighted, 4 k, cinematic, art by patryk olkiewicz and chris ostrowski and liang yao",no
"junky women posing, cybertronic gadgets and vr helmet, flesh + technology, durty colours, mid shot, rotten textures, rusty shapes, biotechnology, norman rockwell, tim hildebrandt, dariusz zawadzki, bruce pennington, larry elmore, oil on canvas, deep depth field, masterpiece, cinematic composition, hyper - detailed, hd, hdr",no
"laughing beautiful woman by woodblock print, nicolas delort, moebius, victo ngai, josan gonzalez, kilian eng",no
"symmetry, white marble, white marble bas relief sculpture, white pottery with gold kintsugi, feminine shapes, crabs, spiders, scorpions, tarantulas, stunning, highly detailed, intricately detailed, art nuevo, octane, 8 k, hdr, art by hr geiger and ridley scott and alphonse mucha, trending on artstation",no
"fine art portrait oil painting of a beautiful woman with long hair wearing a plastic garbage bag for clothes with garbage flying into her face, perspective, ultra detailed, elegant, intricate, dynamic lighting, hyperrealism, sharp focus, art by peter mohrbacher and stefan kostic and andrei riabovitchev",no
"god's workshop, detailed, potions, scrolls, arcane books, different organs of the human body, mechanisms for building bionic robots, james gilleard, atey ghailan, makoto shinkai, goro fujita, studio ghibli, rim light, exquisite lighting, clear focus, very consistent, plain background, soft painting",no
