prompt,references_past
"portrait of a mecha astronaut alone on a distant planet with spaceship destroyed, octane render, trending on artstation, hyperrealistic, character photography",no
"A portrait of a wizard who is a giant crab wizard, 4k, fantasy, D&D, traditional art, highly detailed, full body shot, shallow depth of field, bokeh, professional lighting",no
2 bears at a picnic table,no
"a painting of three managers riding unicorns, a storybook illustration by Lisa Frank, featured on pixiv, magical realism, irridescent, storybook",no
"serene deva of the golden blood mythos beloved (dreamy) gnostic fog, award winning oil painting, chromatic aberration sharp colors",no
"hyper detailed 3d render like a Oil painting - kawaii portrait of two Aurora (a beautiful skeksis muppet fae princess protective playful from dark crystal that looks like Anya Taylor-Joy) seen red carpet photoshoot in UVIVF posing in scaly dress to Eat of the Strangling network of yellowcake aerochrome and milky Fruit and His delicate Hands hold of gossamer polyp blossoms bring iridescent fungal flowers whose spores black the foolish stars by Jacek Yerka, Ilya Kuvshinov, Mariusz Lewandowski, Houdini algorithmic generative render, Abstract brush strokes, Masterpiece, Edward Hopper and James Gilleard, Zdzislaw Beksinski, Mark Ryden, Wolfgang Lettl, hints of Yayoi Kasuma and Dr. Seuss, octane render, 8k",no
"a portrait of anguish, intricate, elegant, highly detailed, digital painting, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau",no
"Minimalist simple utopia 2030, peaceful, magazine photo for Robotic Utopia weekly",no
"huge hourglass floating above postapocalyptic wasteland in the style of jaroslaw jasnikowski, overcast, dramatic lighting, epic, photorealistic, alexander mikhalchuk, jaroslaw jasnikowski, dariusz zawadzki, h. r. giger, trending on artstation",no
"Award winning photograph of a British Cup of tea with a bowler hat on top, cantered composition, realistic, highly detailed, trending artstation, 8k, food photography",no
exploded view of a rotifer weedwacker,no
"fine art photo of the beauty gal gadot, she is posing while maintain a sweet eye contact to the camera, she has a crown of flowers, the photo was taken at sunrise with a bokeh effect, by steve mccurry, photorealistic, matte painting, hyper realistic, 4 k, 8 k, cinematic composition, hd, highly detailed, trending on artstation",no
"jane austen black hair, painting by rossetti bouguereau, detailed art, artstation",no
a renaissance portrait painting of soulja boy by giovanni bellini,no
beautiful,no
