prompt,references_past
"matte painting, by yoshitaka amano, by ruan jia, by conrad roset, by good smile company, detailed anime 3d render of a female jester goddess, portrait, cgsociety, artstation, quirky modular costume and grand headpiece in the style of fischer price, surreal mystical atmosphere",no
"render as a very beautiful 3d anime girl, long braided red hair, hazel eyes, full round face, short smile, cinematic lightning, medium shot, mid-shot, highly detailed, trending on Artstation, Unreal Engine 4k, cinematic wallpaper",no
a pokemon that resembles a table. cartoon.,no
silk screen poster of angry kittens in style of frank kozic,no
"Award winning Editorial photograph of Early-medieval Scandinavian Folk monster with incredible hair and beautiful hyper-detailed eyes in a lightning storm by Lee Jeffries, 85mm ND 4, perfect lighting, gelatin silver process",no
"portrait of a skinny goth punk keany reeves wearing armor by simon bisley, john blance, frank frazetta, fantasy, sorceror thief warrior",no
"a digital portrait of a 51 year old with black hair,hazel green eyes, drawn in the style of mark Arian",no
"head and shoulders portrait of a rakshasa, d & d, fantasy, greg rutkowski, frank frazetta, alexandre chaudret, boris vallejo, michael whelan, miro petrov, hr giger, magali villeneuve, donato giancola",no
"galaxy collapse, oil on canvas",no
"1 9 7 0 s movie still of socrates in red drapery in a light - blue neoclassical corridor with collums, cinestill 8 0 0 t 3 5 mm, high quality, heavy grain, high detail, panoramic, ultra wide lens, cinematic light, dramatic light, anamorphic",no
"her eyes wide by zdzisław beksiński, jeffrey smith and h.r. giger, oil on canvas, XF IQ4, f/1.4, ISO 200, 1/160s, 8K, RAW, unedited, symmetrical balance, in-frame",no
"A little beautiful girl with flowers in her hand, Anderson, Sophie",no
Lofi BioPunk portrait batman Pixar style by Tristan Eaton Stanley Artgerm and Tom Bagshaw,no
"gay couple holding hands in the titanic, historical photograph, black and white",no
"Person with gloves fighting a penguin with gloves in an Arena, very realistic, 4k, high octane render",no
"a cute fluffy rabbit standing in a pool of water and holding a knife makes slicing motions through the air. Alebrijes Aesthetic, lowbrow, pop surrealism art style, contemporary art illustration, Toon Render Keyshot, intricate, chinese caligraphic ink on rice paper, 8K detail post-processing, rob israelart anatomical study, ",no
a golden retriever with the head of tom cruise wearing a suit,no
"oil painting of Angry Anthropomorphized Pickle Berserker, wearing fur armor, claws, sharp focus, attack pose, fantasy style, octane render, volumetric lighting, 8k high definition, by greg rutkowski, highly detailed, trending on art Station, magic the gathering artwork, burning Battlefield background, centered",no
"fanciful city filled with curvy buildings, by dr seuss, the lorax,, arches, platforms, towers, bridges, stairs, colorful kids book illustration, oh the places you'll go",no
"orangutan as giga chad, 4 k, high resolution, illustration, badass",no
