prompt,references_past
"yoshitaka amano blurred and dreamy illustration of an anime girl with wavy white hair fluttering in the wind and cracks on her face wearing elden ring armour with the cape, abstract black and white patterns on the background, noisy film grain effect, highly detailed, renaissance oil painting, weird portrait angle",no
"Brutalist Shiro in Eden at Dawn amazing cinematic concept painting, by Jessica Rossier , Gleaming White, overlooking a valley, Himeji Rivendell Garden of Eden, wildflowers and grasses, terraced orchards and ponds, lush fertile fecund, fruit trees, birds in flight, animals wildlife",no
anime wacraft,no
"perfume bottle standing in white enchanted garden of pink flowers, roses in an ivory room well contoured smooth fair walls, up close shot, sharp focus, global illumination, radiant light, surral photography, octane highly render, 4 k, ultra hd,",no
"a detailed realistic painting of bobby hill from king of the hill by rembrandt, in the style of rembrandt, photorealistic, vibrant colors, studio lighting, volumetric lighting, micro details",no
"futuristic balenciaga and vetements sneakers in giger style on gradient background, colorful, ultra rendered extreme realism and detail, 8 k, highly detailed, realistic, pbr, photorealistic",no
"Macro photography, a tiny man riding an ant",no
bauhaus architecture photography by david yarrow,no
"lush american broadleaf deciduous forest, against light, glare, bright details, contrasting, daylight, highly detailed, by dieter rams 1 9 9 0, national geographic magazine, reportage photo, natural colors",no
"A portrait of Josh Brolin, sith, star wars art, art by greg rutkowski, matte painting, trending on artstation",no
"fisher price couch, perfect focus, psychedelic trippy couch in space, planets, milky way, sofa scene from tv show hyper detailed 5 5 mm 8 5 mm, toy photography, made out of plastic",no
"a dreamlike portrait of wedding photograph close up moment of a divine a taiwan sun god and moon goddess lovers magician at a wedding banquet. portraiture. digital painting. artstation. concept art. fantasy wedding photo. digital painting, 8 k realistic, hyper detailed, by makoto shinkai and akihiko yoshida and hidari and wlop",no
"jennifer connely photograph by ridley scott, sexy black shorts, wearing black boots, wearing a cropped top, 4 k quality, blade runner, highly detailed, movie still, intense, cyberpunk, hq",no
"torso closeup model wearing exploding ice electricity dress, sorcerer, diamonds, angel, fantasy, dramatic lighting, highly detailed, digital painting, holding electricity, magic the gathering, hyper detailed, 3 d render, hyper realistic detailed portrait, peter mohrbacher, wlop, ruan jia",no
"a beautiful painting of a rural post office ， satches of farmland and short mountains, chinese style, early morning ， by greg rutkowski and thomas kinkade, trending on artstation",no
nan,no
"soulknife dnd, ultra detailed fantasy, elden ring, realistic, dnd character portrait, full body, dnd, rpg, lotr game design fanart by concept art, behance hd, artstation, deviantart, global illumination radiating a glowing aura global illumination ray tracing hdr render in unreal engine 5",no
"chubby giant monster bones in the countryside with sunflower in the foreground, intricate oil painting, high detail illustration, sharp high detail, manga and anime 1 9 9 9, official fanart behance hd artstation by jesper ejsing and makoto shinkai, 4 k,",no
"An extremely psychedelic portrait, surreal, LSD, face, detailed, intricate, elegant, lithe, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by Jason Edmiston",no
an optical illusion painting of Walter white amidst a painting of trees water and sky,no
"teacher as rotting zombie in school, full body portrait, chaotic classroom with desks and chairs and chalkboard, horror core, apocalyptic, sharp focus, fiction, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style and nixeu and wlop and krenz cushart",no
"A mixed media painting of a giant duck putting humans on an assembly line in a factory, by Frank Frazetta, Greg Rutkowski, Beeple, post-processing, low angle, masterpiece, cinematic, isometric, volumetric lighting",no
"Artwork by James Jean, Phil noto and hiyao Miyazaki; a young Japanese future samurai police girl named Yoshimi battles an enormous looming evil natured carnivorous pink robot on the streets of Tokyo; Japanese shops and neon signage; crowds of people running; Art work by studio ghibli, Phil noto and James Jean",no
"exotic futuristic sportscar race designed by lotus pininfarina and vw design, circa 9, 0 0 0, sunset background, hdr, photorealistic, volumetric lighting, 8 k, bokeh",no
san francisco mission dolores park wasteland after nuclear exchange,no
