prompt,references_past
"portrait of a female art student falling asleep, scientific research, crashcart, x - ray, sensual, blossom, squashed berries dripping, octopus, candlelight, neo - impressionist, surrealism, acrylic and spray paint and oilstick on canvas",no
a highly detailed portrait of a beautiful ancient alien matrix woman goddess bella hadid in iris van herpen dress in diamonds and fractals in style of alphonse mucha art nuvo dmt trending on artstation made in unreal engine 4,no
"kenose black metal album cover, digital art, dark palette pokemon sword and shield atmosphere by marby kwong, ( ( ( ( ( ( ( makoto shinkai raphael lacoste martin deschambault finnian macmanus artstationhq iamag",no
"a painting of Gengar relaxing by alex grey, flooko, vibrant, detailed, ethereal,",no
"Marvel comic book character Bible man, character reference sheet,",no
peter griffin meets stan smith,no
"an opulent banquet of food covered with glowing crabs, there are glowing slime molds on the walls, reclaimed lumber, detailed and intricate environment, hyperrealism, food photography, rembrandt",no
"full color still, hollywood rap battle war film, miami coastline, kodacolor",no
"portrait of disney hatsune miku!!!!!!!!!!, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and uang guangjian and gil elvgren and sachin teng and wlop, symmetry!!",no
"Fila made a car, futureistic, sci-fi natural light, Cinematic level shot, dynamic pose, award winning photograph, photorealism, beautiful lighting, sharp, details, hyper-detailed, HD, HDR, 4K, 8K",no
evil entity from dmt realm,no
"ominous and powerful glowing mushroom kingdom, dark fantasy, Greg Rutkowski and Studio Ghibli and Ivan Shishkin",no
"a futuristic black steam train and a giant mammoth, post - apocalyptic ice landscape with heavy snow, concept art, artstation, highly detailed, digital art",no
a photo of jair bolsonaro,no
"detailed blueprint for a 3bd 2ba house, 1959, architectural plan",no
MidJourney as a character in Street Fighter 2 Alpha,no
photorealistic highly detailed japanese ancient art style painting of giant octopus sinking a ww2 battleship clutching in tentacles,no
"landscape, a realistic portrait and realism, a humanoid lizard walking in 1 9 3 0 s clothes, fine art, sharp focus, ten flats, digital art, bright colors, trending on artstation, unreal engine.",no
"shrunk by her powers and trapped beneath overwhelming stunningly absurdly beautiful megalomaniacal ruthless merciless sadistic devious omnipotent asi goddess junko enoshima with symmetrical perfect face, porcelain skin, pink twintail hair and cyan eyes, ultra detailed, digital art, unreal engine 5, octane render, 2 d anime, 8 k",no
"cave built into an early medieval village lit by torches, plants",no
a man with a lime green sweater and black pants with a simplistic white circle full smile mask holding large eyeballs that look like marbles,no
"gandalf, style of a super smash brothers trophy",no
"fragrance advertising campaign by gregory colbert, highly detailed",no
"world of warcraft environment with trees, rocky mountains and a river, horses, wooden chariots, beautiful, concept",no
"full body 3d render of john f kennedy as a funko pop, studio lighting, white background, blender, trending on artstation, 8k, highly detailed",no
"Inside of an abandoned toy factory with running furry human-sized scary toys, dramatic, interior, artstation, horror game, digital art made by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano, ArtStation, CGSociety",no
"atmospheric cozy futuristic organic white concrete house in the middle of a lush and dense forest at night, a beautiful lake next to it, night time, night sky, starry night sky, by Quint Buchholz",no
"a highly detailed portait of a cute little anthropomorphic cat barista wearing a suit in a parisian coffee shop by studio ghibli, tiny, small, cute and adorable, pretty, beautiful, character art portrait, matte painting, Artstation ",no
"a closeup photorealistic photograph of bob ross working on a canvas painting of spiderman. film still. brightly lit scene. mountains and trees. this 4 k hd image is trending on artstation, featured on behance, well - rendered, extra crisp, features intricate detail, epic composition and the style of unreal engine.",no
