prompt,references_past
"portrait of a man by greg rutkowski, he looks like jeff bridges, wearing the military fatigues of the corellian confederation, star wars expanded universe, he is about 5 0 years old, highly detailed portrait, digital painting, artstation, concept art, smooth, sharp foccus ilustration, artstation hq",no
"Portrait of an extrovert cute girl posing in a bikini on the beach in the style of Mark Arian and Bell Julie, highly detailed, sharp focus, 8k render,",no
"dragon, sticker, b & w, white outline, by artgerm and greg rutkowski, grey background",no
"a beautiful tattoo design of minimalist swallows flying into spherical lines and simple basic shapes, black ink, abstract logo, line art",no
a 4 k photorealistic photo of a wolf sitting on a bed in a yellow room,no
"garfield points a gun at odie, panel from garfield comic strip, illustrated by jim davis",no
"village build on a spaceship flying in space, by akira toriyama, artstation, digital painting",no
"klaus schwab and bill gates eating very delicious fried grasshoppers and worms, served with pasta, ultra realistic",no
"battlefield with troops firing at giant robots, fps view, video game, ultra graphics, tanks, hyperdetailed, artstation, cgsociety, 8 k",no
"a cat with a long body, longcat, 8 k, high definition, highly detailed, photo - realistic",no
"new york city portrait of furry anthro anthropomorphic spotted hyena head animal person fursona wearing clothes strange cybernetic muzzle gloomy rainy screenshot from the video game cyberpunk 2077 digital art by Greg Rutkowski, Simon Stalenhag, christopher nolan trending on Artstation, CGSociety",no
"Portrait of a Warforged Druid, tree like, orange red foliage, fierce, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
fabric pattern of stylized minimalistic cranes,no
"closeup of skeletor sitting in a throne in a castle, rim lighting, octane, dark souls, craig mulins, octane, 8 k",no
studio Ghibli style background animatuon manga matte painting of Rome. Roads. Monuments. 4k quality. Sunny day. Bloom,no
“2022 Aston Martin One-77”,no
"i'm machine, i'm obsolete, in the land of the free, lobotomy. beautiful and detailed painting by grislaw ludovek ( 1 9 7 5 ).",no
"paper collage by annegret soltau of two buddhist demons kissing each other in wastelands on white exoplanet at night, baroque portrait painting, beautiful intricate insanely detailed octane render, artstation, 8 k artistic harsh flash photography, photorealistic, volumetric perfect light, chiaroscuro, raphael, caravaggio, beksinski, rutkowski, giger",no
A scene from Friends where Chandler is sited in his office desk and happily read his WENUS evaluation while eating a ham sandwich,no
"sensual caucasian female humanoid with freckles, robotic, android, cyborg, part human part cyborg face, by loish, d & d, fantasy, cyber neon lighting, futurism, intricate futuristic jewelry accessories, cyberpunk high fashion, profile posing, hyper photorealistic, digital photography, artstation, pinterest, concept art, art by pascal blanche and greg rutkowski,",no
"a black man with yellow eyes and a dark rainbow background, gouache painting by francis bacon and tomokazu matsuyama, by ed paschke, by agnes pelton, by patrick nagel, behance contest winner, generative art, irridescent, holography, neon, dark art, retrowave, grain, black background",no
"a closeup portrait of a young mila kunis, art nouveau, jugendstil, painted by alphonse mucha",no
"goddess of illusion, beautiful, stunning, breathtaking, mirrors, glass, magic circle, magic doorway, fantasy, mist, bioluminescence, hyper - realistic, unreal engine, by ivan bilibin,",no
house by the seaside,no
"giant monster, forest, tree tops, 4 k, artgerm, high detail, dramatic lighting, sunset, hayao miyazaki, masashi ando, nizou yamamoto, kazuo oga, joe hisaishi, yoji takeshige, naoya tanaka",no
ancient clown emoji on display,no
"interstellar dwarves entering the tesseract, cinematic shot, hight detail photorealistic",no
"landscape, soviet military, abandoned, lifeless, house near forest, dark, winter evening, snowing, strong, blizzard, atmospheric, mystical, very detailed 4 k",no
"friendly guy and small creature , with Fragile looking character portrait anime face made by Studio Ghibli highly detailed art, , sharp focus, smooth, 8k, anime art, 
clear",no
"a chinese prison near a river by peter doig, muted colors",no
"full body portrait of a beautiful girl in a coat and bra, snow - covered small house in a background, night, stars in the sky, the milky way in the sky, winter landscape, painting by craig mullins, octane rendering, wide angle lens, in the style of hayao miyazaki, trending on artstation,",no
"a computer graphics artist with a ballcap in a messy room at the computer animating, ultra realistic, concept art, intricate details, serious, highly detailed, photorealistic, octane render, 8 k, unreal engine, art by artgerm and greg rutkowski and alphonse mucha",no
