prompt,references_past
"the portrait of a lemon that resembles an absurdly beautiful, graceful, elegant, sophisticated, young gravure idol, an ultrafine hyperdetailed illustration by kim jung gi, irakli nadar, intricate linework, bright colors, octopath traveler, final fantasy, unreal engine 5 highly rendered, global illumination, radiant light, detailed and intricate environment",no
curvilinear eco house interior with a small swimming pool. View on outside jurrasic forest,no
"russian alphabet typeface, 4 k",no
"ravenholm, half life 2 game",no
"fisheye lens slow motion with trail effect of blazing old train with steam locomotive, long exposure shot , at night in the middle of a rainy street, paddle of water, steam, fog, water splashes, rim lights, glossy reflections, water droplets on lens, octane render, dark and dramatic, explosions in the background, detailed and soft, fisheye lens, smooth, sharp focus, illustration, cyberpunk, sci-fi, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by Yintion J - Jiang Geping and artgerm and greg rutkowski and alphonse mucha",no
"an epic fantastic realism comic book style portrait painting of a japanese robotic geisha, cherry blossom rain everywhere, apex legends,",no
victoria brono,no
"metal texture with stone parts and marble graining, colour scheme caravaggio",no
"tattoo design sketch double exposure of margot robbie faded with beautiful mountain scenery, creative mash up, in the style of arlo dicristina, surrealist, amazing detail, sharp",no
"Beautiful oil painting of baby yoda on the Moon by Titian and Chie Yoshii and yumi1805 and nyktalgia and NASA, portrait, Star Wars, symmetrical face, intricate, face, blue iris eyes, dirty blonde hair, elegant, light grey mist, dust, space, highly detailed, dramatic lighting, sharp focus, deviantart, trending on artstation, artstationHD, artstationHQ, unreal engine, 4k, 8k",no
"steam necropolis, memento mori, gothic, neo - gothic, art nouveau, hyperdetailed copper patina medieval icon, stefan morrell, philippe druillet, ralph mcquarrie, concept art, steampunk, unreal engine, detailed intricate environment, octane render, moody atmospherics, volumetric lighting, ultrasharp, ominous, otherworldly",no
"colourful giant mecha ROBOT of AJEGUNLE SLUMS of Lagos, writings and markings on robot, Golden hour,",no
"A magnificent dark neon futuristic cyberpunk city bustling street at night made in cinema4d, masterpiece, hyper realistic, extreme details, cinematic",no
a discord logo made out of fur,no
"a girl and his brother that is lost in the middle of a forest, infront of them is a mysterious dirty dusty cabin wooden house, anime style",no
"old alpine root maze being overgrown by edelweiss, dolomites, juniper, wicca, low saturation, portrait _ photography _ artstation _ digital _ art _ adward _ winning",no
"muscular lion as barbarian hunter with scars full body human legs , very textured detailed oil painting by rembrandt",no
"milt kahl sketch of victoria justice with done up hair, tendrils and ponytail as princess padme from star wars episode 3",no
"mushroom girl, beautiful, stunning, breathtaking, mirrors, glass, magic circle, magic doorway, fantasy, mist, bioluminescence, hyper - realistic, unreal engine, by ivan bilibin,",no
"An Alien Robot concubine, facial tattoos, artists portrait, biomechanical, oppai, fantasy, highly detailed, photograph, concept art, sharp focus, depth of field blur, illustration, art by artgerm and greg rutkowski and alphonse mucha and trevor brown",no
"a cinematic painting of a 2 0 0 4 mclaren f 1 race car by greg rutkowski, rim light, highly detailed, beautiful",no
"bright fantasy medieval city, blue sky, busy market street, highly detailed and intricate 8 k concept art fantasy illustration",no
"large human skeleton going up the side of a tall skyscraper using his hands, skeleton climbing, volumetric lighting, epic scale, aesthetic octane render",no
"bill gates as a reptile with green scales and yellow vertical pupills!!!, holding a syringe!!, portrait, intricate, elegant, highly detailed, digital painting, artstation, concept art, wallpaper, smooth, sharp focus, illustration, art by h. r. giger and artgerm and greg rutkowski and alphonse mucha",no
"hyperrealism, detailed textures, photorealistic 3 d render, a beautiful rich interior living space with plants fishtanks and obsidian flooring, futuristic glass coffee table deep cherry wood walls, ultra realistic, ultra high pixel detail, cinematic, intricate, cinematic light, octane render, concept art, illustration, captured on canon eos r 6, art station, unreal engine 8 k",no
"queen of the harvest with her bounty by Annie Swynnerton and Nicholas Roerich and jean delville, strong dramatic cinematic lighting , ornate headdress , flowing robes, lost civilizations, smooth, sharp focus, extremely detailed",no
"a ( girl as personification of chocolate cupcake ), fantasy bakery, digital art by krenz cushart, laurie greasly, wlop, artgerm, intricate, highly detailed, sharp focus, smooth, epic composition, joyful, unreal engine",no
"photorealistic portrait of grey alien, big black eyes, complex lighting, highly detailed, 4 k",no
"astronaut eva suit covered in diamond 3d mandelbulb 3d fractal lace iridescent bubble 3d skin +, camera appendage stalks+helmet clear brain case see through ,in a jumping float pose ,blobby holograpic shrink wrap bubble, ,opal ruby diamond iridescent fractal lace bubble materials,alternate reality ceramic age, monolithic retro futuristic ,water , by style hybrid mix of beeple+Anton Pieck+Jean Delville+ Amano,Yves Tanguy+ Alphonse Mucha+ Ernst Haeckel+ Edward Robert Hughes+Stanisław Szukalski covered with compound eye camera lenses,neutron, made of wax and water floats through the living room, film still from the movie directed by Denis Villeneuve with art direction by Salvador Dalí, wide lens,",no
"young man, long hair, short facial hair, no mustache, dark green eyes, dark eyebrows, light widows peak light facial hair, in the style of mauritz cornelis escher, in - frame",no
"Lord Of The Rings made by Pixar studio, hyperdetalied, ultrarealistic,",no
"a cute little matte low poly isometric cherry blossom forest island, pink waterfalls, mist, lat lighting, soft shadows, trending on artstation, 3d render, monument valley, fez video game, rule of thirds",no
"extremely psychedelic animal made of orchid and cherry blossom tree and mushroom, LSD, diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, art by John Collier and Albert Aublet and Krenz Cushart and Artem Demura and Alphonse Mucha",no
"portrait of the black african queen of the underworld, surrounded by flowers by karol bak, james jean, tom bagshaw, rococo, sharp focus, trending on artstation, cinematic lighting, hyper realism, octane render, 8 k, hyper detailed.",no
"a black and white photo of a woman's face surrounded by balls, an ambient occlusion render by Dora Maar, zbrush central, pointillism, ambrotype, marble sculpture, germaine krull,movie still, grotesque",no
"Japanese woodblock print of Darth Vader holding a samurai sword, Hokusai",no
fancy baroque cake light colors by greg hildebrandt,no
"schizophrenic superhuman, lush detail, national geographic",no
"Jabba el Hutt portrait, dark fantasy, artstation painted by Zdzisław Beksiński and Wayne Barlowe",no
"mimic from dungeons and dragons profile image, vector art, pfp, profile image, detailed, intricate, dramatic, svg, svg vector, 8 k",no
"a beautiful olivia cheng, girl, intricate, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by wlop and artgerm and greg rutkowski and alphonse mucha, masterpiece",no
"giant oversized chubby rabbit robot mech, with big rabbit ears ,on a vilage , Cinematic focus, Polaroid photo, vintage, neutral colors, soft lights, foggy, panorama by Steve Hanks, by Serov Valentin, by lisa yuskavage, by Andrei Tarkovsky",no
"a close - up casual photo of marcel duchamp with pensive eyes, 1 9 2 0 s monochrome snapshot, graflex 4 x 5, f 1. 8, 3 5 mm, ilford delta 3 2 0 0 pro",no
"film still donald trump wearing leather coat as a villain detective in blade runner, 8 k",no
fujifilm superia x - tra 4 0 0 photograph of business lady at night volumetric wetplate scully xfiles,no
"realistic detailed portrait movie shot of a beautiful black woman in a transparent sheer suit raincoat dancing with a giant spider, futuristic sci fi landscape background by denis villeneuve, jean delville, monia merlo, yves tanguy, ernst haeckel, alphonse mucha, max ernst, caravaggio, roger dean, sci fi necklace, masterpiece, dreamy, rich moody colours",no
"imperial base on a cliff overlooking a magnificient bay, by james gurney, greg rutkowski, drawing architecture, highly detailed digital art, artstation, greig fraser",no
