prompt,references_past
a portrait of Alain Delon pilot in spacesuit posing on field forrest spaceship station landing laying lake artillery outer worlds shadows in FANTASTIC PLANET La planète sauvage animation by René Laloux,no
tattoo of a small abstract axe on the forearm,no
"in the style of painter salvador dali circus of animals playing, Surrealism painting, hyperrealism, large elephant plays, high details, everything sharp focus, photorealism, painting",no
"photo of ge dash 9 is in the distance. cold color temperature, snow storm. hazy atmosphere. humidity haze. kodak ektachrome, greenish expired film, award winning, low contrast,",no
duck made of bubble,no
fight between voldemord and angela merkel,no
kratos wearing hitman's suit holding double deagle,no
"snoop dogg as a rough dirty old man with a scruffy beard in a dark blue trenchcoat as the new doctor who, cinematic, volumetric lighting, f 8 aperture, cinematic eastman 5 3 8 4 film, photorealistic by greg rutkowski, by stanley artgerm, by alphonse mucha",no
"godzilla sitting atop a church, eating a mushroom. Digital art.",no
"very large giant mutant zombie irradiated ( angry rat ) staying on railways in tonnel of moscow subway. tonnel, railways, giant angry rat, furr, fangs, very realistic. extreme long shot, rusty colors, ( herman nitsch, giger )",no
"the death tarot card as an i robot, torso portrait, intricate, elegant, volumetric lighting, scenery, digital painting, highly detailed, artstation, sharp focus, illustration, concept art, luis rollo, ruan jia, steve mccurry, john berkey",no
"puppet master in tuxedo behind a red curtain, capitalism, dark ambiance, in the style of love death robots",no
"1 9 7 0 s movie still of a impossible building, by piranesi, cinestill 8 0 0 t, high quality, high detailed",no
tom & jerry ice skating,no
a brother and sister running to catch up to the school bus that they missed. By Jason Felix. Phuoc Quan,no
"Yoshitaka Amano realistic illustration of an anime girl with wavy white hair and cracks on her face wearing dark souls armour with the cape fluttering in the wind, abstract black and white patterns on the background, noisy film grain effect, highly detailed, Renaissance oil painting, weird portrait angle",no
"Portrait of a big chungus pug, sticker, colorful, illustration, highly detailed, simple, smooth and clean vector curves, no jagged lines, vector art, smooth",no
"giant flower head, girl walking in 1 9 6 0 s hotel, surreal, symmetry, mid century, fanciful, liminal space, detailed, wes anderson",no
"Obama as Walter White in Breaking Bad, realistic, greyscale",no
"illustration gta 5 artwork of holy saint kanye west, gold, ( jesus ), in the style of gta 5 loading screen, by stephen bliss",no
"A buff guy, with Ice Powers, standing in a snowy vista. Still from Avatar the Last Airbender (2009). Anime Style. 4K HD Wallpaper. Premium Prints Available.",no
"Joe Biden everywhere at the end of time by the caretaker, dementia, 8k, high definition, highly detailed",no
"closeup of sweating forehead, big drops of sweat, airbrush painting, forehead only, by Hajime Sorayama, symmetric face, beautiful face, highly realistic, star flares, trending on artstation, beautiful lighting, sharp, details, hyper-detailed, HD, HDR, 4K, 8K",no
