prompt,references_past
"vampire, klimt, royo, miro, frazetta, whealan,",no
"hydrangea queen goddess dreaming!!!, windy floating hair!!, atmospheric moody, dark surreal, seductive beauty! cinematic volumetric lights, bust portrait, dnd, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and tom bagshaw and greg rutkowski and alphonse mucha",no
Deadpool as the Batman 4K quality,no
"a queen of good vibes sitting by herself on a sofa in a forest, drawn by CloverWorks,",no
"photo of a white schnauzer dog with two open wings on his back sitting on the street of an abandoned dystopic city, hyprrealism, 5 5 mm photo",no
"highly detailed sharp photorealistic portrait of a beautiful lithuanian female priestess with shimmering hair, symmetrical face and eyes, dressed in intricate flowing silk, the silky cloth lined with golden glowing letters, cgsociety, Elden Ring, Dark Souls, Bloodborne H 640",no
"a beautiful classy partying couple, dimly lit upscale 1920s speakeasy, relaxed pose, art deco, detailed painterly digital art style by Edward Hopper, retro vibe, 🍸, 8k octane beautifully detailed render, post-processing, extremely hyperdetailed, intricate, epic composition, grim yet sparkling atmosphere, cinematic lighting + masterpiece, trending on artstation, very detailed, vibrant colors, Art Nouveau, masterpiece",no
"A beautiful painting of the angel of death in a fire ravaged sky by greg rutkowski and Kalin Popov , Trending on artstation HD.",no
"corn in a big pile on space station, hyper realism, cinematic, dramatic ambient lighting, high detail, octane render, unreal engine, 8 k, vibrant colors, high contrast, depth of field, professional photo, concept art, dnd, 3 d render, digital art, deviantart artstation, ray tracing, apocalyptic, extremely detailed, very sharp,",no
"ethereal elephant with indian flag colors painted on its face, intricate detail, ornate, conceptual art, soft light, dynamic, art by artgerm",no
"anime - styled woman with pink messy hair and a blue dress shirt shows off her presentation, digital art, 9 0's anime, wide angle shot",no
"close-up of a biblical angelic girl in a spacesuit, second coming, centered, portrait by Greg Hildebrandt, studio lighting, muted colors, by Terry Richardson, by Leonardo DaVinci, by Beeple, ultrarelistic, extreme detail, caustics, trending on Artstation, 8K, octane renderer, rtx on",no
"painting of a throne room centered on a giant empty throne made of entrails and organs, gothic architecture, red tones, trending on artstation, award winning painting, classic, masterpiece, highly detailed, sharp focus, cohesive, art by anton fadeev and john howe and simon stalenhag and greg rutkowski and alphonse mucha",no
"an alien species, anatomical diagram, labeled body parts, from All Tommorrows, by C.M. Kösemen",no
female marthian by Beksinski,no
"the shadow, a gorgeous woman, a native American feather scarf, beige cowgirl hat, western jacket and a bokeh western desert background at sunset, highly detailed, hard light digital painting, artstation, concept art, sharp focus, illustration, inspired by greg rutkowski and alphonse mucha",no
ogre warrior wearing plated armor who is holding a battle axe in the style of warhammer fantasy : : head and torso oil painting,no
"a beautiful ultradetailed rendering of farmland abandoned urbex nature industrial architecture city architecture by i. m. pei, bioshock neptune, archdaily, wallpaper, highly detailed, trending on artstation.",no
The best dish at a Chinese restaurant,no
"portrait of asian girl having an orgasm eyes close, colorized neon lights, explosion of light, hyperealistic detailed photography polaroid, 5 0 mm lens, motion blur, grainy image",no
"ground level, brutalist buildings, abandoned, empty streetscapes, overgrown jungle, natural volumetric light, mist, sunset, rusted steel, concrete, glass, stunning skies, scattered rubbish and debris, 8 k, finely detailed, unreal engine, imax, cinematic, beautifully illustrated, sharp focus, minimal artifacts, doom, greg rutkowski, artstation",no
"a golden jackal skull face african warrior, Apex Legends character digital illustration portrait design, by android jones, detailed, cinematic lighting, wide angle action dynamic portrait",no
"green 1967 Ford Mustang GT, Swedish countryside, freedom, dawn, beautiful blonde woman, atmospheric, wlop, artstation, painting by Vladimir Volegov",no
"Old ancient Roman ruins, mossy, intricate, detailed, 8k",yes
"Tucker Carlson in Thoth tarot deck, style of Lady Frieda Harris, 4K",no
"A watercolor portrait of a character from Bloodborne, 4k, trending on artstation, tasteful, bokeh, hyperrealistic, highly detailed, good proportions",no
city in the style of LOL Arcane,no
"menacing absence swamp God intercession forbidden Antarctica freezing cult incomprehensible hostility potency, realistic fantasy, cinematic, extremely high detail, photorealistic, cinematic lighting, oil painting, intricate line drawings, 4k resolution",no
nan,no
