prompt,references_past
"futuristic ocean rig platform city design by mike winkelmann, john harris, science ficiton, realism, trending on arstation",no
"animals and plants on a black background, wallpaper, Illustration, Anatomical Drawing, Painting",no
"2d lasercut earring designs with a Passover theme, trending on artstation",no
"international workers'day celebration in the main streets of santiago of chile, robots and humans manifest alike, trending on artstation, hopepunk art by greg rutkowski and yoshitaka amano",no
"fun strange darkness house, inspired by Tim Burton, (by Tim Burton) dark forest background dead tree, mist, fog, volumetric lighting",no
"portrait art of 8k ultra realistic undead eldritch horror corrupted rusting space marine,decaying, cybernetic, full of colour, cinematic lighting, battered, trending on artstation, 4k, hyperrealistic, focused, extreme details,unreal engine 5, cinematic, masterpiece, art by ayami kojima, giger ",no
Geordi LaForge wearing visor and a colander and random kitchen tools on his head,no
"a red-haired long-haired teenage boy sitting at a computer, jungle around him, painting by Greg Rutkowski, smooth sharp focus, point of view from behind him",no
"portrait of a sheep standing in a medieval street, highly detailed, fantasy, godrays, cinematic lighting, close up, volumetric, realistic, digital art by greg rutkowski",no
mona lisa by lisa frank and jim lee,no
"portrait of president barack obama as afghan man, green eyes and red turban looking intently, photograph by steve mccurry",no
"professional photo of astronaut on cyberpunk street, synthwave, blade runner 2 0 4 9, hyperrealistic masterpiece, trending on artstation, cgsociety, kodakchrome, golden ratio, cinematic, composition, beautiful lighting, hyper detailed, sharp focus, octane render, 4 k, unreal engine",no
juice wrld holding up a knife digital art 4 k the detailed super realistic,no
"a garden on the moon, 8 k, lowbrow, in the style of martin johnson heade, roger dean and alexander jansson, artstation,",no
"zendaya, passionate, seductive, fame of thrones, fibonacci, sweat drops, intricate fashion clothing, insane, intricate, highly detailed, surrealistic, digital painting, artstation, concept art, smooth, sharp focus, illustration, Unreal Engine 5, 8K, art by artgerm and greg rutkowski and alphonse mucha",no
"central asian woman with cat ears, wearing a lovely dress. this watercolor painting by the beloved children's book author has impeccable lighting, an interesting color scheme and intricate details.",no
"portrait of a alien insect, adorable, childlike, milky way environment, ultra realistic, concept art, intricate details, cheerful, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by christopher marley and artgerm and hr giger and greg rutkowski and alphonse mucha",no
the face of sadness by paul cezanne,no
neymar funko,no
"photoshop photo edited painting photorealistic shockingly amazing portrait of guts from berserk submerged in water ,extremely detailed, made by wlop and maxwell boas",no
"glowing crystal cave, fantasy art in the style of Jordan Grimmer, HD wallpaper, concept art, trending on art station",no
Selfie taken on a beach during the winter,no
cyberpunk soviet union,no
"photorealistic demonic ice dragon in the style of michael whelan and gustave dore. hyperdetailed photorealism by greg rutkowski. 1 0 8 megapixels, 3 d finalrender, cinematic lighting",no
"highly detailed surreal vfx portrait of a happy elves in a fairytale world, stephen bliss, unreal engine, greg rutkowski, loish, rhads, beeple, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, alphonse mucha, global illumination, detailed and intricate environment",no
"a fine portrait of a  psycho cyborg punk, distopic  cosmic art, cry engine, 16K",no
"realistic portrait beautiful detailed 3 d painting of cinematic movie scene of ant - man and cybernetic hulk. action sequence, created by gustave dore and raffaelo sanzi, high detailed, smooth draw, synthwave neon retrofuturism, intricate, realistic proportions, dramatic lighting, trending on artstation.",no
a reflective metal sphere with spikes protruding from it opening a black hole to another dimension.,no
"a photo of an angry walnut salmon in its natural habitat, kodak ektachrome e 1 0 0 photography",no
"a hyperdetailed exquisite delicate strawberries fight with floating milk fluid scene, plane illustration, poster, victo ngai, james jean, milk cubes, strawberry granules, top milk brands, 4 k hd wallpaper illustration, package cover, annular spiral strip composition",no
"post - punk new age album cover, psychedelic, magic, giger h. r.",no
"highly detailed giantess shot exquisite warframe fanart, looking up at a giant beautiful majestic saryn prime female warframe, as a stunning anthropomorphic robot female dragon, looming over you, dancing elegantly over you, sleek bright white armor with glowing fuchsia accents, proportionally accurate, anatomically correct, sharp detailed robot dragon paws, two arms, two legs, camera close to the legs and feet, giantess shot, furry shot, upward shot, ground view shot, leg and hip shot, elegant shot, epic low shot, high quality, captura, realistic, sci fi, professional digital art, high end digital art, furry art, macro art, giantess art, anthro art, DeviantArt, artstation, Furaffinity, 3D realism, 8k HD octane render, epic lighting, depth of field",no
unreal engine 5 photorealistic Gordon Ramsey cooking a unicorn in a pot in a intricate kitchen 4k,no
shaman chakra telekinesis red artificer Killua Zoldyck wearing crimson sweatshirt brandishes a blue atomic orb meditation norman ackroyd jim lambie greg rutkowski rothko tombow,no
firing a paintball at a canvas to create art. photorealistic. intricate details. 3 5 mm photograph. dramatic lighting. action shot. absolute focus. masterpiece.,no
Detailed Infographic Blueprint by Moebius of a giant beautiful diatom in a space station,no
"logo for a fictional organization, rectangular, blocky, L'Enfante, black and dark red",no
"desert, Ruin with giant statues and dead snakes, singular lightning, very heavy clouds , sharp, digital art by Zdzisław Beksiński , Ruan Jia, Rudolf Béres",no
"white haired cyborg girl wearing gas mask and red dress | | audrey plaza, warframe armor, fine detail!! anime!! realistic shaded lighting!! poster by ilya kuvshinov katsuhiro otomo ghost - in - the - shell, magali villeneuve, artgerm, jeremy lipkin and michael garmash and rob rey",no
inverted noise,no
"closeup shot photo of ultra realistic blue lagoon with exotic tree heart / shaped sandy beach island, sunset lighting",no
"glowing silver and golden elements, full close-up portrait, A beautiful dark witch in front of the full big moon, book cover, green forest, red white black colors, establishing shot, extremly high detail, foto realistic, cinematic lighting, pen and ink, intricate line drawings, by Yoshitaka Amano, Ruan Jia, Kentaro Miura, Artgerm, post processed, concept art, artstation, matte painting, style by eddie, raphael lacoste, alex ross",no
"Magical glowing sphere in midair, with a unicorn inside it. A white celestial unicorn is trapped inside the sphere. A burnt landscape is in the background. The sphere is held up by sinister rusting steel pincers that reach from the ground, and has a unicorn inside it. Digital art, by Gerald Brom",no
"a lion made of spaghetti, spaghetti, constructed of spaghetti noodles, realistic photograph",no
fallout movie,no
"in a new - york minute, everything can change.",no
"Two figures wearing gas masks sharing an oxygen tank, bodies draped in silky gold, pink and green, in a decaying hospital room in the style of Francis Bacon, Esao Andrews, Zdzisław Beksiński, Edward Hopper, surrealism, art by Takato Yamamoto and James Jean",no
"precisely drawn illustration of Elon Musk blended with Warwick Davis, wide angle, sharp, fine details, French comic style, vibrant realistic colors, full color, heroic fantasy, intense line art, 8k, precise linework, realistic, in the style of Heavy Metal Comics and Richard Corben and Moebius",no
"highly detailed realistic stunning shot of a beautiful elegant anthropomorphic female dragon knight, doing a majestic pose, armor made of steel, sharp claws and tail, cloak flittering in the wind, high quality, HD octane render, epic cinematography, Artstation, Deviantart, Furaffinity",no
"girl venizian era, dark fantasy, extremely detailed, sharp focus, portrait, smooth, digital illustration, by rossdraws, mucha, frank franzzeta, sakimichan",no
