prompt,references_past
"a comic book style fantasy portrait painting of Keanu Reaves as a monk meditating in a bright serene lush green temple setting, art by Tristan Eaton, Stanley Artgerm, Tom Bagshaw, Greg Rutkowski, Carne Griffiths",no
tribal grafitti volume street art borderland style,no
"bilberry diplomat, in the style of jason van hollander and stephen hickman and jim mcdermott, trending on artstation, mortal lighting rear view iridescent colors, retrowave, sabattier effect, german romanticism, pointillism",no
a 3 d model of iphone with android background,no
Demogorgon (from the Stranger Things) giving a speech in the UN General Assembly. Movie scence.,no
"a large ringed planet over the horizon of an ocean alien world. Large jaged rocks in the distance. In anime style, dark color. explosions, ultra wide angle, panoramic, fish eye, colorfull painting, centered, front, horizont, outline, stars, gundam, mech, detailed, art by Stephan Martiniere, 4k resolution",no
"a film still from elysium by josh kao, an advanced armoured military mech patrols the narrow alley of an industrial planet city, vibrant, 5 0 mm lens, video game vehicle and environment design, behance hd, studio, urban patrol, evening, dramatic lighting, cinematic, global illumination, trending on artstation, bloom",no
"photo of a warrior with metal ant themed armour, highly detailed, 4 k, hdr, smooth, sharp focus, high resolution, award - winning photo",no
"Japanese Torii in a colorful moutain with trees ,morning , by Grzegorz Rutkowski, concept art",no
"kermit, organic painting, matte painting, bold shapes, hard edges, aesthetic octane render, unreal engine, trending on artstation, by greg manchess, huang guangjian, gil elvgren, sachin teng, greg rutkowski, magali villeneuve, artgerm, jeremy lipkin, michael garmash and, rey",no
"megan fox, traditional corsican, intricate, highly detailed, artstation, illustration, jurgens, rutkowski, bouguereau",no
"realistic tender sweet portrait of a young woman symmetrical eyes, portrait illustration, trending on artstation, characterdesign, sharp focus, illustration, art by ruan jia, ghibli, elena shumilova, leah robinson",no
"middle aged halforc wearing a patchwork military uniform jacket with cut sleeves and many charms and baubles worked into the fabric, with an upturned collar. full sleeve rune tattoos thin fangs show through his lower jaw with a bemused smile. blue grey intelligent eyes. 1 9 th century style",no
"portrait of batman adam west, painted by jc leyendecker",no
landscape painting. Hao Liang.,no
"photo still from a velociraptor's vlog, a realistic costume velociraptor complaining about his samsung refrigerator",no
"elden ring character, a gruff overweight bearded blacksmith with a magical hammer. volumetric lighting, masterpiece, sharp focus by leesha hannigan, ross tran, kai carpenter.",no
"Full body portrait of Brittany Renner as Poison Ivy from batman, Marijuana, Smoke, Sweat, curvy accentuated booty, Serving Body, Smoking, Curvy, Matte Painting, Soft Geometric 3d shapes, Vibrant, 8k, Epic Level of Detail, Trippy, :3 ,By Rockin jelly bean + saching teng + Trending on twitter :5",no
"tractor with armor and weapons, realistic, detailed",no
"a gorgeous female photo, professionally retouched, realistic, smooth face, perfect eyes, symmetrical, full body shot, wide angle, sharp focus on eyes, 8 k high definition, insanely detailed, intricate, elegant, art by artgerm",no
"lacrosse player, intergalactic championship, in space, highly detailed, 8k, intricate, Albrecht Durer style",no
"elephant butterfly hybrid, bold natural colors, national geographic photography, masterpiece, full shot",no
"siouxsie sioux, creepy atmosphere, dark, portrait, realistic, very realistic, illustration by gustave dore",no
"fat john cena driving a car with really big tires, super big tires, chonky tires, fortnite screenshot. Chonkers. Chonk.",no
"portrait of pikachu - fish hybrid, head and shoulders shot, by annie leibovitz, portrait of a man, studio lighting",no
"balanced masterpiece, fairytale forest, ancient sci - fi city, mystical lake, monolithic temple huge interstellar infinity portal library, vladimir kush, esao andrews, michael cheval, jane graverol, julie bell, gerald brom, airbrush digital art, art nouveau, oil painting, vray, 8 k hd",no
"Ground view of the surface of a water planet, sharp, detailed, clouds, endless horizon, award winning photography",no
"princess peach cosplaying as a hamburger, a clown cries in the background, cuil = 5",no
"a cute easter bunny sitting on a tire, studio photo, high quality",no
an owl with a butterfly,no
"no negative space uhd hyperrealistic photorealisitc hyperdetailed detailed nevel papperman screaming, motion lines!!!! sparks flying!!! motion blur!! with sparking circuits, studio lighting, by phil hale!!!! goya!!! ayami kojima amano karol bak, greg hildebrandt and mark brooks",no
vector logo from wipeout playstation svg,no
Walter White and Jesse Pinkman in Rick and Morty (1999),no
"a medieval village in switzerland, ornate, beautiful, atmosphere, vibe, flowers, concept art illustration, greg rutowski, volumetric lighting, sunbeams, particles,",no
"formal portrait of a horse, digital art by eugene de blaas, ross tran, and nasreddine dinet, vibrant color scheme, intricately detailed, in the style of romanticism, cinematic, artstation, greg rutkowski",no
"Her huge ominous glowing blue eyes staring into my soul , perfect eyes, soft pale white skin, intricate stunning highly detailed, agostino arrivabene, artgerm, twisted dark lucid dream, 8k portrait render, raven angel wings, swirling thick smoke , beautiful lighting, dark fantasy art, cgsociety",no
"the tree of life brain structure holy grail red veins branches, cinematic masterpiece, beautiful lighting, award winning",no
