prompt,references_past
"thor with mjollnir, marvel, artwork by nicholas roerich,",no
"A beautiful ultra detailed matte painting Moonlight woods near the water puffy clouds in sky  by Cyril Rolando, David Wiesner, unreal engine, featured on artstation",no
"close-up shot of modern chic futuristic royalty house with gold intricate details, luxury, white and little royal blue Italian architecture theme, high-end party with beautiful women wearing fancy dresses, lush garden, constructed upon Salar De Uyuni, beautiful formations on the surface of salt crystallization, between sedimentary deposits, bubbling geysers, marvellous reflection, intricate, interstellar night, dark, luxurious, digital painting, concept art, smooth, sharp focus, from Star Trek 2021, illustration, by WLOP and Ruan Jia and Mandy Jurgens and William-Adolphe Bouguereau, Artgerm",no
"a macro photo of a post apocalyptic cyborg dragonfly made from cables and bio - organic micro organisms and metal parts and led, beautifully lit, by tomasz alen kopera and peter mohrbacher and craig mullins, 3 d, trending on artstation, octane render, 8 k",no
"portrait of alan watts, high detailed, grayscale, black and white",no
a highly detailed beautiful portrait of a egyptian god with facial expression : happy in the style of philippe faraut.,no
"anatomically correct heart, centered",no
"dramatic art - portrait of the underground hallow cavern layer it comprised of pearlstone and pearlsand along with crystal shards and gelatin crystals in terraria, by wlop, james jean, victo ngai! muted colors, very detailed, art fantasy by craig mullins, thomas kinkade",no
"nike logo by kaws, james jean and salvador dali and shusei nagaoka, oil on canvas, surrealism, neoclassicism, simple, renaissance, hyper realistic, cell shaded, 8 k",no
"a cyborg, cyberpunk, surrounded by smoke, award-winning art, black on red, hyperrealistic, by Sam Spratt, by Vlad Rodrig﻿u﻿e﻿z, computer screens in the background, trending on Artstation, dark, dramatic, cinematic, realistic studio lighting, realistic reflections, realistic light refractions, raytracing, 4k, professional, canon",no
"stephen colbert face in irish beer mug, 8 k, ultra realistic details",no
"symmetry! sexy futuristic astronaut, apex legends, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
(((((portrait of boy dressed as steampunk explorer . muted colors.))))) by Jean-Baptiste Monge !!!!!!!!!!!!!!!!!!!!!!!!!!!,no
"matrioshka brain, dreaming of the multiverse, overdimensional, extradimensional, in a symbolic and meaningful style, octane render, by tony diterlizzi, by weta digital",no
extremely detailed xavi hernandez in gta v cover art cutting grass,no
"photo of Sylvester Stallone as the Joker by Lee Jeffries , big smile, head shot, detailed, award winning, Sony a7R, trending on artstation",no
