prompt,references_past
"portrait of an agent in a suit armed with a kriss vector, D&D, fantasy, elegant, hopeful, muscular, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration",no
"futuristic black and white perspective illustration of a very dark room inside a brutalist building, fisheye view concrete hangar inside, architectural technical drawing",no
"architecture photo modern fachwerk house cottage settlement with Elbrus mountain on the background, architecture, photorealism 8k , high details",no
cyberpunk 2077 with Pixar animation style,no
a girl with kaleidoscope eyes,no
"a head and shoulders portrait painting of an anthropomorphic!!!!!!!!!! amazon milk frog!!!!!!!!!! wearing a colonial outfit without a hat looking off camera, a character portrait, neoclassicism, oil on canvas",no
a monk on the dj decks,no
"homunculus, runway fashion, beautiful female, surprised, practical special effects, colored powder blue pink yellow",no
"Ecuadorian man, corporate portait, headshot, profile",no
"Portrait of Charlize Theron as Venus flytrap, intricate, highly detailed, smooth, artstation, digital illustration by Ruan Jia and Mandy Jurgens and Artgerm and Wayne Barlowe and Greg Rutkowski and Zdislav Beksinski",no
"An octopus wearing a spacemarine armor in outer space, spacecraft, nebula, octane render, 3d, unreal engine, highly detailed, 4k, 8k",no
a beautiful cyborg made of ceremonial brazilian maske,no
"Cute smile by Ilya Kuvshinov trending on artstation, faved watched read, sharp focus, traditional illustration collection aaaa updated watched premiere edition commission ✨ whilst watching fabulous artwork \ exactly your latest completed artwork discusses upon featured announces recommend achievement",no
"a great photograph of the most amazing golf hole in the world, in the sahara desert, ambient light, golf digest, top 1 0 0, fog",no
"eleven from stranger things playing basketball and making a shot in an nba stadium , close up shot, wide angle, lens flares",no
"selfie during apocalypse ground zero, end of the world, photo realistic, 8 k, high definition",no
"beautiful anime cute teen girl resembling Aishwarya Rai, Indian natural beauty expressive pose, art by mark brooks, but as a real life photograph, HDR photorealism, cinematic lighting, 8k ultra high definition",no
an overly excited football fan accidentally bites into his glass of sprite.,no
"epic mask helmet robot ninja portrait stylized as fornite style game design fanart by concept artist gervasio canda, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination radiating a glowing aura global illumination ray tracing hdr render in unreal engine 5",no
"a portrait of michael scott, fantasy, sharp focus, intricate, elegant, digital painting, artstation, matte, highly detailed, concept art, illustration, ambient lighting, art by ilya kuvshinov, artgerm, alphonse mucha, and greg rutkowski",no
"photograph of mike wazowski from monsters inc. by hieronymus bosch, joel peter witkin, misha gordin, gustave dore, matte painting",no
"a high detail watercolor of Hatsune Miku taking a selfie by Yukito Kishiro and katsuhiro otomo, illustration, hyper-detailed, colorful, complex, intricate, masterpiece, epic",no
:thomas:,no
"highly detailed portrait of a sewer punk lady, tartan hoody, blonde ringlet hair by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, gradient orange, black, blonde cream and white color scheme, grunge aesthetic!!! ( ( graffiti tag wall background ) )",no
"scarlet johansson, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski and alphonse mucha",no
"a car JZX100 twin turbo drift at illegal car meet, Shibuya prefecture, city midnight mist lights, cinematic lighting, photorealistic, highly detailed wheels, high detail",no
a ferocious grizzly bear. The bear is wearing shorts on his legs!,no
"cerebral and nebulous mounds of muscle undulate on the surface of this rough beast, inhuman, its hour come around at last, slouches towards bethlehem to be born.",no
color photograph of an anthropomorphic squid wearing a tuxedo,no
"robotic armor in a wardrobe, photorealistic, 8K, 3D, !!award-winning!!",no
"Oil painting of a human warrior, fantasy character art, D&D, Magic The Gathering, by Charlie Bowater, Craig Mullins, centered, symmetrical, 8k, sharp focus",no
"head-on symmetrical centered painted portrait, Elisha Cuthbert as a paladin, blonde hair, ornate heavy plate armour, medieval robes, fantasy, intricate, elegant, highly detailed, smooth, sharp focus, illustration, artstation, in the style of Ross Tran and by Jesper Ejsing and by Mikalojus Konstantinas Ciurlionis",no
"old times train riding forested blobs, digital art, 3d, illustration",no
"Greg Manchess portrait painting of Groot as Overwatch character, medium shot, asymmetrical, profile picture, Organic Painting, sunny day, Matte Painting, bold shapes, hard edges, street art, trending on artstation, by Huang Guangjian and Gil Elvgren and Sachin Teng",no
"the talked about town, film still from the movie directed by Wes Anderson with art direction by Zdzisław Beksiński, wide lens",no
"sci - fi, space ship, highly detailed, starcraft,",no
"jisoo of blackpink, hyperrealistic portrait, bladerunner street, art of elysium by jeremy mann and alphonse mucha, fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed face, 8 k, award winning",no
"psychedelic organic cyborg made of clear glass, diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, art by John Collier and Albert Aublet and Krenz Cushart and Artem Demura and Alphonse Mucha",no
"medium closeup shot, flash long exposure photography of asian mermaid fashion posing in the lake by peter kemp, sharp focus, high details",no
"kanye west at the grammys in an avocado costume, red carpet photo",no
nan,no
"eleanor tomlinson posing in tudor fashion, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration",no
"portrait of aerith gainsborough, anime fantasy illustration by tomoyuki yamasaki, kyoto studio, madhouse, ufotable, trending on artstation",no
"natural looking fight landscape of ww 1 deep trenches with fortifications, soldiers fighting with aliens fro resistance game, green gas spreading across land, futuristic tank is on fire, ground explosion in the background, alien mothership in the sky, hyper realistic, highly detailed, dramatic lighting, raytarced, god rays, 4 k, 8 k, matte painting",no
"two beautiful mothers taunting each other, gorgeous faces, beautiful earrings, smooth, thick lines, cinematic lighting, detailed anime art",no
"photo realistic of a study, desks made of crystals, chairs made of clouds, overlooking a space battle out a window",no
"green snake in hoodie, portrait, vaporwave, synthwave, neon, vector graphics, cinematic, volumetric lighting, f 8 aperture, cinematic eastman 5 3 8 4 film",no
"A hindu god, artists portrait, biomechanical, wild jungle, fantasy, highly detailed, digital painting, concept art, sharp focus, depth of field blur, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"hyperrealism oil painting, fashion model portrait, covered in donut sprinkles",no
"a human and an robot working together to make art, in an illustration featured on deviantart, iridescent, ecological art, fractals, photoillustration",no
