prompt,references_past
"metro exodus style, city in the horizon, dark, atmospheric, scary, claustrophobic, ambient vibe, very detailed, black and white, 4 k",no
"karen fukuhara as dejah thoris, intricate, elegant, glowing lights, highly detailed, digital painting, artstation, glamor pose, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski, artey freytag",no
friday the 1 3 th starring mickey mouse in the style of john kricfalusi,no
"a painting of a man with blue hair and flowers on his chest, a surrealist painting by james jean, trending on cgsociety, pop surrealism, androgynous, grotesque, angular",no
"spherical glass people at public restroom Edward Hopper and James Gilleard, Zdzislaw Beksinski highly detailed",no
"Captain Jean-Luc Picard of the starship Enterprise, cinematic photography, 4k, highly detailed, trending on artstation",no
"wide angle full body portrait of I Dream of Jeannie, with a perfect face and perfect body, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, Unreal Engine 5, 8K, art by artgerm and greg rutkowski and alphonse mucha",no
"doctor ivo robotnik as doomguy, highly detailed, digital painting, artstation, sharp focus, illustration, art by tan zi and ayanamikodon and alphonse mucha and wlop",no
"a dreamy retro 8 0 s photo of vitalik buterin, bloomy, colorful, awesome",no
minions as a heavy metal band from 8 0 s portrayed on a poster announcing world tour,no
"very detailed, dark super storm, hyper realistic clouds, impressive, magical, very atmospheric, fog, cinematic, deep, very high complexity, stunning, dramatic masterpiece, iridescent, chiaroscuro, by gustave dore, john blanche, ian miller, very detailed. 4 k",no
"A highly stylized conceptual art 4k shaded, finely detailed, matte painting with intricate textures and patterns of two abstract expressionist cats , their bodies intertwined together in the style of Lee Krasner",no
"realistic detailed face portrait of a beautiful young geisha with poppies in her elaborate hair by alphonse mucha, ayami kojima, amano, greg hildebrandt, and mark brooks, art nouveau, neo - gothic, gothic",no
a ramshackle Manhattan brick brownstone deep in the forest by Bastien Lecouffe Deharme,no
"zodiac sign, character sheet, concept design, contrast, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect",no
"misa amane looking away, standing near a dead tree with mountain in the background, sunset with cloudy skies, in a different realm, award winning dslr photography, clear image, global illumination, radiant lighting, intricate environment",no
"smoke reminiscent of different color animals, pipe smoke, parlor, cgsociety",no
"a rabbit cooking in a french kitchen, watercolour realism",no
"Film still close-up shot of Dwayne Johnson as Obi-Wan Kenobi from the movie Return of the Jedi. Photographic, photography",no
"head and shoulders portrait of an armored erinyes devil with huge bat wings, portrayed by gal gadot, d & d, fantasy, luis royo, magali villeneuve, donato giancola, wlop, krenz cushart, hans zatka, klimt, alphonse mucha",no
a german castle on the cliff,no
"A multidimensional cozy tavern, retro video game vibe, cinematic lighting, epic composition, cartoon, animation, background art, post processing, 8K resolution",no
"Eva Mendes as She-Hulk in a baroque dress standing near ford mustang. neon light, cinematic lighting, intricate, elegant, highly detailed, digital painting, artstation, sharp focus, comic illustration, art by artgerm and Greg Rutkowski and Alphonse Mucha and Wayne Barlowe and William-Adolphe Bouguereau",no
"dwarvish brass city in the active volcanic crater, shiny brass city supported by giant brass bridges, fantasy setting, steamy molten environment, very detailed, 4 k",no
beautiful impressionist painting of an ginger maine coon with a white beard cooking some sausages on a pan,no
