prompt,references_past
"portrait of a man typing on a computer, detailed surroundings, artstation, detailed facial expression, centered, intricate, sharp focus, highly detailed, concept art, smooth, illustration, digital painting, elegant, intense emotion, by ( leonardo da vinci ), by greg rutkowski, wlop",no
Snake holding a gun,no
film still of Megan Fox being held against a wall by a predator in the movie Alien.,no
found polaroid photo of a horrifying humanlike cryptid in a dark moist basement,no
"farmers market with spaghetti, canon 5 0 mm, cinematic lighting, photography, wes anderson, film, kodachrome",no
"Close up of a gorgeous druid woman in a snowy forest landscape, fantasy, Ross Tran, Charlie Bowater, Greg Rutkowski, volumetric lighting",no
"portrait of pikachu as an imperial fists space marine, 4 0 k, concept art by wayne reynolds",no
"cinematic film still MF Doom starring as a Samurai holding fire, Japanese CGI, VFX, 2003, 40mm lens, shallow depth of field,film photography",no
"realistic detailed face portrait of a beautiful futuristic young girl viking warrior in alien cyberpunk armor by alphonse mucha, ayami kojima, amano, greg hildebrandt, and mark brooks, female, feminine, art nouveau, cyberpunk, neo - gothic, gothic, character concept design",no
"exquisite imaginative anthropomorphic creature poster art, movie art, by lucusfilm, weta studio, alphonso mucha, james jean, frank frazetta, 8 k, denoised",no
"edwardian photograph of a time machine, eery, photograph very grainy, slightly blurry, 1900s, 1910s, B&W",yes
"summer looming geometric ocean cube pug grill sap flora , by Leonardo da Vinci and Pierre-Auguste Renoir and Maria Sibylla Merian , vaporwave , 2D game art , An arcylic art",no
"A portrait of Madara Rikudou Mode from Naruto, RPG Reference, art by ilya kuvshinov, artgerm, Alphonse mucha, and Greg Rutkowski, Trending on Artstation, octane render, Insanely Detailed, 8k, HD",no
logo for an app that helps students keep track of their assignments,no
"60s movie still of an empty antique house with fresco, cinestill 800t 50mm eastmancolor, liminal Space style, heavy grain",no
"full body 3d render of trymacs as a funko pop, studio lighting, white background, blender, trending on artstation, 8k, highly detailed",no
"Snowy mountaintop landscape with a city in a valley below the night sky, detailed, photorealistic",no
shaking a sound wave,no
"a portrait of a beautiful young male wearing an alexander mcqueen croptop made of dragon skin , photographed by andrew thomas huang, artistic",no
"very detailed photo of tree near a river, 4k, cinematic, nature, superrealistic, cinematic lighting, 4k, greebles, widescreen, wide angle, beksinski, sharp and blocky shapes ",no
big bird from sesame street in the style of junji ito,no
"cockroach lady, hyperrealistic cleanest image, reduce duplication, justify, hyperrealistic anatomy posse, violet polsangi pop art, gta chinatown was art style, bioshock infinite art style, incrinate, white frame, visual design communication, balance proportion content",no
"skull - tongue as xenomorph queen, psycho stupid fuck it insane, looks like death but cant seem to confirm, cinematic lighting, decaying acid bleeding colors! various refining methods, micro macro autofocus, ultra definition, award winning photo, to hell with you, later confirm hyperrealism, devianart craze, photograph picture taken by gammell - giger",no
"rimuru tempest from that time i got reincarnated as a slime, long blue hair, pale skin, young, wearing white robes, red eyes, highly detailed, 8 k, vhs footage, octane render, trending on cgsociety, andy warhol,",no
"very detailed GIS map of cosmic ancient high technology cities, avoid symmetry, broken google maps, open street maps, maxar, astral, 8K, cinematic, generative art, antialiasing, psychic, octane",no
"a rock band of jellyfish, hyper realistic style",no
Momo challenge statue as a cult leader,no
"hyperrealistic, photorealistic, mixed media oil painting of jack benny, magazine scraps, plaster, blood, oil, mustard, cigarettes, splatter, trending on artstation, award - winning painting, greg rutkowski, basquiat, ralph steadman, terry gilliam",no
wasp person body horror,no
"sad gollum, thunderstorm, trail cam",no
"icon for weather app, favicon, widely used, icon, sunny, sun, detailed",no
modern day somalian pirates defeat the british empire navy by vladimir volegov and alexander averin and delphin enjolras and daniel f. gerhartz,no
"a goldendoodle meditation below a Sakura tree, 8k, nature photography",no
"a mouse, fantasy art, louis wain",no
"a dragon, dramatic lighting, ultra realistic, intricate details, highly detailed by peter mohrbacher, allen williams, hajime sorayama, wayne barlowe, boris vallejo, aaron horkey, gaston bussiere, artgerm, 4 k",no
"esthetic portrait commission of a of a male muscular cyborg anthro albino lion with a neon metal tail and a cute beautiful attractive detailed furry face wearing stylish cyberpunk unkempt wired clothes in a cyberpunk city at sunset while it rains heavily. Character design by charlie bowater, ross tran, artgerm, and makoto shinkai, detailed, inked, western comic book art, 2021 award winning painting",no
