prompt,references_past
"a beautiful delicate huge mega bow and arrow weapon, solid background, electron flow, android, mechanical, metal, weapon design, fine texture structure, hyper detailed, perfect shadows, atmospheric lighting, 3 d render, in the style of pascal blanche and sparth juan zigor samaniego, paul pepera pablo roldan, displayed in the exhibition hall, 4 k hd",no
"Portrait of a Olivia Taylor Dudley as mermaid sitting on a rock by Ruan Jia and Mandy Jurgens and Artgerm and william-adolphe bouguerea, highly detailed, trending on artstation, award winning,",no
a beautiful painting of an indigenous female doing artwork in the jungle,no
"dog with a clear austronaut helmet in a mini spaceship flying through space and exploring new planets, digital art",no
lieu,no
"legendary colorful winged possum flying over a medieval castle under a dark starred sky, dark fantasy, watercolor, dreaming illusion, highly detailed, 4k, trending on Artstation, award-winning",no
"3d render of a cat wearing a letterman jacket, 85mm, blender",no
"portrait of a full body of beautiful young female detective, d & d, sleeveless turtleneck, fantasy, flat lighting, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, billie eilish, art by simon bisley and greg rutkowski and alphonse mucha, natural tpose",no
"promotional photograph for an iphone made in 2 0 4 0, award - winning photograph, studio lighting, advertisement, 4 k quality, 8 k quality, futuristic!!!! design!!!!! high detail",no
stockholm in the style of anime,no
"tom bagshaw, very beautiful genetic mix of dove cameron madison beer bella poarch in a sailor suit, randomly lustrous colored hair, professionally retouched, focus eyes, ultra realistic soft painting, insanely detailed linework, symmetrical accurate intricate features, behance artstation, 8 k, no artifacts signatures",no
"a picture of putin playing skateboard - taken with canon eos 5 d mark iv, versatile, photogenic, lens interoperability, autofocus, 4 k uhd video capture at 3 0 fps, 8 k time - lapse functions, by karah mew",no
harry potter eating chips,no
"miskatonic university big bang inscape in the style of dr. seuss,'harry potter directed by christopher columbus ', painting by albert bierstadt",no
"photography of anna razumovskaya, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski and alphonse mucha",no
"closeup portrait of audrey hepburn as holly golightly in the film breakfast at tiffany's ( 1 9 6 1 ), evening, highly detailed, ultrarealistic oil painting, vladimir volegov, artstation",yes
"hypermuscular geisha, full body, latex, rubber, fast, ektachrome, electric, flowing motion, aerodynamic, fashion shoot, digital art, smooth, sharp focus, art station, art by wayne barlowe and ivan shishkin and adolph menzel",no
"breathtaking, by atey ghailan, art by wlop, nature sunsets, by boris vallejo, your name anime art style, octane render, art by aaron horkey, by boris vallejo, epic, photorealistic, comic book characters, detailed face",no
"painting of young handsome beautiful dark medium wavy hair man in his 2 0 s named shadow taehyung wearing a red rose hair crown and wearing a suit at the cucumber and banana soup party in the forest, elegant, clear, painting, stylized, delicate, soft facial features, delicate facial features, soft art, art by alphonse mucha, vincent van gogh, egon schiele",no
"mark hamill by ruan jia, portrait",no
"cyberpunk assassin. codename : butcher. portrait by ashley wood and alphonse mucha and laurie greasley and josan gonzalez and james gurney. illustration, pop art, cinematic. realistic proportions. moody industrial setting. artstationhq. smooth. sharp focus.",no
"GUI for an app that visualizes nightmares, cyberpunk, horror, System Shock 2, Shin Megami Tensei, Deus Ex",no
"steam necropolis, memento mori, gothic, neo - gothic, art nouveau, hyperdetailed copper patina medieval icon, stefan morrell, philippe druillet, ralph mcquarrie, concept art, steampunk, unreal engine, detailed intricate environment, octane render, moody atmospherics, volumetric lighting, ultrasharp, ominous, otherworldly",no
"tom bagshaw, soft painting fractal curiosities carnival fur, beautiful female tigress mutation in full nightshade gothic armor, accurate features, focus, very intricate ultrafine details, black white purple volumetric clouds, award winning masterpiece, octane render 8 k hd",no
"portrait of a melancholic lady, by bune jones",no
"greg manchess portrait painting of light armored natasha romanova aka black widow as overwatch character, medium shot, asymmetrical, profile picture, organic painting, sunny day, matte painting, bold shapes, hard edges, street art, trending on artstation, by huang guangjian and gil elvgren and sachin teng",no
"a french revolutionary rushing into battle, heroic, glorious, in the style of artgerm, gerald brom, atey ghailan and mike mignola, vibrant colors and hard shadows and strong rim light, plain background, comic cover art, trending on artstation",no
"overgrown foliage taking over a realistic wolf skull, close - up, 3 5 mm, f 1. 8, bokeh, beautiful, lens flare, emotional, sweet, flowers, detailed, picture, artstation, award - winning",no
"hero world mad max beyond thunderdome, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination",no
"portrait photo of a gangster like the fusion of John Wick and Morpheus pointing a gun at the camera, menacingly",no
"anime Portrait of Youppi the Habs Montreal Canadiens Mascot as a very cute powerful and friendly pokemon, highly detailed anime, high evolution, 1990s, legendary, smooth, sharp focus, dynamic lighting, intricate, trending on ArtStation, illustration pokemon, art by WLOP",no
"bikini bottom drawn by stephen hillenburg, dynamic lighting, fantasy concept art, trending on art station, stunning visuals, creative, cinematic, ultra detailed",no
"hyperdetailed 3 d cartoon render of michael scott in a confident expressive pose, white background, low angle shot, cinematic studio lighting, studio quality, octane render, unreal engine 5, trending on artstation, 8 k",no
"surreal portrait of Beyoncé by Frida Kahlo, Rosa Rolanda, María Izquierdo, detailed, high quality, high resolution, surreal artistic wallpaper, HD 4K",no
"cyberpunk synth, hyper - realistic detailed cyberpunk cityscape, by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, dynamic lighting, gradient light blue, brown, blonde cream and white color scheme, grunge aesthetic",no
"wildlife photography of a beaver chewing a green bamboo shoot, surrounded by flames and lava, f / 1. 8, soft focus, 8 k, national geographic, award - winning photograph by nick nichols and nick brandt",no
"perfectly - centered - portrait of a raven bird from league of legends, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, unreal engine 5, 8 k, art by artgerm and greg rutkowski and alphonse mucha",no
texture of van goth,no
"artwork of ragnaros by dennig guy, amano yoshitaka, berkey john, bowater charlie, greg rutkowski",no
digital _ painting _ of _ celestial beings _ by _ filipe _ pagliuso _ and _ justin _ gerard _ symmetric _ fantasy _ highly _ detailed _ realistic _ intricate _ port,no
"godly tree of life seen from outer space engulfs the earth closeup macro upscale, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski",no
"the alien with the lantern head, replaced, artstation",no
Dwayne the Rock Johnson in GTA V,no
"promotional image, boston dynamics spot, yellow, hd, 4 k, high resolution, octane renderer, real, ground mist, dark black backdrop, beauty shot, rimlight",no
"macro shot of a bee resting on a flower, global illumination",no
"an aesthetic! a detailed portrait of a man with a crown, holding a lantern by frank frazetta and alphonse mucha, oil on canvas, art nouveau dungeons and dragons fantasy art, hd, god rays, ray tracing, crisp contour lines, huhd",no
colorful friendly robot icon tattoo sticker,no
humans on the floor eating out of a trough in an organic plant - based moonbase,no
"a beautiful hyperrealistic ultradetailed 3D, one girl in a magnificent McQueen couture dress on Gray backdrop for photo, photo studio, studio photography, studio light, photo for magazine, Designer clothes, futuristic clothes, clothes from the future, voge photo, fashion style, fullbody, in full growth, Clear facial features, photorealistic, high resolution, trending on artstation, highly detailed, elegant, details, good clear quality, volumetric lighting,",no
"face icon stylized minimalist game boy advance, loftis, cory behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination",no
