prompt,references_past
"gangly man with short dark blond wavy hair, dark blond short beard, very short mustache, English heritage, blue eyes, middle aged, wearing a turtleneck and jacket, pale skin, narrow face, digital art, painterly, cartoon, cute, 8k, illustration, art by loish, painterly, trending on artstation, medium shot, uncropped",no
"a pompom tree, low angle photography, digital illustration by chris van allsburg and artgerm, surreal, photorealistic, award winning",no
"interior of engineering section on a starship, star - field and planet in the background, engine room, digital art, highly detailed, sleek, white, trending on artstation, octane render sci - fi",no
"iridescent opalescent animal inside cryochamber, warm tones : by michal karcz, daniel merriam, victo ngai and guillermo del toro : ornate, dynamic, particulate, intricate, elegant, highly detailed, centered, artstation, smooth, sharp focus, octane render",no
"oil paint impasto reliefs summer sussex fields, atmospheric, painted with expressive paint and cumulus clouds, some splattered paint, in the style of signac and frank auerbach",no
"painting of an ancient library stone bookcase, intricate, elegant, glowing lights, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, art by wlop, mars ravelo and greg rutkowski",no
"photo of official lego bionicle! lech!!! wałesa!!! with a small! moustache!, 4 k, product photography, high quality",no
"moments lost in time by zdzislaw beksinski and jeffrey smith, matte, masterpiece, atmospheric, wide angle shot",no
"- i full body portrait of a male magician with an awesome detailed mask controlling ghosts and spirits, spooky, horror, gothic, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",no
"detailed cyberpunk city at night, with a huge black hole in the sky, digital painting concept art, by Ralph Mcquarrie, highly detailed, trending on artstation, dark",no
willem dafoe as an scary monster movie poster,no
"hypercomplex image of a alien planet with lush flora, dramatic, action horror by lisa frank, alex grey, karol bak, greg hildebrandt, and mark brooks, rich deep colors. beksinski painting, part by adrian ghenie and gerhard richter. art by takato yamamoto",no
"photo of Donald Trump wearing a Santa Claus outfit getting in a fist fight with the Easter Bunny, 4k",no
"graphic illustration, creative design, marilyn manson, biopunk, francis bacon, highly detailed, hunter s thompson, concept art",no
A massive steel rollercoaster on mars,no
"portrait of tired Mila Kunis, by Gregory Crewdson, Joel Sternfeld",no
"“ smooth blobs of paint background, award winning, digital art ”",no
