prompt,references_past
"two thugs smoking and drinking in the street wearing balaclavas, drum & bass, football hooligans, pressshot",no
"professional photo of masculine and brutal bart simpson on the beach at noonday, blur background",no
"portrait of handsome bald african american male, wearing a simple black vest and white shirt, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and donato giancola and leyendecker",no
"fight knights in armor vs robocop, rome, highly detailed, soft lighting, elegant, works by edward hopper and james gillard, zdislaw beksinski, stephen outram, andreas m wiese, highly detailed",no
"Portrait of a Scary Alien, wide angle, super highly detailed, professional digital painting, artstation, concept art, smooth, sharp focus, no blur, no dof, extreme illustration, Unreal Engine 5, Photorealism, HD quality, 8k resolution, cinema 4d, 3D, beautiful, cinematic, art by artgerm and greg rutkowski and alphonse mucha and loish and WLOP",no
"a beautiful and highly detailed digital painting of psytrance festival in a secret valley, psychedelic patterns, intricate details, epic scale, 8 k, sharp focus, photorealism, artstation, cgsociety, by caspar friedrich, james gurney, alex grey, brian froud,",no
"photorealistic dog in a biplane. hyperdetailed photorealism, 1 0 8 megapixels, amazing depth, glowing rich colors, powerful imagery, psychedelic overtones, 3 d finalrender, 3 d shading, cinematic lighting, artstation concept art",no
"art nouveau psychedelic aeon flux picture by Greg Rutkowski, dynamic pose, cowboy bebop anime, matte painting, intricate, fantasy concept art, elegant, by Stanley Artgerm Lau, WLOP, golden ratio, thomas kinkade, alphonse mucha, loish, Peter chung, norman Rockwell,",no
"📷 conan o'brien the ice - cream cone 🍦, made of food, head portrait still image, dynamic lighting, 4 k",no
sett league of legends wild rift hero champions arcane magic digital painting bioluminance alena aenami artworks in 4 k design by lois van baarle by sung choi by john kirby artgerm style pascal blanche and magali villeneuve mage fighter assassin,no
"beautiful angel with peacock feathers and golden diamond armor, shining light, pearls, god rays by Karol Bak, Ayami Kojima, Amano",no
"“last night a dj saved my life, one night in Bangkok”",yes
"afrofuturist woman in a crowded street wearing gold jewelry and a mask that covers the whole face, simple, cyberpunk, far shot, full body shot, 1970s X-Men art style",no
"the last warrior standing on the top of pile of skulls, the war has just ended, raining blood, extremely detailed digital painting, in the style of fenghua zhong and ruan jia and jeremy lipking and peter mohrbacher, mystical colors, rim light, beautiful lighting, 8 k, stunning scene, raytracing, octane, trending on artstation",no
"a beautiful assemblage of a team of surgeons gathered around a patient on an operating table, with one surgeon in the process of cutting into the patient's chest. the assemblage is full of intense colors and brushstrokes, conveying the urgency and intensity of the surgery. south park by claude cahun, by herbert list composed",no
andy milonakis portrait art by norman rockwell,no
"Kagome Higurashi, hyperdetailed, artstation, cgsociety, golden hour 8k, fractal flame",no
,error
"lithography on paper corner stone artifact conceptual figurative post - morden monumental dynamic portrait by goya and escher and hogarth, illusion surreal art, highly conceptual figurative art, intricate detailed illustration, controversial poster art, polish poster art, geometrical drawings, no blur",no
"triangles, thorns, skulls, modular origami, hyperprism, evil, high detail, 4 k",no
attack of the flying spaghetti monster!,no
"gigantic castle, adorned pillars, towers, gnarly trees, forrest, landscape, alex ross, neal Adams, david finch, concept art, matte painting, highly detailed, rule of thirds, dynamic lighting, cinematic, detailed, denoised, centerd",no
a cabinet photo of a zombie lurking at a dark corner of a demolished building at night on the 1800s,yes
"concept art by jama jurabaev, cyberpunk imperial military, science fiction, dynamic pose, templar, trending on artstation, high quality, brush stroke, portrait, symmetry, sparths, andree wallin, edvige faini, balaskas ",no
"cute brown tabby cat white nose bridge, (((pink nose))), slightly weird, mixed with a margay",no
"Kawaii Cat in the style of stefan kostic, art by artgerm",no
"portrait of a bearded female dwarf mechanic in working clothes. in style of yoji shinkawa and hyung - tae kim, trending on artstation, dark fantasy, great composition, concept art, highly detailed, dynamic pose, vibrant colours.",no
"dwayne johnson as the president, dynamic lighting, photorealistic fantasy concept art, trending on art station, stunning visuals, creative, cinematic, ultra detailed",no
"Extreamly beautiful Eyes, Hypnotic Eyes, Emotional Eyes, by Annie Swynnerton and Nicholas Roerich and jean delville, glowing paper lanterns, strong dramatic cinematic lighting , ornate tiled architecture, lost civilizations, smooth, sharp focus, extremely detailed",no
stylish cute wonderwoman portrait hd sharp 3d model vray render with mix of gal Gadot and Linda Carter in Pixar squareenix GTA game anime manga style trending on artstation pixiv skeb,no
a marble sculpture of walter white by michelangelo,yes
"highly detailed normal looking hippie, mundane, black hair, flying leaves on backround, symmetrical, red lips, paint by ilya kuvshinov and ilya repin trending on artstation, intricate details, energetic composition, golden ratio, concept art, illustration, elegant art",no
"epic alien jungle by zdzisław beksinski, greg rutkowski inside a giant futuristic bio structure by zaha hadid",no
"female wraith, undead, dynamic pose, elongated legs, long fingers, talons, skull, terrifying, dark, fog, artstation",no
"final fantansy 1 1 blue mage girl, anime style, short hair, hair down, symmetrical facial features, from arknights, hyper realistic, 4 k, rule of thirds, extreme detail, detailed drawing, artstation, drammatic, by alphonse mucha, greg rutkowski, sharp focus, backlit",no
Mushroom psychedelic shri yantra vision by Zaha Hadid,no
very fine detailed digitar art of mandalorian,no
"a futuristic steampunk city with art deco architecture, movie concept art, lush vegetation, trees, flowers, steam, smoke, junk, air ships, octane render, photo realistic, highly detailed, trending on artstationH 704",no
"dslr photo portrait still of vincent price wearing day of the dead makeup, 8 5 mm, f 1. 8",no
"a female warrior, character art portrait, anime key visual, official media, illustrated by sakimichan, extremely detailed, 8 k, trending on artstation, cinematic lighting, beautiful",no
"fat version of donald trump riding a horse as geralt of rivia from the witcher movie, dramatic film still, details, sigma 7 5 mm, 4 k",no
"big garden with black flowers, fog, rainy weather, metal album cover style, greyish colors -i -n 9",no
a pirate ship pulls into the port of night city cyberpunk 2077,no
