prompt,references_past
"portrait of queen of dreams, extremely beautiful is floating and merging among many nebula stars with lots of gigantic mushrooms and jellyfish, symmetrical composition, by gediminas pranckevicius, rafal olbinski, rob gonsalves, peter gric, digital painting, octane rendered, crepuscular rays, neon colors vibrant colors, trending on artstation",no
"a beautiful intricate epic futuristic epic scene of the cyber sphinx of giza, cinematic lighting",no
"giant grotesque flower made from communist dreams in the middle of abandoned post soviet constructivist cityscape, Stalinist architecture, ultradetailed by Hayao Miyazaki and Josan Gonzalez and Makoto Shinkai and Giuseppe Arcimboldo and Wes Anderson",yes
baroque rococo painting Royal Fancy Goblin Hildebrandt Lisa Frank high detail cute adorable whimsical up close gremlin,no
"a high detail shot of a chimp wearing a suit, smoking, unreal engine",no
"product still of bible, futuristic, techno, cyberpunk, product design, 3 d render, 3 d concept, isometric design, fun, swag, cute, geometric",no
"psychedelic angelic celestial being artwork of hieu and peter mohrbacher, ayahuasca, energy body, sacred geometry, esoteric art, rainbow colors, divinity",no
"film still close - up shot of boris johnson eating eggs on the beach from the movie monty python's the meaning of life. photographic, photography",no
renaissance painting of a princess holding a lightsaber,no
"evil rising in antarctica, heavy snow storm, northern lights",no
"the giant praying mantis head in the living room made of wax and water, film still from the movie directed by Denis Villeneuve with art direction by Salvador Dalí, wide lens",no
"blonde woman, swimming, swedish countryside, archipelago, morning, masterpiece, highly detailed, beautiful, atmospheric, impressionism, painting by Vladimir Volegov",no
johnny depp as king louis xv,no
"wildlife photography of a beaver chewing a green bamboo shoot, surrounded by flames and lava, f / 1. 8, soft focus, 8 k, national geographic, award - winning photograph by nick nichols and nick brandt",no
armor portrait heros warhammer 4 0 k horus heresy fanart - the primarchs emperor by johannes helgeson animated with vfx concept artist & illustrator global illumination ray tracing hdr fanart arstation zbrush central hardmesh 8 k octane renderer comics stylized,no
"hyperrealistic rendering of glamorous and sexy american pinup, beautiful pale makeup, pearlescent skin, seductive eyes and face, elegant woman, lacivious pose, very detailed face, seductive, sexy push up bras, photorealism, black background, deep color, disco light, official fanart behance hd artstation by Jesper Ejsing, by RHADS, Makoto Shinkai and Lois van baarle, ilya kuvshinov, rossdraws",no
a detailed impasto painting by shaun tan and david wiesner of an abstract forgotten sculpture by the caretaker and ivan seal,no
"metallic android carrying a sleeping child, background of farmland, buildings on fire, no blur, very detailed, nighttime, in the style of Simon Stalenhag",no
"beautiful earthen sorceress wearing wooden armor full body, trending on artstation, ultra fine detailed, hyper detailed, hd, concept art, digital painting",no
"face icon stylized minimalist peter dinklage lettuce!, loftis, cory behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination",no
"painting of cute girl, full stature, in style of rubens, photorealistic",yes
"tilt shift jesus pondering over a dug out trench wwi, dramatic light, zdzidaw, ultrafine, hyperrealistic, vintage, retro, 3 5 mm film still, movie",yes
"portrait of a female wizard in flowing sensual dress, long flowing hair, delicate, looking at camera, slightly smiling, realistic face, stylish, elegant, extremely detailed painting inspired by Gerald Brom, studio lighting",no
persian painting of an MMA match,no
"a close-up portrait of cyborg bat, dramatic backlighting, golden hour, autochrome, high contrast, highly detailed, sharp focus, digital painting, concept art, illustration, rock, chiaroscuro, trending on artstation, art Steven Stahlberg and Goya",no
"woman inspired by zdzislaw beksinski, infinite lake, clothes made out of veins, rgb, cables everywhere, bedroom, ultra realistic, concept art, intricate details, highly detailed, photorealistic, octane render, 8 k",no
fish walking on the beach on four legs.,no
"an anthropomorphic beautiful goddess skull wizard portrait wearing batik robe in a desert, round glasses, fine art, award winning, intricate, elegant, sharp focus, octane render, hyperrealistic, cinematic lighting, highly detailed, digital painting, 8 k concept art, art by jamie hewlett and z. w. gu, masterpiece, trending on artstation, 8 k",no
"a highly realistic, true to life portrait of a nina simone, sharp focus, by ilya kuvshinov, ruan jia, tom bagshaw, trending on artstation, cinematic lighting, hyper realism, octane render, 8 k, hyper",no
"portrait of a powerful pretty woman with wings, digital art, sharp details, concept art, smooth, sharp focus, illustration, symmetry face, fine details. art by alex ross, brittney lee - h 6 4 0",no
"a photo of a busy subway wagon, there is a huge monster octopus on the interior, tentcles creeping in thrugh the windows and gaps, people are scared and screaming while trying to flee through the windows, 1 6 mm lens,",no
"1820's photo from distance of a futuristic android opening a portal to another dimension at night, moody, dark, damage",no
neon zombies geog darrow greg rutkowski,no
"a closeup photorealistic photograph of bob ross working on a canvas painting of fred flintstone. film still. brightly lit scene. mountains and trees. this 4 k hd image is trending on artstation, featured on behance, well - rendered, extra crisp, features intricate detail, epic composition and the style of unreal engine.",no
"infinite fractals a world which rebuilds itself and destroys when needed 8 k uhd, unreal engine, octane render in the artstyle of finnian macmanus, john park and greg rutkowski",no
"Aphrodite Goddess of Love, intricate and vibrant natural colours, seductive, Portrait, Incredible blue and pink illustration, Exquisite detail, octane render, 8k, post-processing",no
"high definition snapshot from a movie of loki with a cute cat running together on a beach, 2 4 mm, photorealistic, photography, disney plus, loki, cute, professional photography, directed by wes anderson ",no
wonderdream faeries lady feather wing digital art painting fantasy bloom vibrant style mullins craig and keane glen and apterus sabbas and guay rebecca and demizu posuka illustration character design concept harmony atmospheric lighting butterfly,no
"hyperrealism close - up mythological portrait of a beautiful medieval woman's shattered face partially made of silver color flowers in style of classicism using the fibonacci golden ratio, pale skin, wearing black dress, dark and dull palette",no
"a nightmarish zombie, detailed",no
"tall bipedal creature in the darkness, claws, large long pointy teeth, drooling, shadowy cavern, highly intricate, detailed, 8 k, octane render",no
"A little city located entirely on a sheet of paper. Trending on art station, colorful, magical.",no
"an empty bloody throne, in the style of artgerm, charlie bowater, sam guay, atey ghailan and mike mignola, no people, vibrant colors and hard shadows and strong rim light, plain background, comic cover art, trending on artstation",no
warping mirror dimension from doctor strange huge Mountain In the style of Philip Hyde-H 576,no
