prompt,references_past
shamanic art by anderson debernardi and pablo amaringo,no
"horrific sentient meatloaf, hyper realistic, terrifying, disturbing, strange, bizarre, masterpiece, 4 k",no
"A very good looking human with three horns, concept art, detailed, cyberpunk, 8k",no
a lot of birthday balloons floating above a beautiful maritime port. digital art. artstation cgsociety masterpiece,no
"a beautiful detailed 3d matte portrait of a Sherlock Holmes style cat, magnifying glass, high details",no
"a colorful comic noir illustration painting of a glass skull by sachin teng and sergey kolesov and artgerm and pascal blanche. in style of digital art, symmetry, sci fi, hyper detailed. octane render. trending on artstation",no
"hard core geek coding a game in a weekend, photorealism, very detailed photograph",no
"high quality high detail painting by ilya repin, chineese family photograph, hd",no
digital painting of earth as seen from space covered in grey goop,no
"oriental witch in elder ring by stanley artgerm lau, greg rutkowski, thomas kindkade, alphonse mucha, loish, norman rockwel",no
"water color on paper, water park fun, highly detailed, artstation, masterpiece, award - winning,",no
( ( ( ( ( 1 9 5 0 s retro future robot android 1 9 8 0 s robot space pirate. muted colors. ) ) ) ) ) by jean - baptiste monge!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,yes
"A cute little anime girl with long indigo colored hair, wearing a red shrine maiden uniform, in a large grassy green field, petting a cat, shining golden hour, she has detailed black and purple anime eyes, extremely detailed cute anime girl face, she is happy, child like, near a Japanese shrine, screenshot from the anime Higurashi",no
"intricate, 3 d, 1 9 7 0 bmw m 1 two - door wagon estate, style by caspar david friedrich and wayne barlowe and ted nasmith.",no
"the curve of Earth from orbit, dramatic lighting!!!!",no
"professional photography of a sheep on a grassy hill, national geographic, bbc, balanced lighting, xf iq 4, f / 1. 4, iso 2 0 0, 1 / 1 6 0 s, 8 k, raw, unedited, symmetrical balance, in - frame",no
hillbilly redneck twins,no
"Mark zuckerburg lizard hybrid , digital art by Mandy Jurgens and Irina French and Heraldo Ortega , hyperdetailed, artstation, cgsociety",no
"t - shirt mockup, 3 d, hyper - realistic, basquiat style print, black boy white hair, rio de janeiro favela",no
illustrated by zdzisław beksinski,no
"a dark forest somewhere in usa, old photograph 1 9 2 0 s",yes
"picture : a beautiful young blond anime girl, dazzling large green eyes, bikini, white miniskirt, highly detailed, cinematic wallpaper by stanley artgerm",no
"still photo of a cute persian cat, highly detailed, photorealistic portrait, bright studio setting, studio lighting, crisp quality and light reflections, unreal engine 5 quality render",no
"Joe Biden as cyclops in X-Men, shooting lasers",no
sonic the hedgehog as a megaman boss,no
"a portrait of a beautiful full body Emma Stone vampire sharp teeth open mouth, covered in blood, art by lois van baarle and loish and ross tran and rossdraws and sam yang and samdoesarts and artgerm, digital art, highly detailed, intricate, sharp focus, Trending on Artstation HQ, deviantart, unreal engine 5, 4K UHD image",no
"hologram transparent beautiful portrait asian geisha girl, wet hair vertical, engine part alien space helmet, suit from motor parts, sitting on pilot seat, inside Tokyo subway alley, neon signs, glass reflections on top, osaka skyline background, low contrat, digital art, octane render, style",no
"side view of a cloaked ancient alchemist steampunk wizard casting a spell, high details, lineart, by vincent di fate and joe fenton,, inking, screen print, masterpiece, trending on artstation, sharp, high contrast, hyper - detailed, hd, 4 k, 8 k",yes
"figure looking through a wide window, dark medieval hall, night, realistic, cold colors",no
"junker queen from overwatch, mohawk, braids, blue hair, face paint around eyes, character portrait, portrait, close up, concept art, intricate details, highly detailed, vintage sci - fi poster, retro future, in the style of chris foss, rodger dean, moebius, michael whelan, and gustave dore",no
"eyes, guitar, extremely Highly detailed, Occult, funny, humorous, humor, hilarious, funny, entertaining, magical, trending on artstationHQ, closeup, D&D, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, surrealism",no
"A head and shoulders portrait of an attractive fairy by Greg Rutkowski, Sung Choi, Mitchell Mohrhauser, Maciej Kuciara, Johnson Ting, Maxim Verehin, Peter Konig, Bloodborne, 8k photorealistic, cinematic lighting, HD, high details, dramatic, dark atmosphere, trending on artstation",no
"Evil t-rex, the devil, sticker, blood thirsty, spawn of Satan, burning in hell, blood, evil, colorful, illustration, highly detailed, simple, smooth and clean vector curves, no jagged lines, vector art, smooth",no
cinematic photo of a beautiful dark blue axolotl woman lit with saturated split colour yellow and red lighting making pottery,no
"cyberpunk mechatower made out of billions of stacked computer screens by simon stalenhag and dan mumford, omnipresent ai god, mass effect fantasy, cinematic lighting",no
"wizard, full body, hyper realistic, extremely detailed, dnd character art portrait, dark fantasy art, intricate fantasy painting, dramatic lighting, vivid colors, deviantart, artstation, by edgar maxence and caravaggio and michael whelan and delacroix.",no
A Borg drone from the movie Star Trek First Contact,no
"color pentax photograph of massive, pristine, zaha hadid storm surge barriers, from an aerial perspective. very beautiful!",no
"a portrait of a cat in the forest, trending on artstation, trending on furaffinity, digital art, by kawacy, anime, furry art, warm light, backlighting, cartoon, concept art",no
"extraterrestrial by jonas loose and ridley scott, oil on canvas, highly detailed, 8 k, masterpiece",no
"metabots medabots medarotto medarot robot minimalist comics helmet mask neon cybereye, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination ray tracing hdr radiating a glowing aura",no
"humanoid red squirrel. The mood is warm and friendly. dungeons and dragons portrait. highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by Josh kirby and John romita jr and moebius",no
"steampunk assassin with prosthetic mask, portrait, digital art cedric peyravernay, greg rutkowski, viktoria gavrilenko, artgerm",no
Video game that looks like real life 4K quality super Realistic,no
"hand drawn cute one gnomes close - up face upscale in autumn disguise holding pumpkin, detailed closeup face, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski",no
A portrait painting Spock from Star Trek painted by Norman Rockwel,no
Albert Einstein as a character in the movie Pulp Fiction,no
"palenque, ancient mayan city, unreal 5, hyperrealistic, realistic, photorealistic, dynamic lighting, highly detailed, cinematic landscape, studio landscape, studio lighting",yes
"urban school vampire girl in fancy clothes fanart, dark purple long hair, muted colors, matte print, pastel colors, ornate, digital art, cute smile, digital painting, fan art, elegant, pixiv, by Ilya Kuvshinov, by Studio Ghibli",no
Peter Parker Spiderman with his mask pulled halfway up,no
