prompt,references_past
"highly detailed illustration of friendly monsters laughing and dancing around beautiful warm cups of coffee, amongst coffee beans and flowers, and rainbows in the style of Japanese illustration, Maurice Sendak, Tove Jansson",no
"cell shaded adult animation, a birds eye view overlooking a walled off ancient fantasy city being attacked by horrific monsters, surrounded by mountains and trees of greens and browns, rivers, concept art by josan gonzales and wlop, Laurie Greasley, Jordan Grimmer, Beksiński and james jean, highly detailed, sharp focus, Trending on Artstation, HQ, deviantart, art by artgem",no
"A surreal and enigmatic landscape with a spiral galaxy in the sky, digital painting, trend on pixiv, surreal, enigmatic, abstract, dreamlike, amazing, modern art, 3D with depth of field, by Lim Chuan Shin, Saeed Morshed, and Allan Jabbar",no
"goddess of technology in the forest, covered with plants and mushrooms, hair made of cords and wires, electricity, beautiful symmetrical face, steampunk, one head, a lot of jewellery, gold, earrings, gears - mystical forest - octane render, 8 k, cinematic light",no
"sophie turner as the little mermaid by Stanley Artgerm Lau, WLOP, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano, ArtStation, CGSociety",no
"grainy photo of an ugly woman, wearing bionic implants, cyborg!!! android! robot!! criminal!!, (((((high tech, circuit boards, cyberpunk))))), mugshot!!",no
"dramatic view of a waterfall of a fantasy island mountain, fog, waves, caustics, dappled sunlight, symmetry, dramatic lighting, ultra detailed, sharp, ambient occlusion, bloom, raytracing, vibrant, vivid colors, 3 d artstation render, cgsociety, by dylan cole and jordan grimmer",no
"hyper detailed comic illustration of a cyberpunk Sydney Sweenywearing a futuristic sunglasses and a gorpcore jacket, markings on his face, by Josan Gonzalez and Geof Darrow, intricate details, vibrant, solid background, low angle fish eye lens",no
"elven angel meditating in space, halo, light shafts, wisps, sandstorm, light diffusion, godly, ascending, by moebius, digital art, beautiful, sacred, holy, surreal, fantasy art, oasis, by durer, durer, fairies, surreal alien kingdom, ancient civilization, alien language, space civlization, dmt entity, machine elf, machine elves, 4d, advanced civilization, anunaki, sacred geometry, pretty face, starscape, shrouded figure, obscured face, smooth, visionary art, energy, by peter morhbacher",yes
spaghetti Medusa,no
"highly detailed, high resolution, character design art, stunning, volumetric lightning, matte, sharp focus, warship turrets, warship parts, 150mm, illustration, artstation, by kuvshinov ilya, realistic human anatomy, simple design, realistic military gear, sailor uniform, from kantai collection movie",no
"a painted cartoonish scene, an open suitcase sits on a table, the open suitcase contains a vast pile of toys, the pile of toys rises all the way to the ceiling, the pile of toys blocks the background, a woman stands next to the table and suitcase, the woman holds more toys",no
"iridiscent oil spill with women corpses connected by cables and computers to wax forms to a buried baby relaxing on yoga mat, faded, iridiscent gradient, dust, purple fog, depth of field, by nadav kander and hans bellmer, 8 k, ultrarealistic, sad atmosphere, cinematic, 8 5 mm lens",no
vaporwave art of a fashionable zombie that wears sunglasses,no
"portrait of a panther, d & d, armour! muscular, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"psychedelic blacklight airbrush artwork, motorcycle, hyper stylized action shot of an orc biker riding a motorcycle, clear focused details, soft airbrushed artwork, black background, cgsociety, artstation",no
"plane on the sky!!!!!!!! d & d fantasy intricate elegant highly detailed digital painting artstation concept art matte sharp focus illustration hearthstone art by artgerm art by greg rutkowski, art by alphonse mucha",no
"dragon, digital art, majestic, fantasy, d & d, intricate, hyper detailed, devianart, artstation, art by wlop and artgerm, concept art, smooth, concept art, vibrant, photorealistic, rj palmer, rossier, jessica",no
Rihanna as Catwoman,no
"full body pose, beautiful adult book fairy, pixar, short white hair shaved sides, dirty, grungy, grunge, long sleeve, painted overalls, stacks of giant books, highly detailed, 4 k, hdr, smooth, sharp focus, high resolution, award - winning photo, artgerm, photorealistic",no
"very detailed, prophet graphic novel, ilya kuvshinov, mcbess, rutkowski, simon roy, illustration of a cyberpunk military woman, colorful, cinematic composition, studio lighting",no
"close up of teeth with metallic grills, gritty grainy black and white film photograph, album artwork",no
a perfect photograph of a man with skin squid grafts. his face is slick with oozing slime. he is wearing a translucent concrete face mask. the man is disintegrating into butter. a sculpture of nonsense. a bizarre phantom memory of a past that never was.,yes
"retro futuristic mans face with clocks for his eyes surreal, absurd",no
"the portrait of an absurdly beautiful, graceful, elegant, sophisticated, sensual young teen girl made up of lemons looking up, an ultrafine hyperdetailed illustration by kim jung gi, irakli nadar, intricate linework, bright colors, octopath traveler, final fantasy, unreal engine highly rendered, global illumination, radiant light, detailed and intricate environment",no
Sasquatch practicing caber toss with trees,no
"a playing card in the style of a retro intricate colorful carved bright white ivory panelling depicting themes of comedy and silliness, lustrous, opalescent, pearlescent billboard, and the words'imagine prompt'but subliminally",no
"goddess portrait. jellyfish phoenix head. nautilus butterfly intricate artwork by Tooth Wu and wlop and beeple. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8k",no
trading view chart analysis,no
"cute little cat cowboy, tiny, small, miniature animal, baby animal, short, pale black armor, cute and adorable, pretty, beautiful, dnd character art portrait, matte fantasy painting, deviantart artstation, by jason felix by steve argyle by tyler jacobson by peter mohrbacher, cinematic lighting",no
"the arches, bridges, stairways and towers of Rivendell at sunset in the autumn, by  Maxfield Parrish, Mucha, Donato Giancola, Thomas Kincade, and James Gurney",no
"handsome men reminisce about the end of winter in a meadow, new grass just begins to poke out of the snow, warm colors, hard angles, painting by gaston bussiere, craig mullins, j. c. leyendecker",yes
"A human elemental mage character concept, trending on artstation, 4k, portrait, comic styled",no
"top down full - view of a long table filled with plates and cutlery after dinner in a military canteen during ww 2, filmgrain, dim lighting",yes
"hyperdetailed photo of a serious woman with light blue eyes and open mouth, very short hair, in a cybercity, in front of smoke behind, wearing wool flannel suit, inside berghain, classic, photo 3 5 mm leica, hyperdetail, 8 k, very detailed, fine face",no
"cinematic film still of Chance The Rapper starring as a Samurai holding fire, Japanese CGI, VFX, 2022, 40mm lens, shallow depth of field, film photography",no
"knights of the zodiac saint seiya minimalist suit armor manga helmet mask 2 0 2 2, masami kurumada, shiori teshirogi, megumu okada, toru furuya, tatsuya hamazaki shigeyasu yamauchi",no
"armored, beautiful stars, cybernetic, sci-fi space game art, jeon Jungkook holding a gun. alien planet art by Akihito Yoshitomi AND Yoji Shinkawa AND Greg Rutkowski, Mark Arian trending on artstation",no
"an old coat of arms in a 1930s retro futurism style, with bones annd skulls",yes
Geralt from The Witcher fighting a Thunderjaw from Horizon Zero Dawn 4k oil painting,no
"portrait of an antropomorphic doberman creature, black hair, human body, angry look, ready for battle, masterpiece, mattepainting concept blizzard pixar maya engine on cold night stylized background splash comics global illumination lighting artstation lois van baarle, ilya kuvshinov, rossdraws",no
"arthur pendragon flirting wit his knight. the knight is also flirting back, highly detailed painting by gaston bussiere, craig mullins, j. c. leyendecker",no
An app icon that features a stylised flux capacitor from Back to the Future,yes
"kodak portra 8 0 0, flickr photograph view of a calm hallway street street with blue roses in downtown neo - venezia in a dreamy afternoon, a corner shop can be seen",no
