prompt,references_past
"hyper realistic portrait of ( ( thom ) ) ( ( yorke ) ) singer songwriter, side, liminal space, by lee bermejo, alphonse mucha and greg rutkowski",no
"Psychedelic Inter-dimensional freemasonic checkered trippy dreamscape in the style of an album cover by Howard Finster,  Michael Cheval (unreal engine, 3d highly detailed, 8k, UHD, fantasy, dream, otherworldly, bizzare, spirals, colourful, vivid)",no
"sleeping lady in a dark room in heatwave, oil painting by george tooker",no
"fish swimming in a blender, photorealistic, detailed",no
"jim henson's labyrinth. hedge maze. lush orchard, with strange fruit trees. fairies fight with hummingbirds for nectar. edgar maxence and caravaggio and michael whelan and delacroix style, artistic, intricate painting, cinematic lighting, hyper realistic, extremely detailed, vivid colors, establishing shot, dramatic lighting",no
"portrait of Princess Mononoke, countryside near forest, calm, fantasy character portrait, dynamic pose, above view, sunny day, thunder clouds in the sky, artwork by Jeremy Lipkin and Giuseppe Dangelico Pino and Michael Garmash and Rob Rey, very coherent asymmetrical artwork, sharp edges, perfect face, simple form, 100mm",no
"dramatic render of an asteroid impacting earth, space nebula, cgsociety, artstation, 4k",no
godzilla attacking fukushima daiichi unit 4,no
"highly detailed surreal vfx portrait of a elfpunk grim reaper, stephen bliss, unreal engine, greg rutkowski, loish, rhads, beeple, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, alphonse mucha, global illumination, detailed and intricate environment",no
"A beautiful illustration of a young girl with long flowing hair, looking up at the stars. She appears to be dreaming or lost in thought. mariachi, medieval parchment by Scott Naismith, by Lorenz Hideyoshi, by Michael Whelan vfx, beautiful",no
"evolving fractal, flowing white architectural Villa, futuristic 3D, voronoi pattern pavilion with magnolias on the roof, perforated shaders, sunrays through the pavilion structure, lush botanical trees, prairie landscaping, sunrise, golden hour, illuminated pool, fluffy clouds",no
"food photo still of soft serve swirled frozen yogurt topped with broccoli and rainbow sprinkles, 8 5 mm f 1. 8 studio lighting",no
"a portrait of the machine dragon, epic angle and pose, symmetrical artwork, 3d with depth of field, blurred background, cybernetic face skull gear wheel, translucent, nautilus, energy flows of water and fire. a highly detailed epic cinematic concept art CG render. made in Maya, Blender and Photoshop, octane render, excellent composition, cinematic dystopian brutalist atmosphere, dynamic dramatic cinematic lighting, aesthetic, very inspirational, arthouse, by Greg Rutkowski, Ilya Kuvshinov, WLOP, Stanley Artgerm Lau, Ruan Jia and Fenghua Zhong",no
Beautiful colored-photo cameraphone 2005 soft liminal Photograph of frankish soldiers,yes
"a gorgeous female photo, professionally retouched, soft lighting, realistic, smooth face, full body shot, torso, dress, perfect eyes, wide angle, sharp focus on eyes, 8 k high definition, insanely detailed, intricate, elegant, art by stanley lau and jason chan and johannes wessermark",no
"a photo of a massive sea monster made of pieces of colorful coral reef emerging from the ocean, epic vfx shot, waves, splashing water, creature design, award winning photography, national geographic",no
"photo of a gorgeous Gal Gadot pink pixie cut hair by Mario Testino, detailed, award winning, Sony a7R",no
"“a woman sleeping inside the tunnel,dark,woman wearing a white fancy dress,style pre-Raphaelite,nebulas trail as she moves, hyper realistic,moody lighting, cinematic composition”",no
"Beautiful exoplanet life-orb flower blooms in the surrounding mist, by Daniel Merriam, featured in artstation, octane render, cinematic, elegant, intricate, 8k",no
"portrait of a beautiful 2 5 year old fantasy sorceress with ornate hair style and arcane jewelry, by paul barson and annie leibovitz and artgerm, photorealistic, f 1. 8, soft lightning, high detail, 8 k",no
"Photorealistic demonic eldritch tree in the style of Michael Whelan and Gustave Dore. Hyperdetailed photorealism, 108 megapixels, amazing depth, glowing rich colors, powerful imagery, psychedelic Overtones, 3D finalrender, 3d shading, cinematic lighting, artstation concept art",no
the interior from an imperial base from star wars,no
"ginger viking with flowing long wavy hair in leather and metal armor, bare chest, very pale, very hairy, very muscular, very tall, full body picture, fantasy, dungeons and dragons, detailed digital art, 4 k",no
"concept art of a magical castle, depth of field background, artstation, award - winning realistic sci - fi concept art by jim burns and greg rutkowski, beksinski, a concept art masterpiece, red color palette, james gilleard, bruegel, alphonse mucha, and yoshitaka amano.",no
"The oracle of trees, by Tomasz Alen Kopera, masterpiece",no
jawsus,no
boris johnson singing on americas got talent with a microphone | tomatoes and anchors being thrown 4 k photograph,no
"highly detailed poster of'i love you ', stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, alphonse mucha, global illumination, radiant light, detailed and intricate environment",no
"portrait of young woman in renaissance dress and renaissance headdress, art by frida kahlo",yes
"film still of Lara Croft as John McClane in Die Hard, thicc, large chest, crop top, white thong, 4k",no
"portrait painting of a friendly bugbear police officer, ultra realistic, concept art, intricate details, eerie, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and magali villeneuve and alphonse mucha",no
amazing lifelike award winning pencil illustration of macho man Randy savage trending on art station artgerm Greg rutkowski cinematic,no
