prompt,references_past
"nintendo switch box cover of a new starfox spinoff action game featuring portrait of anthro fursona furry wolf o'donnell, rated t for teen",no
dark matter red infernal world future schizophrenia ambient sun and ocean HD 8K,no
"Billie Eilish, by Mark Brooks, by Donato Giancola, by Olivia De Berardinis, very very very very very very beautiful, glowing hair, angel",no
"Photorealistic devil in the garden of eden in the style of Michael Whelan and Gustave Dore. Hyperdetailed photorealism, 108 megapixels, amazing depth, glowing rich colors, powerful imagery, psychedelic Overtones, 3D finalrender, 3d shading, cinematic lighting, artstation concept art",yes
"realistic! photoshoot for a new balenciaga lookbook, color film photography, portrait of a beautiful woman wearing a balaclava mask, photo in style of tyler mitchell, 35mm lens",no
"machine learning engineers laugh whilst celebrating their latest large language model as the world burns behind them, retro futuristic illustration ",yes
random,no
"portrait of ninja scorpion of mortal kombat video game holding a fork with a chorizo, dramatic ambient lighting, high detail, vibrant colors",no
"a cyber cowboy holding a blaster, full-body shot, digital painting, smooth, elegant, hd, art by WLOP and Artgerm and Greg Rutkowski and Alphonse Mucha",no
"mecha robot, hanging gardens of babylon, temple of artemis at ephesus, waterfalls, blooming hills with spring flowers and pillars by helen lundeberg",yes
"A ultra detailed matte painting of a wicked witch, concept art by Anato Finnstark, trending on artstation,",no
a far away shot of a tornado hitting a house,no
human holograph looking to his refelection in mirror,no
"character concept art of aerith gainsborough together with cloud strife at gold saucer, istinct - fine, key visual, realistic shaded perfect face, fine details by stanley artgerm lau, wlop, rossdraws, james jean, andrei riabovitchev, marc simonetti, sakimichan, and jakub rebelka, trending on artstation",no
"portrait of two beautiful pale gothic cyborg maidens kissing, warhammer 40000, cyberpunk, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and Gustav Klimt",no
"portrait of russian tsar in Cap of Monomakh  watching smartphone masterpiece painting by vasnetsov and surikov serov, JEAN-VICTOR BERTIN, by Terence Cuneo, detailed, artfully traced, 4k resolution, cinematic, dramatic",yes
"2 dimensional, vector, low poly, black crystal katanas icon, grey background, cgsociety, artstation, octane render",no
"70s movie still of a man yelling with trypophobia mouth in hospital, eastmancolor, heavy grain, high quality, higly detailed, liminal space",no
"Double Sunset over a desert, large twin sunset, cinematic, rendered by simon stålenhag, rendered by Beeple, Makoto Shinkai, syd meade, inspired by Gundam, environment concept, digital art, unreal engine, 3 point perspective, WLOP, trending on artstation, low level, 4K UHD image, octane render,",no
"surviving through nuclear winter, dystopian surrealism, digital painting, vibrant color",no
treasure map leading to an aztec temple in the middle of the amazon jungle,no
Scarlett Johansson in a scene from Battlestar Galactica,no
"A full portrait of a beautiful terrible dystopian boneyard nordic necromancer sorcerer enchanter, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by Krenz Cushart and Artem Demura and alphonse mucha",no
" Anthropomorphized Dog casting epic spell, magic the gathering artwork, D&D, fantasy, cinematic lighting, centered, symmetrical, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, volumetric lighting, epic Composition, 8k, art by Akihiko Yoshida and Greg Rutkowski and Craig Mullins, heroic pose, oil painting, cgsociety, magic lab background",no
"a mutant man with a crow beak growing from his skull, daguerreotype, studio lighting, hyperrealistic, ultra detailed",no
"Beautiful Kristen Stewart as Wonder Woman, western, D&D, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha",no
"Nighttime launch of the Space Launch System from LC-39B at Kennedy Space Center, 2025, award-winning photo by National Geographic",no
"surrealism grunge cartoon portrait sketch of little girl with a wide smile and a red balloon by - michael karcz, loony toons style, pennywise style, horror theme, detailed, elegant, intricate",no
"immaculate painting of A Beautiful fine detailed gold and red and black Forest Illusion by erik johansson micro detailing, no people",no
"still of pretty Irelia (League of Legends) in KDA More music video. 3d render, octane render, game art, realistic, highly detailed, trending on artstation, 4k, trending on artstation, pixar, cgsociety, unreal engine 5, redshift render, trending on artstation, blender, behance, cg",no
"boris johnson and liz truss standing together painting in the style of american gothic frant wood, hyper real ,",no
,error
concrete birds. laminar flow. aqua. dancing particles. brutalism.,no
"John Wayne sit in a plain, hyperdetailed, artstation, cgsociety, 8k",no
"Taylor swift demon queen, black armor, wings, Ivan Aivakovsky, Boris Vallejo, epic fantasy character art, D&D Concept Art, full length, Realistic, Regal, Refined, Detailed Digital Art, Oil Paining, Exquisite detail, post-processing, masterpiece, Cinematic Lighting, Unreal Engine, 8k, HD, Stanley Artgerm Lau, WLOP, Rossdraws, Frank Frazetta, Andrei Riabovitchev, Marc Simonetti, trending on artstation",no
"Jimmy Kimmel interviewing Freddy Fazbear, tv show, television,",no
"Photo of Hong Kong Skyline in Fallout 4 Style, 8K, daytime, very detailed, high quality",no
"beaver being roasted over a fire, photograph",no
"ultrawide angle colour masterpiece dream by kilian eng and jean giraud, incredible sense of depth and perspective and clarity, weird abstract avant garde epic, 8 k",no
"1990s, unbelievably beautiful, perfect, dynamic, epic, cinematic 8K HD movie shot of two semi-close-up japanese beautiful cute young J-Pop idols actresses girls, they express joy and posing together. By a Chinese movie director. Motion, VFX, Inspirational arthouse, high budget, hollywood style, at Behance, at Netflix, with Instagram filters, Photoshop, Adobe Lightroom, Adobe After Effects, taken with polaroid kodak portra",yes
"hulk in a kid's swing at the children park, clear face, very angry, still shot from the new hulk and avengers movie, 4 k",no
"the inside of a computer by mahmoud farshchian, mia brownell, very detailed, maximalism, ambient occlusion, volumetric light, atmospheric haze, hyper realism, realistic shading, cinematic composition, realistic render, photorealistic, wide shot",no
"Emma Watson dishevelled photorealistic portrait grimy sweating wet face dirty t-shirt and torn jeans in broken biomechanical fractal armour abandoned sci-fi gas station, dark and dim atmospheric smog trending on artstation 8k matte painting, dramatic lighting, dramatic shadows professional photograph by Cecil Beaton",no
"made in abyss beautiful scenery, ultra detailed, 8k",no
"IKEA catalogue photo of a cyberpunk kitchen on a spaceship, by Ravi Zupa",no
"O'Neill cylinder colony Stanford torus, view of villages, hills, forest, rivers. Space colony, inside view, octane rendering, humanity's cosmic future, stellar sky, cinematic, hyperdetailed, photorealistic, hyperrealism, octane rendering, 8k, depth of field, bokeh, masterpiece, fantastic art",no
"2d props concept game design assets sci-fi room components, modular",no
"( ( ( ( ( 1 9 5 0 s retro future android robot bully kid. muted colors., ) ) ) ) ) by jean - baptiste monge,!!!!!!!!!!!!!!!!!!!!!!!!!",yes
"3 d model of a beautiful couch designed by salvador dali, detailed, harmonic colors",no
"a girl with black hair, overwatch tracer, with a very beautiful symmetrical face, a smile on her face, tanned skin, in a yellow bikini, against the background of a sea beach, in art style, high detail, digital painting, hyperrealism",no
