prompt,references_past
"Doomslayer fighting ocean demons, artstation, high detail",no
looping wood material,no
"IKEA catalogue photo, cyberpunk teenager bedroom, robots, by Beksiński",no
"portrait of a long black haired woman in the style of mass effect, leather trench coat, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k",no
"portrait of shannon purser, intricate, elegant, glowing lights, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars ravelo and greg rutkowski",no
"surreal scarlett johansson covered in chromatic abberations mysterious foggy misty room, beautiful, pscychodelic, trending on artstation, artwork by Nicolas Winding Refn",no
"A priest who worships a god of hedonism, illustration, soft lighting, soft details, dark mood, painting oil on canvas by Edmund Blair Leighton and Charlie Bowater octane render trending on artstation d&d characters, 4k, 8k, HD",no
"Portrait of a young elf wizard, magic scholar, D&D, trending on artstation.",no
"A giant martini glass pouring a shadow into a woman's mouth, expressionist, dark mood, by Dave McKean",no
"“ anime cute and beautiful full body female, love comedy girl, highly intricate detailed, light and shadow effects, intricate, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digital anime art ”",no
"Vibrant Colorful Vintage Horror Illustration of a Monster at the Cafe. Glowing , Spooky lighting , Pinterest",no
"arcane wizard x boba fett, 3 d digital art, character mashup, epic volumetric lighting, combination art, photorealistic ",no
"Mona Lisa as a DJ at a rave, wearing headphones, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"troop of grannies with white bob hairdos, tight light blue neopren pilot suits, futuristic cloning facility, sci - fi, highly detailed, cinematic",no
"disney pixar visual of a sassy woman wearing assamese mekhela bihu gamosa party wear modern costume ; official media ; highly detailed cute face by wlop ; 3 6 0 rotation reference ; octane render, unreal engine 5, trending on artstation, 8 k high resolution, global illumination ray tracing ; symmetrical, cinematic, high coherence, hdr fabric textures",no
"a floating ships at a sky harbour by Ian McQue and Greg Rutkowski, sunrise, epic atmosphere, Trending on Artstation, serene, calm",no
"overwatch tracer, with a very beautiful symmetrical face, a smile on her face, tanned skin, in a yellow bikini, against the background of a sea beach, in art style, eye color green, hair color, green, high detail, digital painting, hyperrealism",no
