prompt,references_past
"halston sage as a punk rocker, character sheet, concept design, contrast, hot toys, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect",no
"Manga cover portrait of an extremely cute and adorable beautiful girl holding an extremely grumpy cat, 3d render diorama by Hayao Miyazaki, official Studio Ghibli still, color graflex macro photograph, Pixiv, DAZ Studio 3D",no
"metabots medabots medarotto medarot robot minimalist comics, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination ray tracing hdr radiating a glowing aura",no
"a portrait of a woman advertising coke, 1 9 5 0's, punk by roy lichtenstein",yes
"highly detailed portrait of a street punk lady student, blue eyes, parka jacket, beanie hat, white hair by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, gradient pink, black, brown and light blue color scheme, grunge aesthetic!!! ( ( graffiti tag wall background ) )",no
"lovecraftian pistol, light pink, Japanese style, cute, oil painting",no
"psychedelic organic cyborg, art by albert aublet",no
"portrait of berlusconi naraka astronaut painted in miyazaki color style drawn by katsuhiro otomo and takato yamamoto, high detail, intricate linework, sharp, monster face, perspective, manga and anime",no
Jared Leto in cyberpunk 2077 extremely high quality unreal engine 5 8k hyperdetailed photorealism,no
Scarlett Johansson as Kim Possible,no
"epic masterpiece torment, drama, sweaty skin, hyperrealistic, octane render, cinematic, beautiful face and flawless skin, perfect hands, 5 fingers, gold by Ross Tran, Legends of Runeterra",no
"a futuristic city scape of vertical organic farms, growing, mossy cellular structures, epic landscape, endless towering science fiction towers, raining, misty, in the style of john harris",no
elon musk and mark zuckerburg wearing gold chains on a 90s rap album cover. They wear hats backwards and elon throws money in the air. ,yes
"very beautiful female barbarian, smiling, flirty, eye contact, perfect face, perfect body, drawn by artgerm",no
"a man vaping  , D&D, fantasy, intricate, cinematic lighting, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha",no
"irminsul, gaudi, intricate stained glass",no
"Highly detailed oil painting of a white tower with red flowers growing on it, high contrast colors, blue sky, grassy field, greg rutkowski, trending on artstation",no
