prompt,references_past
"Ornate glass sphere shaped victorian wizard's clock, intrincate details, frontal view, natural light, candle light. by Johan Georg Hainz , very realistic, ultrafine details, fantasy artwork, extreme high detail.",no
saddam hussein playing with bionicle,yes
"a beautiful young charming asian goddess with sundress + jewelry + shinny eyes | | winter, symmetric, realistic shaded, unpleasant face, good looking, fine details, dior, lv, realistic shaded lighting poster by greg rutkowski, macoto takahashi, magali villeneuve, artgerm, jeremy lipkin and michael garmash",no
samurai robot with katana portrait ( head and bust ) in the style of sylvian boussiron 8 k,no
"film still of!!!! chloe bennett!!! as lara croft in new tomb raider movie, 8 k",no
"a painting of flowers in a vase on a table, a silk screen by janet fish, trending on pinterest, holography, fauvism, vivid colors, rich color palette",no
"interior of a beautiful and cozy bedroom, modern minimal design, vaporwave wallpaper texture, vivid lighting, purple color scheme, photorealist, 4 k",no
"face icon stylized minimalist nintendo, loftis, cory behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination",no
movie still of jack black starring as blanka in the 2 0 2 6 live action street fighter movie,no
full words : samgu on cloud,no
"close up face of a extremely beautiful bond female VAMPIRE portrait, Masterpiece, oil on canvas, artgerm, norman rockwell, craig mulins, trending on pxiv,",no
"a middle aged man explores london, cartoon",no
"a dark artistic photo of an alien creature with crazy wings, big budget horror, a polaroid photo, bleeding decaying colors!",no
"the detailed portrait of taylor swift in a knight armor, epic fantasy art, mystical, mystic atmosphere, mythology, photo realistic, high detail, ultra realistic, hyper realistic, high definiton, 4 k uhd,",no
"of a beautiful Hyperrealistic Giger tall royal castle in the middle of a dark scary smokeysurreal jungle, creepy cute creatures everywhere, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render",no
Walter White in MultiVersus (2022),no
"fear bottled in a jar, gustave dorè",no
"photograph of richard stallman as a professional bodybuilder, happy facial expression, black and white photograph, 3 5 mm",no
"symmetrical lovely human 1 9 9 0 s portrait of lisa simpson, grainy high contrast black and white photography photo print ilford warm tone",no
a pizza topped with hotwheels cars,no
"portrait of samus devouring her metroid son by francisco goya, 4 k, high quality",no
"a seal on a hand glider, 4 k, highly detailed",no
"close up of lara croft wearing tight latex armor, cinematographic shot, by daniel f. gerhartz",no
"a crystal mushroom sharp, jagged, reflective, high detail, unreal engine",no
"beautiful portrait of a fluffy moth in the style of Mark Ryden, detailed, trending on Artstation",no
"intricate, 3 d, endless wastes vast desert abandoned buildings, style by caspar david friedrich and wayne barlowe and ted nasmith",no
full length portrait of timothee chalamet as a gothic punk warrior by lawrence alma tadema and zdzislaw beksinski and norman rockwell and jack kirby and tom lovell and greg staples,yes
"full figure ultra realistic illustration, madeleine mantock from charmed second re run, as marvel enchantress, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"design logo concept of a wolf. vector, photoshop",no
"beautiful drawing style, lone girl holding umbrella, contrast, visible rain, vaporware cartoon manga japan!! 👘🌸⛩ background, vibrant neon pastel, kawaii, rainy gloomy, rainy night",no
"kitsch fashion, trashy photo, androgynous people in white clothes, new age, vogue",no
the start of a new life,no
"female adventurer in tight full - body daedric leather armor of dunmer design with a red porcelain crow mask, trending in artstation, establishing shot",no
"A portrait of a plump romanian woman, art neuveau woman with straight brown hair in a Bob, no bangs, brown eyes, full face, olive skin, romanian heritage, full shot, mid-shot, 8k, by mucha",no
"symmetry!! indian prince of technology, solid cube of light, hard edges, product render retro - futuristic poster scifi, lasers and neon circuits, brown skin handsome indian prince, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, dreamlike, art by artgerm",no
"symmetry!! kurt russel, machine parts embedded into face, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k",no
promotional advertising photo of a cat car,no
"A neuromancer very highly detailed digital artist with very highly detailed face on the street of a very highly detailed neuromancer sci-fi city digital rational painting art by Greg Rutkowski, sci-fi highly detailed, digital concept art, Dimensional cyan gold natural light, sharp focus, Golden Ratio illustration, realistic concept art by Stephen Hickman and James Gurney and Hiromasa Ogura Ghost in the Shell rendered in Octane Render, From the distance",no
"an artic fox sitting on an ornate elizabethan couch, intricate, detailed, volumetric lighting, sharp focus, photorealism, digital painting, highly detailed, concept art, by roger dean and simon stalenhag and mark brooks",yes
love,no
"portrait of spider man, highly detailed, centered, solid color background, digital painting",no
"salma hayek as black widow in the avengers, portrait realistic photograph, very detailed face",no
"still life aesthetic layout of letter, open envelope, dried flowers, oil on canvas",no
"ESPN still of Yoda playing in the nba playoffs live on espn, 4k",no
fine beautiful rococo artnouveau skull necklace,no
"Portrait of female sorceress with long red wavy hair and a green dress and a goblet with a glowing potion in it, epic dark fantasy, medium shot, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"A portrait of a god of cat ,D&D, fantasy, highly detailed, digital art, artstation, smooth, sharp focus, fantasy illustration, art by Peter Tang and artgem and Alina Ivanchenko and Hirokazu Yokohara and Kago Shintaro",no
"Pale vampire riding on a bicycle in front of McDonalds scary building, painting by Zdzisław Beksiński",no
,error
gandalf swordfighting in pirates of the caribbean 2 0 0 7,no
