prompt,references_past
walking talking computer,no
"mechwarrior 5 : mercenaries mech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart jesper ejsing, by rhads, makoto shinkai borderlands and by feng zhu rossdraws artstation by digital cinematic pixar and disney unreal zbrush central hardmesh",no
"giant star fox destroying city, highly detailed, extremely high quality, hd, 4 k, 8 k, professional photographer, 4 0 mp, lifelike, top - rated, award winning, cinematic, realistic, detailed lighting, detailed shadows, sharp, no blur, edited, corrected, trending",no
"Full View of Selena Gomez kissing Emma Watson, tattoos, Short tattered skirt made of silk, posing on the edge of a bed overlooking the city night lights. masterpiece 8k digital illustration by Ayami Kojima and Ruan Jia and Mandy Jurgens and Artgerm and william-adolphe bouguereau, award winning, Artstation, art nouveau aesthetic, Alphonse Mucha background, intricate details, realistic, panoramic view, Hyperdetailed, high quality, 8k resolution, intricate art nouveau, in american style pin up.anatomically correct",no
"highly detailed surreal vfx portrait of a female candypunk mage in a majestic castle by golden tree, stephen bliss, unreal engine, greg rutkowski, loish, rhads, beeple, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, alphonse mucha, global illumination, detailed and intricate environment",no
"a beautiful hyperdetailed interior render of roasted string hotpot restaurant restaurant yan'an, wall corner, from china, with merchant logo, fine delicate structure, chinese style, simple composition, simple style structure decoration design, victo ngai, 4 k hd",no
"john wick in istanbul, ultra realistic, hdr lighting",no
"photograph of a marshmallow cube with sprinkles on a dark wooden chopping board, pastel colours, hessian cloth, styled food photography, photorealistic, 4 k",no
"a fiery fireball blazing with light, surrounded with spiriling sparkling rose crystals and galaxies, by peter mohrbacher, hyper light drifter, ukiyo - e trending on artstation",no
"gluttonous monster, maximalist, high detail, 8k, ornate, dark fantasy, realistic, masterpiece, Trending on art station, complex, WLOP",no
hammer and sickle,no
"portrait of a gorgeous young scottish vampire woman with platinum blonde hair wearing tattered black robes, HD, D&D 4k, 8k, incredibly detailed, intricate, masterpiece, digital illustration by greg rutkowski and tom bagshaw, trending on artstation, character design, concept art",no
"ultra detailed magical realism portrait painting of the beautiful empress of the enchanted glowing purple forest, volumetric lighting, depth of field, intricate details, by karol bak, greg rutkowski, peter mohrbacher and miho hirano.",no
"a close up still from a vhs video, of a hedgehog eating a nut",no
"man licks a tab of LSD acid on his tongue and experiences psychedelic hallucinations, by kawase hasui, moebius, Edward Hopper and James Gilleard, Zdzislaw Beksinski, Steven Outram colorful flat surreal design, hd, 8k, artstation",no
"award - winning painting of a skeleton infested with pitch black, tar - like, shadow roots with lots of tendrils on the skin, black veins, intricate detail, deep black roots, infestation, shadowy, lovecraftian, beksinksi, black and white, chiaroscuro, portrait painting",no
sculpture of block of ice produces beautiful woman's face,no
"memorex vhs tape cover box art, vaporwave",no
"a beautiful portrait of sanna!!!!! marin!!!!!, the young female prime minister of finland as a druidic wizard by rebecca guay, michael kaluta, charles vess and jean moebius giraud",yes
