prompt,references_past
"very very beautiful surreal detailed portrait of young hillary clinton, painted by max ernst",no
Ana de Armas in Pope\'s Outfit during a Speech in the Senate on Coruscant,no
"portrait of moon queen by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, dynamic lighting, gradient light blue, brown, blonde cream and white color scheme, grunge aesthetic",no
"Painted dark-wood relief carving of a Flowerpunk Bible book, explosion of colorful flowers, dark wood, intricately carved, broken-stained-glass, black ink, holi festival of rich color, intricate details, cinematic lighting, volumetric lighting, backlit, post-processing, by andreas rocha and john howe, and Martin Johnson Heade, featured on artstation, featured on behance, golden ratio, ultrawide angle, hyper detailed, photorealistic, epic composition, wide angle, f32, well composed, UE5, 8k",no
"engines of a dream coming to life after a long hibernation, incubator medpods, wake cyborgs from hypersleep, by yuumei, bayard wu, wlop, tim white, remedios varos, 4 k",no
Emmanuel Macron in Free Fall (1994),no
"3 d ornate carved satan with tattoos profile portrait, sigma 5 0 0 mm f / 5. beautiful intricate highly detailed quetzalcoatl skull. bioluminescent, plasma, lava, ice, water, wind, creature, thunderstorm! artwork by tooth wu and wlop and beeple and greg rutkowski, 8 k trending on artstation",no
"light line triangle in the middle of the galaxy with the moon inside, pink floyd, hyperrealism, centered",no
an hospital drowning in an ocean of blood,no
"“Tom Cruise, beautiful, Magic FX, red blue colors, lights, bokeh, highly detailed portrait, photorealistic, ultra detailed”",no
last day of existence of human race,no
"surreal glimpse into other universe, 2 houses by akdonchampi, summer morning, very coherent and colorful high contrast, art by!!!! gediminas pranckevicius!!!!, geof darrow, floralpunk screen printing woodblock, dark shadows, hard lighting, stipple brush technique,",no
"taoism, temple, futurism, painting by gaston bussiere, greg rutkowski, j. c. leyendecker, artgerm",no
"close up shot of a full body floating astronaut portrait water elemental, james gurney, peter mohrbacher, mike mignola, exquisite detail perfect, hyper detailed,, black background, trending on artstation, by jordan grimmer, huge scene, art greg rutkowski",no
"symmetry! portrait of a hybrid african woman, face decorated with chinese opera motifs, leds horizon zero dawn machine, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k",no
