prompt,references_past
"portrait of the beautiful young goddess of water, unusual beauty, etheric, outworldly colours, emotionally evoking symbolic metaphors, head in focus, ornamental, intricate, elegant, highly detailed hyperrealistic painting, artstation, concept art, painterly, golden ratio, sharp focus, illustration, art by sarah joncas,",no
"a girl in a yellow raincoat and a red umbrella, standing in the rain, night, tokyo street, raining , wet, artstation, cgsociety, depth of field, bokeh, neon lights",no
"elon musk dressed as mario, highly detailed, high quality, hd, 4 k, 8 k, canon 3 0 0 mm, professional photographer, 4 0 mp, lifelike, top - rated, award winning, realistic, sharp, no blur, edited, corrected, trending",no
"photo of Immense industrial futuristic cargo ship arrives at cyber punk city sea port, cinematic lighting, photo",no
"An epic fantastic realism comic book style painting of the most beautiful flowers launched into space, bouquets, lens flare, fisheye lens, unreal 5, DAZ, hyperrealistic, octane render, dynamic lighting",no
"1970s action figure of Kanye West, product photography, plastic toy, white background, isolated background, studio lighting",no
"a beautiful painting of a clock tower in a field of golden wheat by ivan aivazovsky, zdzisław beksinski, rene magritte, greg rutkowski, james gurney, in style of digital art. hyper detailed. octane render. maya. ray tracing. trending on artstation",no
"the entrance to kingdom of shangri - la, beautiful architecture, atmosphere, dramatic lighting, epic composition, close up, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski",no
"neon sign with inscription'error 4 0 4'in retro style, photography, ultra detailed, cinematic",no
expressionism solar winnipeg,no
George Costanza falls into the Digiverse and ends up with The Worst Digimon.,no
"“ kratos with leviathan axe, by yoji shinkawa. metal gear solid official concept art. yoji shinkawa. ”",no
"portrait of emma stone made out of exploding paint, punk rock women, short blond hair, octane render, highly detailed, realistic, beautiful, splashes of neon, comic book art",no
"a photo of a zombie apocalypse in miami, fire, tendrils, overgrown",no
"a highly detailed  beautiful portrait of Luiz Inácio Lula da Silva in Hell wearing a hawaiian shirt, counting money in front of people, highly detailed, 2d game fanart behance hd by Jesper Ejsing, by RHADS, Makoto Shinkaih and Lois van baarle, ilya kuvshinov, rossdraws global illumination, cinematic , hyper-reslistic, depth of field, coherent, high definition, 8k resolution octane renderer, artstation",yes
"a large metallic ball with a mirror finish sits in the florida everglades covered in mud, photorealistic",no
"Cat lying by the fire, anime, Kawaii, mcbess",no
"A futuristic science fiction city street scene concept map, fantasy matte painting， high details，，rtx on，Neon light effect，by Jonas De Ro and Greg Rutkowski，trending on cgsociety and artstation，unreal engine，Epic scenes ，super wide angle，Overhead view，8kHDR，",no
"beautiful impish biomechanical hatter incredible technological hair, masterpiece crystalline incrustations, hyper - detailed face, elegant pose, movie still, intricate, octane render, cinematic lighting, cgsociety, unreal engine,",no
argentina,no
"A colossal 1880s neoclassical oxidized copper sculpture of the robed Roman liberty goddess, Libertas, clutching a tablet in one hand and holding up a torch with the other. She wears a radiate diadem on her head. Outdoors, against a distant New York skyline.",yes
"torso closeup beautiful girl necromancer, witch - doctor exploding into space casting spell, angels, 3 d render, hyper - realistic detailed portrait, holding fire and electricity, ruan jia, wlop. scifi, fantasy, magic the gathering, hyper detailed, octane render, concept art, peter mohrbacher",no
"rottweiler with a beard, oil painting, artgerm, portrait, highly detailed, artstation",no
"beautiful young cybernetic woman, body metal skin complicated robotics, half human, half robotic, cyborg, art by mario sorrenti",no
"vfx marvel sci-fi woman black super hero robot photo real full body action pose, city street cinematic lighting, rain and fog closeup by Emmanuel Lubezki",no
"a painting of a beautiful forest in Japan, digital painting",no
