prompt,references_past
"epic portrait an beautiful female viking, front facing symmetrical centered painted portrait, just one head, Elisha Cuthbert as a D&D Paladin, RPG character avatar, Blizzard concept art, pixar, dreamworks, global illumination lighting, trending on artstation, by lois van baarle, ilya kuvshinov, rossdraws",no
landscape painting at noon by james jean and David Schnell painted in no mans sky style,no
"photography of a hyper realistic and highly detailed complex fantasy lightnings armor, electrical energy printed in it. intricate, professional digital art, unreal engine 5 8 k rendering, stunning, artstation",no
a fantasy world with big mushrooms in pixelart style,no
"a beautiful matte painting of a flying space ship over old soviet village, simon stalenhag and jakub rozalski and alan bean, trending on artstation, realistic rendering",no
"An extremely beautiful pre-raphaelite ornate portrait of a very beautiful witch, surreal, ultradetailed, intricate, elegant, digital art painting, smooth, sharp focus, magazine art cover illustration, regal, award winning picture, extremely detailed masterpiece, sense of awe, featured on Artstation, Artgerm, ethereal bubbles, Aetherpunk, atmospheric lightning, Exquisite, floral details, 8K detail post-processing, oil painting",no
"some cars driving on deserted city street, fog, rain, volumetric lighting, beautiful, golden hour, sharp focus, ultra detailed, cgsociety",no
"creation of life, detailed baroque oil painting",no
"high res still frame from a netflix adaptation of the book the name of the wind, kvoth, university, lute, orphan, red hair, denna, magic, 4 k, high budget, cinematic, flagship series",no
"lepidosauromorpha schematic, ultra detailed, 4 k, intricate, encyclopedia illustration, fine color inking lines",no
"A surreal neon painting of Zaha hadid 3d kandinsky house face made of cubism futuristic picasso sculptures by Joan miro and Vladimir kush and dali and kandinsky, 3d, realistic shading, complimentary colors, vivid neon colors, 4k, 8k, ultra realistic, super realistic, aesthetically pleasing composition",no
"Donald Trump! lifted up by a tractor beam from a UFO!!, Anamorphic Lens, Professional Photography, Volumetric Lighting, Keylight",no
"big medium small god shrine, 3 d render, 4 k, trending on artstation, award winning photography",no
"wooden elven City with golden roofs, arches and bridges on top of a WATERFALL in the fall, gnarly trees, lush vegetation, forrest, a small stream runs beneath the waterfall, landscape, raphael lacoste, eddie mendoza, alex ross, john howe, concept art, matte painting, highly detailed, rule of thirds, dynamic lighting, cinematic, detailed, denoised, centerd, clean render",no
"Film still of Batman, from Red Dead Redemption 2 (2018 video game)",no
Ted Cruz is crushed by an elephant seal mercenary in Zimbabwe,no
"Portrait of a evil Sphynx Cat as Emperor of Mankind, wh40k, elegant, digital painting, highly detailed, fantasy, artstation, concept art, smooth, sharp focus, illustration",no
"a deep sea starfish floating in the void, drawn by m. c. escher and damien hirst and gustav klimt",no
"a photo of an alien lighthouse covered in scales, lit by an eerie background glow",no
"battle scene, gladiator - astronauts using knives, segmented armor and sashimono, luminist style, tonalism, dramatic lighting, action scene, palette knife, frenetic brushwork, chiaroscuro, figurative art, detailed, proportions, spatter, dust, atmospheric, volumetric lighting, red iron oxide, raw sienna, sage green",no
"mythological Odin all father god of thunder and artificial intelligence creating an artificial neural network with yellow synapses on an anvil with a hammer, high resolution, award winning art, trending on art station, sharp image, incredibly detailed, odin all father detailed character realistic painting",no
"a cavernous dark space of a large translucent bio organic skin cell made from a million tiny mechanical gears, gears, gears, gears, medical illustration, trending on artstation, 4k, hyperrealistic, high details, unreal engine 5",no
"dmt cute Cyberpunk 2077 Moogle, extremely detailed octane render",no
"Broadway actress rehearsing a play on stage, one spotlight stage lighting cinematic photo",no
"Dr. Phil as Batman, digital art, very detailed, 4k",no
"subject: muscular barbarian dangerous angry oversized hedgehog anthropomorphic medium shot portrait, style: very detailed heavy textured rembrandt oil painting with dramatic light , very sharp detail",no
"megan fox witch queen, black eyes, blood, full body, intricate victorian dress, middle shot, cinematic lighting, studio quality, symmetrical eyes, caravaggio, artgerm, joshua middleton, rafael albuquerque, moody lighting, candles",yes
"a potrait of Chris evan without no beard as Man of steel and full armour by Zack Snyder, 8k photorealistic, cinematic lighting, HD, high details, dramatic, trending on artstation, view from above",no
"crab monster, dark souls, elden ring",no
3 d render of melted cat,no
"james jean and ilya kuvshinov isolated vinyl figure high school girl boy, expert figure photography, expert moving dynamic pose, interesting color palette material effects, glitter accents on figure, anime stylized, accurate proportions artgerm realism, high delicate defined details, holographic undertones, ethereal lighting, octane render, editorial awarded design",no
