prompt,references_past
"high quality high detail painting by lucian freud, hd, portrait of a viking, photorealistic lighting",no
"huge academic castle city behind a garden, concept art, digital painting, style of jordan grimmer, warm lighting, futuristic, volumetric lighting, view from below, vivid colours, bright, nighttime, moon rays , high detail, not a lot of grass",no
"kim kardashian frontal portrait, artwork by luc tuymans",no
"beautiful commission of a male anthropomorphic horse wearing red shorts on the beach,digital art,art by greg rutkowski,ross tran,professional character design,artstation,deviantart,photorealistoc,hyperdetailed,detailed face,high resolution,high quality",no
"a photo of canine karl marx ( karl barx ) as a dog, barking about the failures of capitalism and how the fat cats are creating a rat race of exploitation. how does one write a manifesto with those paws though?",no
"Very very very very highly detailed epic central composition photo of Mr Bean face, intricate, happy colorful vibes, extremely detailed, digital painting, smooth, sharp focus, illustration, intimidating lighting, incredible art by Brooke Shaden, artstation, concept art, Octane render in Maya and Houdini",no
"portrait of female, sensual, sexy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration",no
very detailed blueprint schematics for the barbie imperial cruiser,no
"annasophia robb in a war world II uniform, looking furious, startled, stockings, looking seductively attire by Greg Rutkowski, John Singer Sargent, Bryan Lee O'Malley, Edward Hopper",yes
0 a dragon king sits on a throne by greg rutkowski magic realism hyper realistic 2 0 0 mm lens candlelight,no
"spiderman wears a doublet whilst wearing a red velvet Cape , alexanre benois edward julius detmold jehan choo jeff simpson raphael lacoste guillem h. pongiluppi grisaille",yes
Gandalf using a computer in Minas Tirith's library to look for information about the One Ring,no
"DSLR photo portrait still of 57 year old age 57 Brandon Lee at age 57!!!, 85mm f1.8",no
"giant oversized battle hedgehog with army pilot uniform and hedgehog babies ,in deep forest hungle , full body , Cinematic focus, Polaroid photo, vintage , neutral dull colors, soft lights, foggy mist , by oleg oprisco , by thomas peschak, by discovery channel, by victor enrich , by gregory crewdson",no
"hooden villain wearing a red oni mask, orange hazmat suit, dark background, unreal engine 5, ultra realistic, detailed, fog, volumetric lighting, by greg rutkowski,",no
"a massive parametricmedieval castle on a cliff side above a canyon, by zdzislaw beksinski, by josip csoor, portrait, photorealistic, zaha hadid, volumetric lighting, horror, detailed, intricate, elden ring, raytrace, octane, crystal, mirror, cgscociety,",no
