prompt,references_past
"a gorgeous blue desert painting by barlowe wayne maxfield parrish and marco mazzoni, grey blue and very little light verdancy. ultra clear detailed. 3 d, octane render. turbulent blood lake.",no
"a fortune-telling shiba inu reading your fate in a giant hamburger, digital art",no
"Transformers Dana Scully action figure from Transformers: Robots in Disguise (2015), symmetrical details, by Hasbro, Takaratomy, tfwiki.net photography, product photography, official media",no
"a mysterious translucent space alien, african face, eerie shimmering surroundings, concept art, intricate, detailed, award - winning, cinematic, octane render, 8 k, photorealistic, unreal engine, by tsutomu nihei, by emil melmoth, by gustave dore, by craig mullins, by yoji shinkawa",no
"lois griffin, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau",no
"game asset of sea creatures, in gouache detailed paintings, props, stylized, 2 d sprites, kitbash, arcane, overwatch, blue and pink color scheme, 8 k, close up",no
rainbow cosmic raccoon,no
the man who sold the world,no
"Abstract representation of ying Yang concept, by GREG HILDEBRANDT",no
"intricate five lemon berry pie by pablo picasso, oil on canvas, hdr, high detail, photo realistic, hyperrealism, matte finish, high contrast, 3 d depth, centered, masterpiece, vivid and vibrant colors, enhanced light effect, enhanced eye detail, artstationhd",no
"old forest with glowing trees and glitter dust in cosmic color fog, tree bark made of rainbow glitter",no
"a half-robotic horse, high quality photography, telephoto, bokeh",no
"polaroid 1 9 8 0's photo, close up portrait, dramatic lighting, concentration, calm confident teen witch and her cat with tarot card on the table in front of her, incense smoke fills the air, a witch hat and cape, apothecary shelves in the background, still from harry potter",yes
Sleep Paralysis Demon,no
"hyperrealistic dslr film still of justin bieber smile with giant teeth of a capybara, stunning 8 k octane comprehensive 3 d render, inspired by istvan sandorfi & greg rutkowski & unreal engine, perfect facial symmetry, dim volumetric cinematic lighting, extremely hyper - detailed, incredibly real lifelike attributes & flesh texture, intricate, masterpiece, artstation, stunning",no
"male cottagecore michael jackson portrait with nature as background, intricate, swagger, highly detailed, digital painting, artstation, concept art, smooth, sharp, focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"michael fassbender as albert wesker from resident evil, 4 k, high detail, high - resolution photograph, professional photography, ultra - detail",no
"Mark Zuckerberg holding a sign saying I'm A Human, highly detailed, high quality, HD, 4k, 8k, Canon 300mm, professional photographer, 40mp, lifelike, top-rated, award winning, realistic, sharp, no blur, edited, corrected, trending",no
"greeting card, love, fine art, manga style",no
cat by william constable,no
"kim jong - il walking in 1 9 6 0 s pyongyang, film noir thriller in the style of orson welles and andrei tarkovski",yes
"concert, digital art, john cena, show, jam, arch enemy",no
"a man with a pistol, shooting the sun out of the sky, surreal",no
"Graffiti of a homer simpson, intricate, highly detailed, digital painting, artstation, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"two beautiful female boxers facing each other, dim lighting, gorgeous features, smooth, detailed anime art",no
"fantasy landscape, riven, myst, huge waves, beautiful lighting, vivid colors, intricate, elegant, smooth, concept art, cinematic, unreal engine, wallpaper, by syd mead, terada katsuya, atey ghailan, svetlin velinov, makoto shinkai art style",no
"fallout 7 6 retro futurist illustration art by butcher billy, sticker, colorful, illustration, highly detailed, simple, smooth and clean vector curves, no jagged lines, vector art, smooth andy warhol style",no
technics 1200 designed by h.r. giger,no
"game asset of unique lion heads on black background, organic, animated studio ghibli movie palette, animated studio ghibli black inking, cel shading, 5 colors, no gradients, flat 2 d design, 2 d sprites, 8 k, close up",no
"A photo of ((Boris Johnson)) as Emperor Palpatine, hooded, ashy, cinematic lighting",no
"harry styles as a realistic d & d fantasy character, portrait art by donato giancola and greg rutkowski, vintage retro, realistic face, digital art, trending on artstation, symmetry!!",no
"a fat dark grey cat smacking a man in the face with their paw, in the style of peter mohrbacher by weta digital and beth cavener, masterpiece, award winning, high face symmetry, intricatein the style of peter mohrbacher by weta digital and beth cavener, masterpiece, award winning, high face symmetry, intricate",no
"woman love jesus christ, sweet hugs, gold trim, atmoshperic, elegant, sharp focus, sand sea, red sun, huge lips, by ilya ozornin, trending on artstation, intricate details",no
"goddess portrait. Sea urchin head. intricate artwork by Tooth Wu. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8k",no
worshippers dressed in robes belonging to the cult of the windmill. Dilapidated 1800s windmill. Old windmill. 1800s photo.,yes
"highly detailed, high resolution, character design art, stunning, volumetric lightning, realistic guns, girls frontline style, matte, sharp focus, illustration, artstation, by kuvshinov ilya",no
"tattoo of a monstera deliciosa leaf and a alocasia zebrina leaf, intricate, elegant, thin lines",no
white steve harvey,no
"emissary the forest moon home of the furry ewoks ( designated : ix 3 2 4 4 - a ) by arthur haas and bruce pennington and john schoenherr, cinematic matte painting, 8 k, dark color palate",no
robot in tower data storage style by william gibson high detalied realistic widescreen,no
"editorial illustration scientific lab test tube telescope microscope spaceship, dynamic composition, detailed, matte print, dynamic perspective, colorful modern, mads berg",no
"!!! chimera consisting of male human and crow, photograph captured in a forest",no
"holographic futuristic plastic sculpture of celestial steed, transparent celestial light gels, vibrant acrylic glass crinkled correction gel, colored film face by okuda san miguel, glowing stars, glinting, glittering, cyan, white, ultra realistic, photorealistic, 3 d render, unreal engine, octane render, sharp, studio",no
"psychedelic cat with trinket necklace, epic angle and pose, reflective pool, symmetrical artwork, ayahuasca, translucent, fungus, energy flows of water and fire, highly detailed, epic cinematic concept art, excellent composition, dystopian brutalist atmosphere, dynamic dramatic lighting, aesthetic, very inspirational, arthouse, Greg Rutkowski, Artgerm",no
"painting of a dreamscape, a flying leviathan in the foreground, exterior wide shot, otherworldly and ethereal by kazuo oga in the anime film by studio ghibli, screenshot from the anime film by makoto shinkai",no
"sauron in a golden armor in a battlefield, dark foggy background, painting by gaston bussiere, j. c leyendecker, gustave dore, extremely realistic and highly detailed 8 k, sharp focus, mysterious atmospheric lighting, octane render, dramatic volumetric lighting, golden ratio, extremely realistic faces",no
"portrait of a victorian man with a skeletal beak, daguerreotype, dynamic composition, studio lighting, hyperrealistic, ultra detailed",yes
"landscape artwork of two demons hugging each other emerging from corpses in a red hellscape by Yoshitaka Amano, by HR Giger, full body wide shot, biomechanical, 4k, hyper detailed, hyperrealism, anime, red sky, blood and body parts, deviantart, artstation",no
"intergalactic spaceship, videogame style, unreal engine, artstation, concept art,",no
"tall emo female artist holding a large fish in her flooded apartment, seaweed, pomegranates, octopus, water gushing from ceiling, painting of flood inside an artist's apartment, a river flooding indoors, ikebana, zen, rapids, waterfall, black swans, canoe, berries, acrylic on canvas, surrealist, by magritte and monet",no
