prompt,references_past
"beautiful picture, nurse in combat gloves, by alphonse mucha",no
"motel, swimmingpool, sunset, palms, beach, sunset, vaporwave, pink, blue, green, purple, aesthetic.",no
"hyperdetailed photo of a serious woman with light eyes and open mouth, very short hair, in a cybercity, in front of dark smoke, dude boob, inside berghain, classic, photo 3 5 mm leica, hyperdetail, 8 k, very detailed, fine face",no
"editorial portrait, bride of frankenstein ( 1 9 3 5 ) as teen, still from the movie beetlejuice, cinematic",yes
"a film still portrait of hitler, medium shot, finely detailed features, cinematic lighting, anime key visual, trending on pixiv fanbox, painted by makoto shinkai, studio ghibli, greg rutkowski, wlop",yes
"intricate transparent clear see - through image of molten forge, lush botany, medical environment, ultra realistic, concept art, psychedelic, photorealistic, octane render, 8 k, unreal engine. art by nori inoguchi and sam kaplan and zachary goulko and christopher marley",no
"A beautiful hyper realistic detailed painting of a chain of blocks, a cybernetic symbiosis of 2 gigantic tall skyscaper sized quantum computers and a block espresso machine on a vast black granite, monolithic blocks connected by gold and silver and brass cables and chains, by Beksinski, beeple, unreal engine",no
"VFX movie of a futuristic inhuman alien spacemarines in future spaceship, firing gun at space pirates detailed creature skin neon lighting by Emmanuel Lubezki",no
"geometrical portait of a necromancer with long hair, by laszlo moholy - nagy",no
1 8 th century japanese street market in kyoto 1 9 0 0 s early photography portrait anthro anthropomorphic deer head animal person fursona wearing clothes street trader,yes
"the bitcoin!!! apocalypse, in the style of gerard brom and zdzisław beksinski",no
"a hyperrealistic rendering of a spaceship flying at high speed, stalenhag, deep color, cryengine render 8 k, extreme detail, dynamic pose",no
"synthwave neon gun, sharp focus, synthwave art, aesthetic, octane render, raw, cinematic",no
"optimus prime with realistic human eyes, 8k, sharp, super detailed, extremly realistic",no
"hyperrealistic avant garde cinematic super expressive! black woman with exoskeleton armor, merging with tree in a forest, highly detailed digital art masterpiece, smooth cam de leon eric zener dramatic pearlescent soft teal yellow light, ground angle hd 8 k, sharp focus",no
"Portrait of a young mascular persian iranian man, by victor Nizovtsev, edward hopper, giorgio di chirico",no
"elegant ada wong in a red cottagecore dress, portrait, illustration, rim light, top light, summer clear blue sky, perfectly shaded, soft painting, art by krenz cushart and wenjun lin",no
"random colors, colors, patterns, and more, beautiful, photorealistic, perfect, photo kodak 35mm colored, 8K, high quality, 8k resolution, 4K, detailed, high details, Super-high quality, hyperdetailed, Hyperrealistic",no
Pencil drawing of a bird's-eye view of the city made of white chess pieces,no
painting of a small german town being flooded in the style of studio ghibli,yes
"front view robot military nano mechanical headgear helmet combat specialist catalog highly detailed, digital render painting, hyper concept art, smooth, crisp sharp focus, simple draft aaa unreal artstation",no
anthropomorphic piece of toast in front of a podium,no
"illustrated portrait of george washington, colorful, mads berg, karolis strautniekas, christopher balaskas, stippled light, low fog, moody, fine texture, editorial illustration, dramatic lighting, dynamic composition, detailed, matte print, muted color, ( ( victo ngai ) ), wide angle",yes
"polaroid picture of old man yelling at shrek presidental debate national television very detailed, 8 k",no
"a portrait of an astronaut frog standing top of the earth, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, art style by kurzgesagt",no
"high quality high detail painting of a still from the film harry potter by lucian freud and jenny saville and francis bacon, hd, dark demonic dancer, turquoise and orange",no
"fashion photography of an extraterrestrial model, holding a leather whip, wearing demobaza fashion, inside berghain, berlin fashion, harness, futuristic fashion, dark minimal outfit, photo 3 5 mm leica, hyperdetail, berghain, 8 k, very detailed, photo by nick knight",no
"retro photo of flying invasion in Moscow city, high details, 35mm lens",no
Monkey using a drone painted by Norman Rockwell,no
"Otter Shapeshifter Druid Mage, D&D, artstation, fantasy, magic the gathering artwork, cinematic lighting, centered, symmetrical, highly detailed, digital painting, , concept art, smooth, sharp focus, illustration, volumetric lighting, epic Composition, 8k, art by Akihiko Yoshida and Greg Rutkowski and Craig Mullins, oil painting, cgsociety",no
,error
mike,no
"a portrait of a very beautiful Asian young woman with giant flowers behind her head, in the style of WLOP and Alphonse Mucha and Ross Tran, with a drone flying in the air, realistic, seductive, closeup, facing the camera, dramatic lighting",no
"elimination by Disney Concept Artists, blunt borders, golden ratio",no
"a black and white studio portrait of a humanoid duck punk rocker, studio lighting, tri - x",no
"A watercolor art of 3d render cat by Taida Balčiūnienė, 4k resolution, hugh detailed",no
"goro fujita ilustration traveling in a volkswagen car with luggage, painting by goro fujita, sharp focus, highly detailed, artstation",no
"inside an incredible palace, Raphael Lacoste, matte painting, artstation",no
"“looking within, horror, medical gore, hyper realistic, intricate, photo realism”",no
"Norwegian fjord, hyperrealistic mixed media, stunning 3d render inspired art by P. Craig Russell and Barry Windsor-Smith + dim volumetric lighting, 8k octane beautifully detailed render, post-processing, extremely hyperdetailed, epic composition, grim yet sparkling atmosphere, cinematic lighting + masterpiece, trending on artstation",no
"paper mache diorama of a stage at a club, dim lights, debris, centered, by Terry Richardson, 8k, concert documentary, b&w photography, cinematography by Jim Jarmusch",no
"the portrait of adriana lima as amazon in intricate dress by roberto ferri, fantasy, witcher, very detailed oil painting, masterpiece, 8 k",no
Spike Spiegel fire Wizard Mage Wearing a red robe whilst disguised as devil standing in the office uta natsume naoko rumiko takahashi katsuhiro otomo Alexey Egorov Inio Asano sui ishida anime mangaka,no
"a gang of llama banditos, fantasy, intricate, artstation, sharp focus, digital art, zdzisław beksinski, gustave dore, caravaggio, abduzeedo",no
"full body pose, hyperrealistic mixed media painting of beautiful skull woman, dim volumetric lighting, 8 k, octane beautifully detailed render, extremely hyper detailed, intricate, epic composition, cinematic lighting, masterpiece, trending on artstation, very very detailed, masterpiece, stunning, hdr, smooth, sharp focus, high resolution, award, winning photo, dslr, 5 0 mm",no
"a bodybuilder anthromorphic reptile, octane render, bokeh, 3D, !!!coherent like Dall-E 2!!!",no
"a furry dancing to techno at a pride event in Prague, 4K photograph, National Geographic photo",no
"epic professional digital art portrait of 💤 🚗 🌎 😝, best on artstation, cgsociety, wlop, Behance, pixiv, cosmic, epic, stunning, gorgeous, much detail, much wow, masterpiece, UHD, 4K",no
"expensive tiny house, well ventilated, attractive, cozy, pacific northwest",no
a blue pen sketch of a cabin in the woods,no
