prompt,references_past
1980s photograph of old lady wearing kittens,yes
"Shakira dancing the cookie monster dance, in a nightclub, 1990 photograph",yes
"keanu reeves in space lab wearing a futuristic space suit like tron legacy with no helmet, front face, highly detail. octane render",no
"portrait of teenage jughead jones wearing a light grey crown, crown, blue turtleneck, 1 9 5 0 s, closed eyes, photorealistic, black hair, orange lighting, intricate, elegant, glowing lights, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars ravelo and greg rutkowski",yes
"detailed image of a creepy world in deep space by richard corben, suffering, pain, fear, anxiety, rich deep colors. masterpiece . intricate artwork, very coherent symmetrical artwork, cinematic, hyper realism, high detail, auschwitz camp, octane render, unreal engine, 8k, Vibrant colors, Smooth gradients, High contrast, depth of field. by Katsuhiro Otomo, full body character drawing, inspired by Evangeleon, clean ink detailed line drawing, intricate detail, extremely detailed.",no
jeff bezos as a character in goldeneye for nintendo 64 screenshot,no
"a dark corridor with aggressive small red lights scattered and shining light on a new alien organism that arrived from Pluto, screenshot, Unreal Engine",no
"a cyberpunk hacker, centered in the frame, cyberpunk concept art by Jean Giraud and josan gonzales, digital art, highly detailed, intricate, sci-fi, sharp focus, Trending on Artstation HQ, deviantart, 4K UHD image",no
"pop surrealism, lowbrow art, realistic cute dress fashion painting, japanese street fashion, hyper realism, muted colours, rococo, natalie shau, loreta lux, tom bagshaw, mark ryden, trevor brown style,",no
"fractal anime girl, cookbook photo, in 1 9 9 5, y 2 k cybercore, industrial photography, still from a ridley scott movie",yes
"a medieval portrait of rimuru, very detailed texture, majestic, royal, by NIXEU, trending on ArtStation",no
"a beautiful photograph of donald trump being exterminated by a dalek, detailed face, symmetrical face, extreme realism and detail, 8 k, completely framed, direct lighting, 3 5 mm photo, photorealistic, sharp focus",no
"beautiful cyberpunk assassin. codename : vixen. portrait by ashley wood and alphonse mucha and laurie greasley and josan gonzalez and james gurney. illustration, pop art, cinematic. realistic proportions. moody industrial setting. artstationhq. smooth. sharp focus.",no
happiness abstract painting ,no
"film still of yoshi in the new sci - fi movie, 8 k",no
"girl holding a crystal ball of electric clouds highly detailed, trending on Artstation, Unreal Engine 4k, cinematic wallpaper by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, and Sakimichan",no
"koi fish swimming over moonlit socotra island, starry night, dramatic lighting, cinematic, establishing shot, extremely high detail, photorealistic, cinematic lighting, artstation, by simon stalenhag, shadow of the tomb rider",no
"magic stone capable of destroying the whole multiverse, full of detail, smooth, hyper realism, high detail, cinematic, dark",no
"light coming out of one starfish - like kaiju monster, korean film noir, korean traditional palace, pyongyang city, 1 9 6 0 s, red color bleed, 4 k, video compression, video glitch, monochrome, akira kurosawa, mamoru oshii, wes anderson, stanley kubrick",yes
"knights of the zodiac saint seiya minimalist suit armor manga helmet mask 2 0 2 2, masami kurumada, shiori teshirogi, megumu okada, toru furuya, tatsuya hamazaki shigeyasu yamauchi",no
"a cloud made of words in different languages, digital art, amazing quality, very detailed",no
"sargent and leyendecker and greg hildebrandt, full body portrait of muscular bodybuilder virgin mary in the world of andrew wyeth, stephen bliss, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai, ilya kuvshinov, rossdraws, global illumination, radiant light, detailed and intricate environment",no
"portrait of a man with futuristic haircut, soft smile, final fantasy, league of legends champion, strong iridescent light, by chengwei pan and sakimichan and greg rutkowski and alphonse mucha, gradient white to gold, in front of a magical building background, highly detailed portrait, digital painting, smooth, focus illustration",no
"portrait of Shrekye West, kanye, shrek",no
"robots having a cocktail party in an art gallery while robots paint landscapes on canvases, dramatic lighting, 4 k",no
3 d render of emma watson in the style of pixar,no
"“realistic photo, solar car hovering off a futuristic landscape”",no
"A cat firing an AK-47 like a human soldier, award-winning photography",no
,error
"levitating bene gesserit rock statue with full - face golden mask in a dry rocky desert landscape, visible sky and sunny atmosphere, fata morgana and giant square mirrors by alejandro jodorowsky, anamorphic lens, kodakchrome, practical effects, masterpiece, 8 k",no
historical sharp 4 k photograph of a man turning into a grotesque monster with goathorns and roots growing from his face in a pasture in the alps,yes
"Mark Zuckerberg with a glowing red steampunk eye implant by Steohan Martiniere and Moebius, 4k resolution, detailed",no
seamless 4K natural stone face texture.,no
doraemon and nobita playing cards artwork by fujiko f fujio,no
if spiders weren't scary,no
coffee river,no
"donald trump's disgusting true form, horror, high details, intricate details, by vincent di fate, artgerm julie bell beeple, 9 0 s, inking, vintage 6 0 s print, screen print",yes
"“A film still of Marlyn Monroe in The Fifth Element (1997), directed by Luc Besson” 4k",yes
a drawn man standing in the rain. pencil sketch.,no
"A outside view of abandoned space station in the deep space, Trending on artstation.",no
"Very Highly Detailed Elimination of humanity. Digital concept art by Caravaggio, Many Details by Michelangelo and Kidmograph very highly detailed face's and body's, cyan dimensional light, , Futuristic city as Background by Hiromasa Ogura",no
"illustration, a single small spaceship, nasa, deep space exploration, alone, the expanse tv series, industrial design, nebula, cinematic lighting, 4k, greebles, widescreen, wide angle, sharp and blocky shapes, rich colors, hyper realistic, hubble photography, beksinski",no
"angel ascending to heaven, oil painting, beautiful",no
"oil painting, bear stretching out its arm to catch a salmon alongside a river in Alaska, high detail",no
"hordes of drone-like people aimlessly walking around a depressing dystopian cityscape , trending on artststion, hyper realistic, surreal, melancholic, 8k, upscaled",no
"garbage dump, city is pure wasteland, raining, detailed characters, alphonse mucha, greg rutkowski, trending on artstation, artgerm, breathtaking, sharp focus, smooth, mark arian, award winning, highly detailed 4 k art",no
painting of a businessman sitting in the street like a homeless person. by edward hopper and james gilleard,no
dwayne the rock johnson wearing metal gear armor holding gun dramatic lighting art by guy denning brandon anschultz by yoji shinkawa by richard schmid by greg rutkowski by sandra chevrier by jeremy lipking cinematic dramatic brush strokes background,no
"dreams of the fae; three-quarters portrait; heterochromia; oil paints; 8k, surrealism, abstract imagery by Ivan Aivazovsky; by Aleksi Briclot; by Marc Simonetti",no
"an ultra detailed portrait of king richard the lionhearted as a paladin shonen anime protagonist standing imperiously on a cliff overlooking medieval jerusalem, epic anime fantasy, 8 k, volumetric lighting, smooth, highly detailed, digital illustration, art by kentaro miura and akira toriyama and artgerm",yes
