prompt,references_past
a landscape painting of a castle on the ship,no
"Beautiful horror art of a vampire by Albert Bierstadt, atmospheric, vivid colors, psychedelic, stylized, intricate detail, trending on artstation, cgsociety 4k",no
"Bilbo Baggins from the movies corrupted by the ring of power, realistic, photo, hyperdetailed",no
"A Roomba with a four robot spider legs, 3D Product, professional render, studio quality, octane render",no
"Brave Vernon. Careful cyberpunk hacker wearing a cyberpunk headset, military vest, and jumpsuit. scarred face. Realistic Proportions. Concept art by James Gurney and Laurie Greasley. Moody Industrial skyline. ArtstationHQ. Creative character design for cyberpunk 2077.",no
"hyperrealism composition of the detailed woman in a japanese kimono sitting at an extremely detailed poker table with darth vader, fireworks on the background, pop - art style, jacky tsai style, andy warhol style, acrylic on canvas",no
"anime forest landscape, intricate details, fantasy, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, splash art, promo art, soul calibur, league of legends, art by artgerm and greg rutkowski and bo chen and jin xiaodi",no
Guy Fieri walking the runway in ballroom eleganza on RuPaul's Drag Race,no
"a dramatic ethereal epic painting of a handsome cowboy offering a small plant | background is a fire flames conflagration | he is dark-skinned, shirtless and wearing a hat and boots | tarot card, art deco, art nouveau, homoerotic | by Mark Maggiori and Alphonse Mucha | trending on artstation",no
"epic masterpiece mulan, drama, sweaty skin, hyperrealistic, octane render, cinematic, beautiful face and flawless skin, perfect hands, 5 fingers, yellow by Edgar Maxence and Ross Tran and Michael Whelan and Lorenzo Sperlonga, Brom, Legends of Runeterra",no
"gigachad as a space marine from warhammer 40k, digital portrait of Ernest Khalimov by Dan Mumford and Ross Tran, octane render, 8k, rtx on, trending on ArtStation",no
"Golden  structures, shining lights, god rays, glass  by  zaha hadid",no
a rizom lost film footage of a 3 d volume in the middle of the tropical jungle / tropicalism / tropicalism / tropicalism / film still / cinematic / enhanced / 1 9 2 0 s / black and white / grain,yes
"beautiful little arian boy in nazi uniform. made in abyss art style, inspired by kris from deltarrune, cute detailed artwork, anatomically correct, soft details, ilya kuvshinov, reflection, perfect composition, portrait, illumination, digital art, detailed anime soft face, symmetrical face, western comic, illustration",yes
an intricately detailed new dollar bill design featuring a portrait of Captain Quint from Jaws,no
"full body photograph of a muscular male anthropomorphic tiger man fursona nobleman robes, deep focus, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, d & d, fantasy, hearthstone, art by artgerm and greg rutkowski and alphonse mucha",no
surreal 3 d artwork of seemingly familiar objects and environments by tim burton,no
"Stained glass portrait of Ed Harris, studio lighting, F 1.4 Kodak Portra",no
australia invaded by scorpions in the future ball point pen art,no
"A surreal and ethereal magical landscape with a nautilus in the foreground, energy flows of water and fire, translucent, a highly detailed epic cinematic concept art CG render, made in Maya, Blender and Photoshop, octane render, excellent composition, surreal, dream like, by Ekaterina Savic",no
"a grumpy cat drinking his wine glass, photorealistic, photograph, 4 k, volumetric light",no
"hyperrealistic detailed underwater face portrait of the beautiful goddess of the jellyfish with an intricate headgear of corals, sea kelp, sea plants, fish, starfish, jellyfish, art by ernst haeckel, john william godward, android jones, alphonso mucha, gothic - cyberpunk, ornamental, beautiful deep colours,",no
"Photograph of a Taxidermy Squirtle on display at the Louvre Museum, photo 50mm",no
"lonely man, Blue sky, white clouds, green grass, 4k, art style of Edward Hopper and James Gilleard, new realism",no
"giraffe in a bubble bath, incandescent lighting",no
a 3D render of a serine deep fried meme featuring a minimalist liminal space with a cybernetic angel,no
"sad medusa, chiaroscuro, theatrical, dramatic lighting",no
"surreal colorful nightmarish cityscape, artwork by Ralph Bakshi",no
"a 3/4 face portrait of a beautiful elegant elemental entity, backlit, strong rim light, highly detailed, digital painting, HDRI, Dan Mumford, vivid colors, high contrast, 8k resolution, intricate, photorealistic, smooth",no
"cover concept art of the lost sand city, levitating sand, golden towers, golden pillars, palm trees, space and time, floating objects, post-processing, in the style of Hugh Ferriss, Behance, Artgerm. High detail, ultra realistic render, octane, 3D, photorealism, symmetric, cinematic from the umbrella academy",no
"Sonya Igwe. Beautiful Cyberpunk mechanic with robotic legs. (Cyberpunk 2077, bladerunner 2049). Iranian orientalist portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and Nasreddine Dinet, oil on canvas. Cinematic, vivid colors, hyper realism, realistic proportions, dramatic lighting, high detail 4k",no
"single flooded simple!! fungus gourd tower anatomy, very coherent and colorful high contrast masterpiece by norman rockwell franz sedlacek hieronymus bosch dean ellis simon stalenhag rene magritte gediminas pranckevicius, dark shadows, sunny day, hard lighting",no
"photography of charline von heyl, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski and alphonse mucha",no
"female kobold jester, heartstone , 2d game art, official art, concept art , behance hd , concept art by Jesper Ejsing, by RHADS, Makoto Shinkai",no
"the most expensive piece of digital art to ever exist, 4k, high detail, high-resolution photograph, professional photography, ultra-detail",no
steampunk robot boy with a retrofuturistic backpack by syd mead and norman rockwell. highly detailed digital art. retrofuturism. steampunk. beautiful lighting. trending on artstation.,no
a set of dungeons and dragons dice made of bone,no
Big budget horror movie about people being absorbed and digested by an eyeball blob monster.,no
"illustration of a woman dancing near an old strong tall green persian cypress tree in wind, digital painting, artist farshchian",no
"lokah samastah sukhino bhavantu vertical light painting art, iridescent, volumetric lighting, majestic light, ethereal, hyperrealistic, at night, epic, masterpiece, by reuben wu",no
"a beautiful picture of the temple of illumination in a plain of delusions by alejandro jodorowsky, trending on artstation",no
"french advertising with a happy green monster standing with a big round head and a thin high body with a grass texture. technicolor, 5 0 mm, nikon, 1 / 6 sigma ",no
"front!!! shot of a court jester!!! character, hyperdimensional, bioluminescent hypercubes, dark holography!!!, future, chrome, cumulus!!, (((intricate))), elegant, highly detailed, centered, (((artstation, concept art, smooth, sharp focus, artgerm, Tomasz Alen Kopera, Peter Mohrbacher, donato giancola, Joseph Christian Leyendecker, WLOP, Boris Vallejo))), ((raytracing)), mugshot!!!!!, ugly!!!!!!, octane render, nvidia raytracing demo, octane render, nvidia raytracing demo, octane render, nvidia raytracing demo, grainy, muted, 8K, digitalblasphemy, metatron",no
": abstract paintings on wall in white art studio with modern architecture cinematic lighting, hyper - realistic, detailed, render by c 4 d octane, unreal engine, 8 k 3 d render",no
"A beautiful ultra detailed matte painting evening woods water puffy clouds in sky by Cyril Rolando, David Wiesner, unreal engine, featured on artstation",no
"a highly detailed beautiful portrait of misato katsuragi anime, by gregory manchess, james gurney, james jean",no
"futuristic sao paulo, hyperdetailed, 8 k, volumetric light, sunny day, artstation, cgsociety",no
"A solemn night, defied by spirit, pulse, and flow, the vibrant echoes of the market,
 Drifters, traders, collectors, and travelers, within radiate connection,
 forming an oasis of vivid lights within the shallow city, dark night, dystopian, matte painting, cyberpunk style, cinematic lighting",no
anime manga skull portrait girl face marge simpson the Simpsons groening detailed highres 4k Mucha and James Jean pop art nouveau,no
"dwarf with white hair, red iris, long beard, pale snow white skin, full body character portrait, colorful, highly detailed, digital art by studio ghibli and greg rutkowski and takehiko inoue ",no
