prompt,references_past
"'' Illustration a samurai breaking its chains, (night), (moon in the background), digital painting, artstation, concept art, sharp focus, illustration, art by greg rutkowski and alphonse mucha ''",no
close up photograph of a dragon eye,no
"concept art by craig mullins astronaut in futuristic dark and empty spaceship underwater. infrared complex and hyperdetailed technical suit. mandelbulb fractal. reflection and dispersion materials. rays and dispersion of light. volumetric light. 5 0 mm, f / 3 2. noise film photo. flash photography. unreal engine 4, octane render. interstellar movie art",no
infinity,no
"an empty street by wes anderson, tumblr, video art, wide lens, filmic, criterion collection",no
"portrait of kim kardashian reading a bedtime story to joe biden in bed, an oil painting by ross tran and thomas kincade",no
full moon made out of blood dripping in the night sky,no
street art of a black pugalier dog wearing suit and tie by banksy,no
tom bombadil as a management consultant,no
"cinematic night scene with jennifer lawrence standing under the rain wearing a short black dress, shiny skin, sexy, small details, volumetric light, radiant light",no
"hatsune miku, baroque dress. by rembrandt, ( ( konstantin razumov ) )",yes
"Old breaking houses, orange dawn, vaponpunk, sunset, 8k, soft light, ray tracing, wet ground",no
"a poster of a group of people, an album cover by kilian eng, behance contest winner, afrofuturism, circuitry, artwork, adafruit",no
"painting of syd mead artlilery scifi organic electric car charging station with ornate metal work lands on a farm, fossil ornaments, volumetric lights, purple sun, andreas achenbach",no
"Digital 3D, Fan Art, Stylized, Character Modelling, zbrush, blender, girl, character modelling, Fullmetal Alchemist",no
"[ important ] amazing portrait of funny gnome ], hearthstone splash art, deiv calviz, splash art, natural light, elegant, intricate, fantasy, atmospheric lighting, by greg rutkowski, hearthstone splash art, hd wallpaper, ultra high details, cinematic composition, insanely real",no
"a futurist cybernetic forest, future perfect, award winning digital art by santiago caruso and bruce pennington",no
"an old dark brindle greyhound is sitting on a conveyor belt at the glue factory, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski and alphonse mucha",yes
"a digital art of a cat sleeping in the room with flowers around in the afternoon, the sun shines in, storybook art, watercolor, detailed, cute, by anton fadeev, featured on artstation",no
"beautiful detailed expressive impressionistic oil painting portrait of ancient roman god emperor steve buscemi levitating in angelic pose wearing the civic crown, art by anders zorn, wonderful masterpiece by greg rutkowski, expressive brush strokes, beautiful cinematic light, american romanticism by greg manchess, jessica rossier",yes
"surveillance found footage of a cluttered abandoned soviet laboratory, dark fluorescent lighting, liminal space",yes
an astounding 3 5 mm photo of a nuclear reactor glowing with cherenkov radiation,no
"steel titan colossus in pacing through hills, river, mountain valley to factory, with plate armour, fine art, artstation, matte painting, masterpiece by vasnetsov and surikov",no
"“ a portrait of 7 members of bts band, rainy background, pink bright art masterpiece artstation. 8 k, sharp high quality artwork in style of jose daniel cabrera pena and greg rutkowski, concept art by tooth wu, hearthstone card game artwork. ”",no
"hyper realistic wizard holding a sword that’s pointed towards the sky, getting shocked by purple lightning, standing on a mountaintop, octane, trending on artstation, hyper realistic, highly detailed, unreal engine, amazing depth of field, 8k",no
Hatsune miku medieval painting,no
"scene from zoo, day of all the dead, skeletons, artwork by jean giraud",no
"hyperdetailed portrait of a psychedelic steampunk robot head, 8 k, symetrical, halluzinogenic, meditative, black background",no
"beauty young spanish woman with long black hair, analysing a holographic display of an alien landscape, electrical case display, Transformers tech, ultrarealistic, dramatic lighting, electrical details, high details, 4k, 8k, best, accurate, trending on artstation, artstation, photorealism, ultrarealistic, digital painting, style of Peter Mohrbacher, Hajime Sorayama and Boris Vallejo",no
"turbulent deuteranopia by moshe safdie, by ruth orkin. a beautiful conceptual art of a woman with long curly hair, wearing a white dress & sitting in a chair in front of a window with a view of a mountainside.",no
"asian geisha watercolor painting by yoshitaka amano, daniel merriam, ayami kojima, peter mohrbacher, intricate detail, artstation, artgerm, in the style of darkness - fantasy, rococo, gold leaf art",no
george w bush with a pearl earring by vermeer,yes
"glowing hands with fingers floating, an eye in the centered of the hand, eye, violet theme, bright art masterpiece artstation. 8 k, sharp high quality artwork in style of jose daniel cabrera pena and greg rutkowski, concept art by tooth wu, blizzard warcraft artwork, hearthstone card game artwork, human anatomy",no
"joe biden is the pope, hyperdetailed, artstation, cgsociety, 8 k",no
"Drake, digital artwork by Victor Moscoso, trending on artstation",no
"high quality pastel coloured film close up photograph of a model in an icelandic black rock!! environment in a partially hazey dreamstate world. three point light, rainbow. photographic production. art directed. pastel colours. volumetric atmosphere. pastel gradient overlay. waves glitch artefacts. extreme facial silliness. 8 k. filmic.",no
"chun - li, standing, doing a high kick, screenshot from street fighter ii",no
"photographic isometric cathedral church altar, lucifer, gothic, baroque, black paper tarot, bringer of glowing light and life and death, skull, mystical, intricate #voxelart ornamental oriental tarot tower floral flourishes, technology meets fantasy, glass, copper, steel, emerald, diamond, amethyst, glass, map, infographic, poster, concept art, octane, 8k insane detail, style of monument valley, wes anderson photographic isometric cathedral church altar, lucifer, gothic, baroque, black paper tarot, bringer of glowing light and life and death, skull, mystical, intricate #voxelart ornamental oriental tarot tower floral flourishes, technology meets fantasy, glass, copper, steel, emerald, diamond, amethyst, glass, map, infographic, poster, concept art, octane, 8k insane detail, style of monument valley, wes anderson photographic isometric cathedral church altar, lucifer, gothic, baroque, black paper tarot, bringer of glowing light and life and death, skull, mystical, intricate #voxelart ornamental oriental tarot tower floral flourishes, technology meets fantasy, glass, copper, steel, emerald, diamond, amethyst, glass, map, infographic, poster, concept art, octane, 8k insane detail, style of monument valley, wes anderson",no
"highly detailed portrait of james frain as a bald elf, in skyrim, stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment",no
