prompt,references_past
"hindu citizen, close - up portrait, poor, intricate, elegant, volumetric lighting, scenery, digital painting, highly detailed, artstation, sharp focus, illustration, concept art, ruan jia, steve mccurry",no
woman portrait artwork by tim eitel,no
"Portrait of taylor swift wearing assamese bihu mekhela sleeveless silk saree, symmetrical face by Artgerm, anatomically correct proportions, XF IQ4, 250MP, 50mm, F1.4, ISO 200, 1/250s, natural skin tone, soft cinematic light, color and contrast corrected adobe raw, Adobe Lightroom, photolab, model photography by Steve McCurry in the style of Annie Leibovitz, HDR, assam tea garden background, intricate, elegant, highly detailed,sharp focus, daz studio genesis iray shaders",no
"enchanted garden by jean delville, luis royo, beksinski, grimshaw",no
"female model in massive rock trench , swimming toward the sun rays and caustics, film , cinematic, underwater photography",no
"beautiful demon anime maiden with angelic wings, intricate, elegant, highly detailed, artstation, concept art, illustration, art by Yoshitaka Amano",no
"tom holland as a rough dirty old man with a scruffy beard in a dark blue trenchcoat as the new doctor who, cinematic, volumetric lighting, f 8 aperture, cinematic eastman 5 3 8 4 film, photorealistic",no
cute baby chicken dressed as an inmate,no
"forbidden city on the cliff, chinese dragon hovering over the building ， ink painting ， stormy night",no
a cello wearing a bra,no
"a detailed matte painting of a cyborg velociraptor french resistance fighter wearing a beret, in nazi occupied france, 8 k, artstation, art by greg rutkowski and alphonse mucha",yes
robots from the music video “all is full of love”,no
"Kodak Portra 400, 8K,ARTSTATION, Caroline Gariba, soft light, volumetric lighting, highly detailed, britt marling style 3/4 , extreme Close-up portrait photography of a beautiful woman how pre-Raphaelites,inspired by Ophelia paint, the face emerges from water of Pamukkale, underwater face, hair are intricate with highly detailed realistic beautiful flowers , Realistic, Refined, Highly Detailed, interstellar outdoor soft pastel lighting colors scheme, outdoor fine art photography, Hyper realistic, photo realistic",yes
"photograph portrait of a very pretty!!! woman! symmetric face, petzval lens. out of focus, in an very detailed astronaut costume. futuristic helmet, space station. by alesio albi and george lucas and stanley kubrick. film still",no
"hyper realistic portrait painting of the goddess babalon wearing a face veil ( glistening, vixen, alluring, carnal ) wet, milk dripping, flowers, clouds, nature, by saturno butto, boris vallejo, austin osman spare and david kassan, by bussiere. occult art, occult diagram, grey, sensual color scheme",no
yoko ono emitting a spiral galaxy sound wave from her mouth as she screams,no
"of an intricate stormy ocean with large strange goofy drunk creatures with big mouth, long tongue, weird nose, and square teeth appearing from the misty waters, in the style of antonio berni, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render",no
"a gritty cityscape made of sapphires, emeralds, and rubies, matte art, 4k",no
"an anime girl with blue hair, trending on pixiv, detailed, anime, pastel colors, dramatic lighting",no
a detailed portrait painting of joel glazer from manchester looking dumb,no
"a drawing of a blue and purple jacket, a color pencil sketch by avgust cernigoj, instagram contest winner, digital art, iridescent, art on instagram, childs drawing, seapunk",no
"hyper realistic render of a heavenly garden of peace, filled with trees, stone slab, flowers, moss, ferns, a girl meditating at a distance, trending on artstation, volumetric lighting, hyper realistic, hyper detailed, high quality render, blender guru",no
"Earl Sweatshirt profile picture by Sachin Teng, asymmetrical, Organic Painting , Matte Painting, geometric shapes, hard edges, graffiti, street art:2 by Sachin Teng:4",no
"Ben Shapiro as a disney character, 3d render, 4k, octane render",no
