prompt,references_past
🍞 😺,no
"overlord, rococo and art nouveau fusion, iridescent diaphanous refractive and reflective flower bouquet, tarot card, highly detailed, deep focus, elegant, digital painting, smooth, sharp focus, illustration, ultra realistic, 8 k, art by artgerm and alphonse mucha",no
"portre of an autistic demonic chimpanzee on acid, masonic and kabalistic symbols in background, oil painting",no
"abyssal intruder attacks a woman in an abandoned subway station. Mage: The Awakening art. Urban fantasy modern mage art, in the style of Michael William Kaluta",no
"photo of monkey d. luffy in real life, portrait photography by annie leibovitz, stanley kubrick, mid shot, rule of thirds, highly detailed, 4 k, hdr, smooth, sharp focus, hig",no
"Batman and incredibly powerful Anime Girl, created by Hideaki Anno + Katsuhiro Otomo +Rumiko Takahashi, Movie poster style, box office hit, a masterpiece",no
"the Poolrooms, an expansive complex of interconnected rooms and corridors slightly submerged in undulating, lukewarm water. Each area of the level varies greatly in size and structure, ranging from uniform pools and hallways to more open, abnormally-shaped areas. The walls, ceilings, and floors of the level all appear to be constructed from the same white ceramic tile, with the only deviation from this color being the blue-green hue of the water. Eerie, liminal space",yes
"Shadowy entrance to the jungle with palm trees and the river flowing near from the mountain. Fantasy style. Sun rays, lens flares. Cinematic, ArtStation, realistic photograph, ambient, shades of green, Unreal Engine 5, rendered by Octane.",no
Britney Spears as Patrick Bateman on the American Psycho poster.,no
"various artworks, many styles, mixed styles, high resolution, timeline screenshot",no
high quality realistic oil painting of a the founding fathers of america writing the declaration of independence but they are hamsters,no
"A Sunday Afternoon on Primrose Hill, Overlooking London. An overweight, partially bald, middle aged man with a big beard shares a loving embrace with a thin girl. Simon Stålenhag and Grant Wood.",no
plague doctor in a park feeding pigeons,no
sausage tower. hyperdetailed photorealism,no
macabre magic realism portrait old man sitting in chair : : oil painting by ivan albright,yes
mr. bean portrait in the louvre,no
"fettuccini pasta but Teriyaki sauce and sesame chicken, 4K photo, HD",no
"Isometric macro render castle town surrounded by walls, isometric view, blacksmith, tavern, church, shops, highly detailed, tarnished paper, gardens, trees, flowers, grass, city square, rivers, windmills, watermills, ultra-realistic.",no
screenshot from among us,no
"the birth of a new star, viewed from the surface of the earth, epic 8 k surrealism, by roger dean and peter mohrbacher",no
"Cyberpunk Keanu Reeves | Cyborg in Red surrounded by cables | 19th century wood-engraving , whole page illustration , art in the style of greg rutkowski and thomas kinkade and Larry Elmore",yes
"untitled mixed media, Fine Art, Airbrush, Splatter Paint, Modern Art",no
"film still of spongebob squarepants as frankenstein's monster in frankenstein ( 1 9 3 1 ), coming to life, nickelodeon spongebob cartoon",yes
"a fine fantastic realist comic book style painting of a glorious place where the heavens open to the great cosmos, where flowers are launched into the unknown 8 k, ultra realistic, lens flare, atmosphere, glow, detailed, intricate, full of colour, cinematic lighting, trending on artstation, 4 k, hyperrealistic, focused, extreme details, unreal engine 5, cinematic, masterpiece",no
"anthropomorphic gangster rat with a large cigar in its mouth, wearing a fur coat, wearing sunglasses and a cap, long fur, anthropomorphic rat, detailed, 3 d render, 4 k, pixar",no
"hyperrealistic and heavy detailed moncler boots of whole lotta red by playboi carti, leica sl 2 5 0 mm, vivid color, high quality, high textured, real life",no
a living room designed by berne becher and hilla becher,yes
“Guantanamo bay painted by Leonardo Da Vinci”,yes
"image of someone sneezing, ultra-realistic",no
"photo portrait of the Terminator in the style of the anime JoJo, highly detailed, 8k, ultra-realistic, perfect light",no
"official government portrait of a young, handsome prime minister and his two girlfriends, oil painting, 2 1 st century, official portrait, powerful, serious",no
"overgrown london taken over by robots, highly detailed, 4k, HDR, award-winning, artstation, octane render",no
Marin Inbona,no
"oversized pig sculpture by Matt Hill Projects, corten steel, geometric, grassy, weeds",no
"waiting for the school bus outside the school evening, hayao miyazaki, artstation",no
"edward norton face inside a boiled egg shell, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, art by greg rutkowski and artgerm",no
"a churro is dancing to Jamiroquay wearing sweat pants, 3d scene, render, ultra realistic, zenith view, Greg Rutkowski, artstation, cgsociety, level design, unreal engine, 3d scene, render, ultra realistic, zenith view, Enki Bilal style",no
"A bison standing on its hind legs, with very short front legs, it has the head of a tyrannosaurus rex, highly detailed, 8k, Unreal Engine render",yes
"a full body shot of CGI Jinx, posing for the camera, blue well presented ponytail hair, beautiful well rounded face, not wearing many clothes, big breasts, slend body, from Arcane, from League of Legends, digital art, exquisite detail, polished, post-processing, photo-shopped, low angle, octane render, unreal engine, hyper realism, cinematic, trending on ArtStation, 8k, High contrast, by Roger Magrini",no
"hyper detailed 3d render like a Oil painting - kawaii portrait of jejune lovers embrace holding each other Aurora (a beautiful girl skeksis muppet fae princess protective playful expressive acrobatic from dark crystal that looks like Anya Taylor-Joy) seen red carpet photoshoot in UVIVF posing in scaly dress to Eat of the Strangling network of yellowcake aerochrome and milky Fruit and His delicate Hands hold of gossamer polyp blossoms bring iridescent fungal flowers whose spores black the foolish stars by Jacek Yerka, Ilya Kuvshinov, Mariusz Lewandowski, Houdini algorithmic generative render, golen ratio, Abstract brush strokes, Masterpiece, Edward Hopper and James Gilleard, Zdzislaw Beksinski, Mark Ryden, Wolfgang Lettl, hints of Yayoi Kasuma and Dr. Seuss, Grant Wood, octane render, 8k",no
"A painting of a pirates scrubbing the deck of their ship by Thomas Kinkade in the style of Studio Ghibli,",no
"wide angle full body, jacket wearing fluffy cute rainbow kitten wearing a black leather motorcycle jacket, riding on a motorcycle, cinematic concept art",no
"side portrait of an Appalachian boy playing with a dusty cap gun, detailed features, dirt, Appalachian mountains, sharp focus, illustration, highly detailed, oil painting, matte, art by Greg Rutkowski and Alphonse Mucha, masterpiece",no
"photo of an aquarium behind a woman seated at a desk, tim hildebrandt, by wayne barlowe, trending on artstation, cinematic composition, simple detail. greenish lighting,",no
"hamster made out of rainbow gems and crystals, 8k, vibrant, treasure",no
"anime key visual of a female darth vader goddess!!, intricate, stunning, highly detailed, digital painting, artstation, smooth, hard focus, starwars, sith, dark side, villain, the force, lucas films, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"a road next to warehouses, and a hill background with a radio tower on top, 3 0 0 mm telephoto lens",no
"Modern dwight eisenhower. Cyberpunk assassin in tactical gear. plastic raincoat. blade runner 2049 concept painting. Epic painting by James Gurney, Azamat Khairov, and Alphonso Mucha. ArtstationHQ. painting with Vivid color. (Hl2, apex legends, fortnite, rb6s, Cyberpunk 2077)",no
"portrait of hatsune miku, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"beautiful furry art portrait commission of a furry anthro wolf fursona wearing punk clothes in the streets of a cyberpunk city. character design by charlie bowater, ross tran, rick griffin, miles df, detailed, inked, western comic book art",no
