prompt,references_past
"interior of a cave with ancient ruins and plants, retrowave epic art, trending on artstation, cgsociety",no
"beautiful green hair anime woman victorian dress, steampunk, fantasy, eerie, intricate details, pixiv, digital painting, artstation, concept art, 8 k, art by artgerm and alohonse mucha and eiichiro oda",no
"iphone anatomy and construction, da vinci notes, ultradetailed, artstation",no
"only with red, a red old man try to sell a portrait, in a old city square, cheering crowd, in the style of beksinski, parts by edward hopper, parts by rodcenko, parts by yue minjun, intricate and epic composition, red by caravaggio, insanely quality, highly detailed, masterpiece, red light, artstation, 4 k",yes
"hyperrealism aesthetic ridley scott and denis villeneuve style photography of a detailed giant elon musk, siting on a detailed ultra huge toilet and scrolling his smartphone in hyperrealism scene from detailed art house movie in style of alejandro jodorowsky and wes anderson",no
"a blonde girl in a black hoodie holding a blahaj blue shark plush from ikea, anime style",no
"hyperrealistic scarface charakter, scared upper body and intimidating face, jungle setting with guerilla pickup trucks being present in the background, art by artgerm and greg rutkowski and alphonse mucha",no
"full body photo portrait of ancient attractive provocative aztec beauty on top of the stone aztec pyramid as a priest, masses of people in the distance , old photo, highly detailed, fashion photography,award winning photo, black and white, by Annie Leibovitz, Ansel Adams, Dayanita Singh",yes
casuela de mariscos,no
Angelina Jolie as Jessica Rabbit,no
"mysterious and sensual scene of human transformation. 35mm double-exposure photo, slightly erotic, palm body, deep shadows, german expressionism, noir, slightly colorful, photorealistic, detailed smoke, natural bones and skin, natural textures, depth of field, ambient occlusion, motion blur, HD, masterpiece, volumetric, chromatic aberration by Richard Avedon, style of Ade Santora, perfect composition, masterpiece, intricate detailed",no
"impressionism painting of a pond of water lily on a foggy morning, red barn in distance, sun low on horizon through snow capped mountains, soft light",no
"( ( gothic # ) ) princess portrait. by william henry hunt * *!!, highly detailded",no
"portrait ultra dimensional baby yoda tripping on dmt, psychedelic experience, overwhelming self realization and awakening, ultra high definition, unreal engine 5, hyperrealism, masterpiece composition, surrealism by alex grey, salvador dali 8 k photorealistic ",no
"Ashley Greeneas Scarlet Witch, western, D&D, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha",no
world on fire,no
"a close up of a bunch of different colored objects, a raytraced image by benoit b. mandelbrot, behance, generative art, fractalism, biomorphic, greeble",no
"a hyperrealistic render of a chorus in drapery around a stone of time, order, outdoor, art by Artgerm and Greg Rutkowski and Alphonse Mucha, hearthstone art style, epic fantasty card game art, Beautiful dynamic dramatic dark moody lighting, shadows, cinematic, Octane, 8K",no
"epic mask helmet robot ninja portrait stylized as fornite style game design fanart by concept artist gervasio canda, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination radiating a glowing aura global illumination ray tracing hdr render in unreal engine 5",no
"very reflective ice palace, aurora sky, very reflective cinematic lighting, atmospheric lighting, focus, ultra realistic, detailed, award winning, trending on artstation, digital art",no
clickbait thumbnail with red arrows and circles everywhere,no
"portrait of a beautiful 18-year-old woman, Dark Souls 3 themed, in style of Valentin Serov, in style of Ruan Jia, insanely detailed and intricate, golden ratio, elegant, ornate, luxury, elite, matte painting, cinematic, cgsociety, James jean, Brian froud, ross tran, Laputa",no
"the orb of time, sunlight study, art nouveau, by albert bietstadt and ( ( ( ( lisa frank ) ) ) ), 8 k, sharp focus, octane render, ( ( ( ( kauai ) ) ) )",no
"photo wallpaper sport car gran turismo 7 forza horizon need for speed fast and furious 5 unreal engine supercar hypercar game concept car octane render, 4 khd 2 0 2 2 3 d cgi rtx style chrome reflexion global illumination ray tracing hdr arstation pixar and disney unreal",no
"renaissance painting of philosophers having a discussion with batman in the middle of a round table, crowd are gathering in awe, there are two dead tree in the background, one white orchid in vase above a fireplace at the edge of the painting, slight smokes from the fireplace are filling up the painting, golden ratio, rule of third",yes
"professional photograph of a beautiful futuristic Winnebago designed by Buckminster Fuller and Zaha Hadid in a picturesque alien desert. Astronauts are camping nearby, racking focus, extreme panoramic, Dynamic Range, HDR, chromatic aberration, Orton effect intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"A portrait of a woman with japanese cut hair, by Dice Tsutsumi, Makoto Shinkai,",no
"Highly detailed full-body portrait of poor Cristin Milioti, fantasy art by Greg Rutkowski, Loish, Rhads, Makoto Shinkai and Lois van baarle, ilya kuvshinov, rossdraws global illumination, radiant light, detailed and intricate environment",no
"anime portrait of tom cruise as a muscular anime boy fighting nicolas cage by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, and Sakimichan, trending on artstation",no
"a portrait of willem dafoe an apocalyptic orcish biker character standing in a dynamic pose, psychedelic vibrant colors, punk rock fashion, oil painting by michael whelan art, sharp focus, detailed eyes, realistic, studded leather jacket, 8 k",no
detailed 4 k photorealistic lady gaga and joaquin phoenix footage in next joker movie in the style of nick ut and eddie adams and margaret bourke and yousuf karshs and alfred eisenstaedt,no
portrait of a masculine woman,no
"portrait of a stunningly beautiful gothic female in soft dreamy light at sunset, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, breathtaking, 8 k resolution, extremely detailed, beautiful, establishing shot, artistic, hyperrealistic, beautiful face, octane render",no
"a modern country house on the lake, golden hour, spotlight, backlight, sunlight, volumetric light, ray tracing reflections, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed",no
face of a hairy wooly mammoth elephant,no
"an anthropomorphic fox, fursona!!! by don bluth, by kawacy, trending on artstation, full body",no
"minecraft steve, full face, anime, fantastic details, pixiv, hyperdetailed unreal engine, stanley artgerm lau, wlop, rossdraws, james jean marc, simonetti ruan jia and mandy jurgens and artgerm and sakimichan, yuru camp, moe, illustration, digital art, concept art, manga cover",no
"a oil painting of brutalism old atom winter soviet town from frostpunk by Simon Stålenhag, in style of fractal landscape by Simon Stalenhag, atompunk, Sci-Fi, 8k, ultra detail, volumetric lighting, unreal engine, octane render, ultra realistic, max quality, epic 35 mm lens shot, photorealism",yes
"joe biden as pennywise printing dollars, special news broadcast, hyper realism, symmetry, awesome exposition, very detailed, highly accurate, professional lighting diffracted lightrays, 8 k, sense of awe",no
"a photo of a sailor moon nike shoes, nike photoshoot, sailor moon, sailor moon theme } 4 k",no
rainy Kyoto downtown city street,no
"scanning electron micrograph of a red blood cell ( left ), a platelet ( center ), and a t lymphocyte ( right ) ; colorized",no
"attractive lucifer morning star summons death of the endless. highly detailed painting by gaston bussiere, craig mullins, j. c. leyendecker 8 k",no
"suit of wakanda helmet queen armor king tribal afrika color joy global illumination ray tracing hdr fanart arstation concept art, matte, by anton fadeev by beeple and thomas kinkade 4 k, trending on artstation",no
"speed racer's mach 5 in motion, portrait shinkai makoto studio ghibli studio key hideaki anno sakimichan stanley artgerm lau rossdraws james jean marc simonetti elegant highly detailed digital painting artstation pixiv",no
"attractive male deity, casting demonic magic, summoning handsome lucifer morning star. highly detailed painting by gaston bussiere, craig mullins, j. c. leyendecker 8 k",no
"intimidating young soldiers wearing star wars clothing in a space station above Earth, military, portrait, elegant, intricate, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha",no
"jelly beans, rainbows, uwu, cinematic, volumetric, realistic, 3d render, Realistic Render, Cinematic lighting, Volumetric lighting, atmospheric, cinematic, unreal engine, unreal engine render, octane render, HD, photorealism, hyper realistic, photo, 8K, in the style of Chris Cunnigham, by Wes Anderson",no
"a realistic Pikachu eating a hamburger, digital art, highly detailed, hyperrealistic, photorealistic, unreal engine 5, dynamic lighting, trending on artstation, 4k uhd, epic composition",no
"donkey Eeyore looking as fisherman in old storm jacket, cartoon, digital painting, artstation, concept art, sharp focus, illustration, art by Josh kirby and John romita jr and moebius",no
